TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_25.jpeg,liked,3.613205605
2,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_26.jpeg,liked,4.988446431
3,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_15.jpeg,did not like,3.470791822
4,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_18.jpeg,did not like,3.820572462
5,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_27.jpeg,liked,2.455989137
6,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_22.jpeg,did not like,3.79605092
7,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_13.jpeg,did not like,3.562416326
8,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_4.jpeg,liked,2.843822497
9,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_5.jpeg,liked,3.546495948
10,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_3.jpeg,liked,1.672012706
11,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_24.jpeg,liked,4.942172136
12,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_11.jpeg,did not like,2.50187214
13,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_21.jpeg,liked,2.071164779
14,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_23.jpeg,liked,5.336503566
15,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_9.jpeg,did not like,2.642157193
16,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_19.jpeg,did not like,4.456234322
17,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_7.jpeg,did not like,4.438512181
18,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_16.jpeg,liked,2.682944783
19,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_14.jpeg,did not like,4.51984296
20,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_30.jpeg,did not like,3.195382774
21,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_28.jpeg,did not like,1.779333479
22,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_10.jpeg,did not like,4.312468682
23,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_2.jpeg,liked,4.940433059
24,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_6.jpeg,did not like,2.7105123
25,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_8.jpeg,did not like,3.602308302
26,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_20.jpeg,liked,4.106391878
27,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_1.jpeg,liked,3.799433026
28,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_12.jpeg,liked,5.246980764
29,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_17.jpeg,liked,3.30081769
30,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_29.jpeg,did not like,1.661473164
31,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_6.jpeg,liked,3.613205605
32,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_7.jpeg,liked,4.988446431
33,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_27.jpeg,liked,3.470791822
34,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_10.jpeg,liked,3.820572462
35,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_19.jpeg,liked,2.455989137
36,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_5.jpeg,liked,3.79605092
37,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_1.jpeg,liked,3.562416326
38,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_29.jpeg,liked,2.843822497
39,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_12.jpeg,liked,3.546495948
40,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_24.jpeg,liked,1.672012706
41,Taylor,Acc,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_23.jpeg,did not like,4.942172136
