TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_5.jpeg,liked,3.613205605
2,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_7.jpeg,liked,4.988446431
3,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_28.jpeg,liked,3.470791822
4,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_2.jpeg,did not like,3.820572462
5,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_18.jpeg,did not like,2.455989137
6,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_13.jpeg,liked,3.79605092
7,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_12.jpeg,liked,3.562416326
8,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_11.jpeg,did not like,2.843822497
9,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_15.jpeg,did not like,3.546495948
10,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_27.jpeg,did not like,1.672012706
11,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_3.jpeg,did not like,4.942172136
12,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_23.jpeg,did not like,2.50187214
13,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_14.jpeg,did not like,2.071164779
14,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_24.jpeg,liked,5.336503566
15,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_25.jpeg,did not like,2.642157193
16,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_19.jpeg,liked,4.456234322
17,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_30.jpeg,did not like,4.438512181
18,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_26.jpeg,did not like,2.682944783
19,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_22.jpeg,did not like,4.51984296
20,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_6.jpeg,did not like,3.195382774
21,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_8.jpeg,did not like,1.779333479
22,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_16.jpeg,did not like,4.312468682
23,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_9.jpeg,liked,4.940433059
24,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_20.jpeg,did not like,2.7105123
25,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_29.jpeg,liked,3.602308302
26,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_1.jpeg,did not like,4.106391878
27,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_21.jpeg,did not like,3.799433026
28,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_4.jpeg,did not like,5.246980764
29,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_10.jpeg,did not like,3.30081769
30,Alex,Rej,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_17.jpeg,did not like,1.661473164
31,Riley,Neutral,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_19.jpeg,liked,3.613205605
32,Riley,Neutral,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_24.jpeg,did not like,4.988446431
33,Riley,Neutral,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_6.jpeg,liked,3.470791822
34,Riley,Neutral,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_1.jpeg,did not like,3.820572462
35,Riley,Neutral,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_7.jpeg,liked,2.455989137
36,Riley,Neutral,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_4.jpeg,liked,3.79605092
37,Riley,Neutral,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_10.jpeg,liked,3.562416326
38,Riley,Neutral,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_3.jpeg,did not like,2.843822497
39,Riley,Neutral,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_21.jpeg,liked,3.546495948
40,Riley,Neutral,Participant_Images/63d4019999c9ab839156014c/63d4019999c9ab839156014c_Images/63d4019999c9ab839156014c_Image_5.jpeg,liked,1.672012706
