endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt
space,54.4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,space,15.4985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_16.jpeg,did not like,3.602308302,,,,,,,,,,,,
,,,,,,space,0.892,NAN,,NAN,,0,85,85,85,1,86,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_24.jpeg,did not like,4.106391878,,,,,,,,,,,,
,,,,,,space,0.8944,NAN,,NAN,,0,86,86,86,1,87,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_14.jpeg,did not like,3.799433026,,,,,,,,,,,,
,,,,,,space,0.6413,NAN,,NAN,,0,87,87,87,1,88,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_17.jpeg,liked,5.246980764,,,,,,,,,,,,
,,,,,,space,0.8093,NAN,,NAN,,0,88,88,88,1,89,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_20.jpeg,liked,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.1507,0,0,0,0,1,1.3499,,
,,,,,,,,1,,1,,0,89,89,89,1,90,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_19.jpeg,did not like,1.661473164,,,,,,,,,,,,
,,,,space,1.7202,space,0.4243,NAN,,NAN,,0,90,90,90,1,91,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_20.jpeg,liked,3.613205605,,,,,,,,,,,,
,,,,,,space,0.8499,NAN,,NAN,,0,91,91,91,1,92,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_3.jpeg,did not like,4.988446431,,,,,,,,,,,,
,,,,,,space,0.4919,NAN,,NAN,,0,92,92,92,1,93,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_11.jpeg,did not like,3.470791822,,,,,,,,,,,,
,,,,,,space,0.7433,NAN,,NAN,,0,93,93,93,1,94,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_26.jpeg,did not like,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7526,0,0,0,0,1,1.4765,,
,,,,,,,,NAN,,NAN,,0,94,94,94,1,95,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_9.jpeg,liked,2.455989137,,,,,,,,,,,,
,,,,,,space,0.3932,NAN,,NAN,,0,95,95,95,1,96,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_2.jpeg,liked,3.79605092,,,,,,,,,,,,
,,,,,,space,0.798,NAN,,NAN,,0,96,96,96,1,97,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_27.jpeg,liked,3.562416326,,,,,,,,,,,,
,,,,,,space,0.8972,NAN,,NAN,,0,97,97,97,1,98,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_5.jpeg,liked,2.843822497,,,,,,,,,,,,
,,,,,,space,0.5595,NAN,,NAN,,0,98,98,98,1,99,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_8.jpeg,did not like,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6445,0,0,0,0,1,1.3206,,
,,,,,,,,NAN,,NAN,,0,99,99,99,1,100,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_19.jpeg,did not like,1.672012706,,,,,,,,,,,,
,,,,,,space,0.7752,NAN,,NAN,,0,100,100,100,1,101,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_18.jpeg,liked,4.942172136,,,,,,,,,,,,
,,,,,,space,0.2765,NAN,,NAN,,0,101,101,101,1,102,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_22.jpeg,liked,2.50187214,,,,,,,,,,,,
,,,,,,space,0.2775,NAN,,NAN,,0,102,102,102,1,103,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_10.jpeg,liked,2.071164779,,,,,,,,,,,,
,,,,,,space,0.759,NAN,,NAN,,0,103,103,103,1,104,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_12.jpeg,did not like,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8074,0,0,0,0,1,1.3495,,
,,,,,,,,NAN,,NAN,,0,104,104,104,1,105,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_25.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,space,0.8241,NAN,,NAN,,0,105,105,105,1,106,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_4.jpeg,liked,4.456234322,,,,,,,,,,,,
,,,,,,space,0.8269,NAN,,NAN,,0,106,106,106,1,107,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_21.jpeg,liked,4.438512181,,,,,,,,,,,,
,,,,,,space,0.3115,NAN,,NAN,,0,107,107,107,1,108,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_13.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,space,0.6831,NAN,,NAN,,0,108,108,108,1,109,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_1.jpeg,liked,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8998,0,0,0,0,1,1.1658,,
,,,,,,,,NAN,,NAN,,0,109,109,109,1,110,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_29.jpeg,liked,3.195382774,,,,,,,,,,,,
,,,,,,space,0.5771,NAN,,NAN,,0,110,110,110,1,111,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_7.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,space,0.5606,NAN,,NAN,,0,111,111,111,1,112,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_16.jpeg,did not like,4.312468682,,,,,,,,,,,,
,,,,,,space,0.6715,NAN,,NAN,,0,112,112,112,1,113,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_30.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,space,0.8007,NAN,,NAN,,0,113,113,113,1,114,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_17.jpeg,liked,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6821,0,0,0,0,1,1.806,,
,,,,,,,,NAN,,NAN,,0,114,114,114,1,115,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_14.jpeg,liked,3.602308302,,,,,,,,,,,,
,,,,,,space,3.7104,NAN,,NAN,,0,115,115,115,1,116,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_28.jpeg,did not like,4.106391878,,,,,,,,,,,,
,,,,,,space,0.7824,NAN,,NAN,,0,116,116,116,1,117,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_24.jpeg,did not like,3.799433026,,,,,,,,,,,,
,,,,,,space,1.1329,NAN,,NAN,,0,117,117,117,1,118,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_15.jpeg,liked,5.246980764,,,,,,,,,,,,
,,,,,,space,0.5617,NAN,,NAN,,0,118,118,118,1,119,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_23.jpeg,liked,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.1315,0,0,0,0,1,1.7824,,
,,,,,,,,1,,1,,0,119,119,119,1,120,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_6.jpeg,liked,1.661473164,,,,,,,,,,,,
