PROLIFIC_ID,condition_recode,aggregated_value,choice
5f32bc368853aa03df112fc6,-1,-1,1.0
5f32bc368853aa03df112fc6,-1,-1,1.0
5f32bc368853aa03df112fc6,-1,-1,0.0
5f32bc368853aa03df112fc6,-1,-1,0.0
5f32bc368853aa03df112fc6,-1,-1,1.0
5f32bc368853aa03df112fc6,-1,-1,1.0
5f32bc368853aa03df112fc6,-1,-1,1.0
5f32bc368853aa03df112fc6,-1,-1,1.0
5f32bc368853aa03df112fc6,-1,-1,0.0
5f32bc368853aa03df112fc6,-1,-1,0.0
5f32bc368853aa03df112fc6,-1,-1,0.0
5f32bc368853aa03df112fc6,-1,-1,1.0
5f32bc368853aa03df112fc6,0,1,0.0
5f32bc368853aa03df112fc6,0,1,0.0
5f32bc368853aa03df112fc6,0,-1,999.0
5f32bc368853aa03df112fc6,0,-1,0.0
5f32bc368853aa03df112fc6,0,-1,0.0
5f32bc368853aa03df112fc6,0,1,0.0
5f985596be2ea910b23827ed,-1,-1,0.0
5f985596be2ea910b23827ed,-1,-1,0.0
5f985596be2ea910b23827ed,-1,-1,0.0
5f985596be2ea910b23827ed,-1,-1,0.0
5f985596be2ea910b23827ed,-1,-1,999.0
5f985596be2ea910b23827ed,-1,-1,0.0
5f985596be2ea910b23827ed,0,1,0.0
5f985596be2ea910b23827ed,0,-1,0.0
5f985596be2ea910b23827ed,0,1,0.0
5f985596be2ea910b23827ed,0,1,0.0
5f985596be2ea910b23827ed,0,-1,0.0
5f985596be2ea910b23827ed,0,1,0.0
5f985596be2ea910b23827ed,-1,-1,0.0
5f985596be2ea910b23827ed,-1,-1,0.0
5f985596be2ea910b23827ed,-1,-1,0.0
5f985596be2ea910b23827ed,-1,-1,0.0
5f985596be2ea910b23827ed,-1,-1,0.0
5f985596be2ea910b23827ed,-1,1,0.0
5f985596be2ea910b23827ed,1,1,999.0
5f985596be2ea910b23827ed,1,1,0.0
5f985596be2ea910b23827ed,1,1,0.0
5f985596be2ea910b23827ed,1,1,0.0
5f985596be2ea910b23827ed,1,1,0.0
5f985596be2ea910b23827ed,1,1,0.0
5f985596be2ea910b23827ed,1,1,0.0
5f985596be2ea910b23827ed,1,-1,0.0
5f985596be2ea910b23827ed,1,1,0.0
5f985596be2ea910b23827ed,1,1,0.0
5f985596be2ea910b23827ed,1,1,0.0
5f985596be2ea910b23827ed,1,1,0.0
5f9873550513db147c9d2958,-1,-1,999.0
5f9873550513db147c9d2958,-1,-1,1.0
5f9873550513db147c9d2958,-1,-1,0.0
5f9873550513db147c9d2958,-1,-1,1.0
5f9873550513db147c9d2958,-1,-1,1.0
5f9873550513db147c9d2958,-1,-1,0.0
5f9873550513db147c9d2958,-1,-1,1.0
5f9873550513db147c9d2958,-1,-1,1.0
5f9873550513db147c9d2958,-1,-1,0.0
5f9873550513db147c9d2958,-1,1,0.0
5f9873550513db147c9d2958,-1,-1,0.0
5f9873550513db147c9d2958,-1,-1,0.0
5f9873550513db147c9d2958,0,-1,1.0
5f9873550513db147c9d2958,0,1,1.0
5f9873550513db147c9d2958,0,-1,0.0
5f9873550513db147c9d2958,0,1,1.0
5f9873550513db147c9d2958,0,-1,0.0
5f9873550513db147c9d2958,0,1,0.0
5f9873550513db147c9d2958,1,1,1.0
5f9873550513db147c9d2958,1,1,1.0
5f9873550513db147c9d2958,1,1,1.0
5f9873550513db147c9d2958,1,-1,0.0
5f9873550513db147c9d2958,1,1,1.0
5f9873550513db147c9d2958,1,1,1.0
5f9873550513db147c9d2958,1,1,0.0
5f9873550513db147c9d2958,1,1,1.0
5f9873550513db147c9d2958,1,1,1.0
5f9873550513db147c9d2958,1,1,0.0
5f9873550513db147c9d2958,1,1,0.0
5f9873550513db147c9d2958,1,1,0.0
5fd18d125e1f92195b1717bc,1,-1,999.0
5fd18d125e1f92195b1717bc,1,1,0.0
5fd18d125e1f92195b1717bc,1,1,1.0
5fd18d125e1f92195b1717bc,1,1,0.0
5fd18d125e1f92195b1717bc,1,1,1.0
5fd18d125e1f92195b1717bc,1,1,0.0
5fd18d125e1f92195b1717bc,-1,-1,1.0
5fd18d125e1f92195b1717bc,-1,-1,1.0
5fd18d125e1f92195b1717bc,-1,-1,0.0
5fd18d125e1f92195b1717bc,-1,-1,1.0
5fd18d125e1f92195b1717bc,-1,-1,0.0
5fd18d125e1f92195b1717bc,-1,-1,1.0
5fd18d125e1f92195b1717bc,1,1,1.0
5fd18d125e1f92195b1717bc,1,1,0.0
5fd18d125e1f92195b1717bc,1,1,0.0
5fd18d125e1f92195b1717bc,1,-1,0.0
5fd18d125e1f92195b1717bc,1,1,0.0
5fd18d125e1f92195b1717bc,1,1,0.0
5fd18d125e1f92195b1717bc,0,-1,1.0
5fd18d125e1f92195b1717bc,0,1,0.0
5fd18d125e1f92195b1717bc,0,-1,0.0
5fd18d125e1f92195b1717bc,0,1,0.0
5fd18d125e1f92195b1717bc,0,1,0.0
5fd18d125e1f92195b1717bc,0,1,0.0
5fd18d125e1f92195b1717bc,-1,1,0.0
5fd18d125e1f92195b1717bc,-1,-1,0.0
5fd18d125e1f92195b1717bc,-1,-1,0.0
5fd18d125e1f92195b1717bc,-1,-1,0.0
5fd18d125e1f92195b1717bc,-1,-1,0.0
5fd18d125e1f92195b1717bc,-1,-1,0.0
5ff27bb4ad8fba794c1b96fa,-1,-1,999.0
5ff27bb4ad8fba794c1b96fa,-1,-1,0.0
5ff27bb4ad8fba794c1b96fa,-1,-1,0.0
5ff27bb4ad8fba794c1b96fa,-1,1,0.0
5ff27bb4ad8fba794c1b96fa,-1,-1,0.0
5ff27bb4ad8fba794c1b96fa,-1,-1,0.0
5ff27bb4ad8fba794c1b96fa,1,-1,0.0
5ff27bb4ad8fba794c1b96fa,1,1,0.0
5ff27bb4ad8fba794c1b96fa,1,1,0.0
5ff27bb4ad8fba794c1b96fa,1,1,0.0
5ff27bb4ad8fba794c1b96fa,1,1,0.0
5ff27bb4ad8fba794c1b96fa,1,1,0.0
5ff27bb4ad8fba794c1b96fa,0,1,0.0
5ff27bb4ad8fba794c1b96fa,0,1,0.0
5ff27bb4ad8fba794c1b96fa,0,1,0.0
5ff27bb4ad8fba794c1b96fa,0,-1,0.0
5ff27bb4ad8fba794c1b96fa,0,-1,0.0
5ff27bb4ad8fba794c1b96fa,0,1,0.0
5ff27bb4ad8fba794c1b96fa,1,1,0.0
5ff27bb4ad8fba794c1b96fa,1,1,0.0
5ff27bb4ad8fba794c1b96fa,1,1,0.0
5ff27bb4ad8fba794c1b96fa,1,-1,0.0
5ff27bb4ad8fba794c1b96fa,1,1,0.0
5ff27bb4ad8fba794c1b96fa,1,1,0.0
5ff27bb4ad8fba794c1b96fa,-1,-1,0.0
5ff27bb4ad8fba794c1b96fa,-1,-1,0.0
5ff27bb4ad8fba794c1b96fa,-1,-1,0.0
5ff27bb4ad8fba794c1b96fa,-1,-1,0.0
5ff27bb4ad8fba794c1b96fa,-1,-1,0.0
5ff27bb4ad8fba794c1b96fa,-1,1,0.0
6056bcf1cee7a41435889255,-1,1,999.0
6056bcf1cee7a41435889255,-1,1,1.0
6056bcf1cee7a41435889255,-1,-1,1.0
6056bcf1cee7a41435889255,-1,-1,0.0
6056bcf1cee7a41435889255,-1,-1,0.0
6056bcf1cee7a41435889255,-1,-1,0.0
6056bcf1cee7a41435889255,1,1,0.0
6056bcf1cee7a41435889255,1,1,0.0
6056bcf1cee7a41435889255,1,1,0.0
6056bcf1cee7a41435889255,1,1,0.0
6056bcf1cee7a41435889255,1,1,0.0
6056bcf1cee7a41435889255,1,-1,0.0
6056bcf1cee7a41435889255,-1,-1,0.0
6056bcf1cee7a41435889255,-1,-1,0.0
6056bcf1cee7a41435889255,-1,-1,0.0
6056bcf1cee7a41435889255,-1,-1,0.0
6056bcf1cee7a41435889255,-1,-1,0.0
6056bcf1cee7a41435889255,-1,-1,0.0
6056bcf1cee7a41435889255,0,1,0.0
6056bcf1cee7a41435889255,0,-1,0.0
6056bcf1cee7a41435889255,0,1,0.0
6056bcf1cee7a41435889255,0,-1,0.0
6056bcf1cee7a41435889255,0,-1,0.0
6056bcf1cee7a41435889255,0,1,0.0
6056bcf1cee7a41435889255,1,1,0.0
6056bcf1cee7a41435889255,1,1,0.0
6056bcf1cee7a41435889255,1,1,0.0
6056bcf1cee7a41435889255,1,1,0.0
6056bcf1cee7a41435889255,1,1,0.0
6056bcf1cee7a41435889255,1,1,0.0
605b5b5feff0e95f2cd60834,-1,-1,999.0
605b5b5feff0e95f2cd60834,-1,-1,1.0
605b5b5feff0e95f2cd60834,-1,-1,1.0
605b5b5feff0e95f2cd60834,-1,-1,0.0
605b5b5feff0e95f2cd60834,-1,-1,1.0
605b5b5feff0e95f2cd60834,-1,1,1.0
605b5b5feff0e95f2cd60834,1,1,1.0
605b5b5feff0e95f2cd60834,1,1,1.0
605b5b5feff0e95f2cd60834,1,-1,1.0
605b5b5feff0e95f2cd60834,1,1,1.0
605b5b5feff0e95f2cd60834,1,-1,1.0
605b5b5feff0e95f2cd60834,1,1,1.0
605b5b5feff0e95f2cd60834,1,1,0.0
605b5b5feff0e95f2cd60834,1,1,0.0
605b5b5feff0e95f2cd60834,1,1,1.0
605b5b5feff0e95f2cd60834,1,1,0.0
605b5b5feff0e95f2cd60834,1,-1,0.0
605b5b5feff0e95f2cd60834,1,1,0.0
605b5b5feff0e95f2cd60834,-1,-1,0.0
605b5b5feff0e95f2cd60834,-1,-1,0.0
605b5b5feff0e95f2cd60834,-1,1,0.0
605b5b5feff0e95f2cd60834,-1,-1,0.0
605b5b5feff0e95f2cd60834,-1,-1,0.0
605b5b5feff0e95f2cd60834,-1,-1,0.0
605b5b5feff0e95f2cd60834,0,-1,0.0
605b5b5feff0e95f2cd60834,0,1,999.0
605b5b5feff0e95f2cd60834,0,1,0.0
605b5b5feff0e95f2cd60834,0,-1,0.0
605b5b5feff0e95f2cd60834,0,-1,0.0
605b5b5feff0e95f2cd60834,0,1,0.0
608209b96e955ba5201eff25,1,1,999.0
608209b96e955ba5201eff25,1,-1,1.0
608209b96e955ba5201eff25,1,1,1.0
608209b96e955ba5201eff25,1,1,1.0
608209b96e955ba5201eff25,1,1,1.0
608209b96e955ba5201eff25,1,1,1.0
608209b96e955ba5201eff25,-1,-1,1.0
608209b96e955ba5201eff25,-1,1,1.0
608209b96e955ba5201eff25,-1,-1,1.0
608209b96e955ba5201eff25,-1,-1,1.0
608209b96e955ba5201eff25,-1,-1,1.0
608209b96e955ba5201eff25,-1,1,1.0
608209b96e955ba5201eff25,0,1,1.0
608209b96e955ba5201eff25,0,-1,1.0
608209b96e955ba5201eff25,0,1,1.0
608209b96e955ba5201eff25,0,1,1.0
608209b96e955ba5201eff25,0,-1,1.0
608209b96e955ba5201eff25,0,1,1.0
608209b96e955ba5201eff25,1,1,1.0
608209b96e955ba5201eff25,1,1,1.0
608209b96e955ba5201eff25,1,-1,1.0
608209b96e955ba5201eff25,1,1,1.0
608209b96e955ba5201eff25,1,1,1.0
608209b96e955ba5201eff25,1,1,1.0
608209b96e955ba5201eff25,-1,-1,1.0
608209b96e955ba5201eff25,-1,-1,1.0
608209b96e955ba5201eff25,-1,-1,1.0
608209b96e955ba5201eff25,-1,-1,1.0
608209b96e955ba5201eff25,-1,-1,1.0
608209b96e955ba5201eff25,-1,-1,1.0
60bff9298f56d55c8ecd9adf,-1,-1,999.0
60bff9298f56d55c8ecd9adf,-1,-1,1.0
60bff9298f56d55c8ecd9adf,-1,-1,1.0
60bff9298f56d55c8ecd9adf,-1,-1,1.0
60bff9298f56d55c8ecd9adf,-1,-1,1.0
60bff9298f56d55c8ecd9adf,-1,1,0.0
60bff9298f56d55c8ecd9adf,1,1,1.0
60bff9298f56d55c8ecd9adf,1,1,0.0
60bff9298f56d55c8ecd9adf,1,1,0.0
60bff9298f56d55c8ecd9adf,1,-1,1.0
60bff9298f56d55c8ecd9adf,1,1,1.0
60bff9298f56d55c8ecd9adf,1,-1,1.0
60bff9298f56d55c8ecd9adf,-1,-1,1.0
60bff9298f56d55c8ecd9adf,-1,-1,1.0
60bff9298f56d55c8ecd9adf,-1,-1,0.0
60bff9298f56d55c8ecd9adf,-1,-1,0.0
60bff9298f56d55c8ecd9adf,-1,-1,1.0
60bff9298f56d55c8ecd9adf,-1,-1,0.0
60bff9298f56d55c8ecd9adf,1,-1,1.0
60bff9298f56d55c8ecd9adf,1,1,1.0
60bff9298f56d55c8ecd9adf,1,1,0.0
60bff9298f56d55c8ecd9adf,1,1,0.0
60bff9298f56d55c8ecd9adf,1,1,1.0
60bff9298f56d55c8ecd9adf,1,1,1.0
60bff9298f56d55c8ecd9adf,0,-1,1.0
60bff9298f56d55c8ecd9adf,0,-1,1.0
60bff9298f56d55c8ecd9adf,0,1,1.0
60bff9298f56d55c8ecd9adf,0,1,1.0
60bff9298f56d55c8ecd9adf,0,-1,1.0
60bff9298f56d55c8ecd9adf,0,1,1.0
60d2b326161a622cd363268a,0,1,999.0
60d2b326161a622cd363268a,0,-1,1.0
60d2b326161a622cd363268a,0,1,0.0
60d2b326161a622cd363268a,0,1,0.0
60d2b326161a622cd363268a,0,-1,1.0
60d2b326161a622cd363268a,0,1,0.0
60d2b326161a622cd363268a,1,-1,1.0
60d2b326161a622cd363268a,1,1,0.0
60d2b326161a622cd363268a,1,1,0.0
60d2b326161a622cd363268a,1,1,0.0
60d2b326161a622cd363268a,1,1,1.0
60d2b326161a622cd363268a,1,1,0.0
60d2b326161a622cd363268a,-1,-1,0.0
60d2b326161a622cd363268a,-1,-1,1.0
60d2b326161a622cd363268a,-1,-1,0.0
60d2b326161a622cd363268a,-1,-1,1.0
60d2b326161a622cd363268a,-1,1,0.0
60d2b326161a622cd363268a,-1,-1,0.0
60d2b326161a622cd363268a,1,-1,0.0
60d2b326161a622cd363268a,1,1,0.0
60d2b326161a622cd363268a,1,1,0.0
60d2b326161a622cd363268a,1,1,1.0
60d2b326161a622cd363268a,1,1,0.0
60d2b326161a622cd363268a,1,1,0.0
60d2b326161a622cd363268a,-1,-1,1.0
60d2b326161a622cd363268a,-1,-1,0.0
60d2b326161a622cd363268a,-1,-1,0.0
60d2b326161a622cd363268a,-1,-1,0.0
60d2b326161a622cd363268a,-1,-1,1.0
60d2b326161a622cd363268a,-1,-1,0.0
60dbf4d94a3b5564b68881e8,1,1,999.0
60dbf4d94a3b5564b68881e8,1,1,0.0
60dbf4d94a3b5564b68881e8,1,1,0.0
60dbf4d94a3b5564b68881e8,1,1,0.0
60dbf4d94a3b5564b68881e8,1,1,0.0
60dbf4d94a3b5564b68881e8,1,-1,0.0
60dbf4d94a3b5564b68881e8,1,1,0.0
60dbf4d94a3b5564b68881e8,1,-1,0.0
60dbf4d94a3b5564b68881e8,1,1,0.0
60dbf4d94a3b5564b68881e8,1,1,0.0
60dbf4d94a3b5564b68881e8,1,1,0.0
60dbf4d94a3b5564b68881e8,1,1,0.0
60dbf4d94a3b5564b68881e8,0,1,0.0
60dbf4d94a3b5564b68881e8,0,-1,0.0
60dbf4d94a3b5564b68881e8,0,-1,0.0
60dbf4d94a3b5564b68881e8,0,1,0.0
60dbf4d94a3b5564b68881e8,0,1,0.0
60dbf4d94a3b5564b68881e8,0,-1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60dbf4d94a3b5564b68881e8,-1,1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60dbf4d94a3b5564b68881e8,-1,-1,0.0
60ea57c074a703877f04330b,1,1,999.0
60ea57c074a703877f04330b,1,1,1.0
60ea57c074a703877f04330b,1,-1,1.0
60ea57c074a703877f04330b,1,-1,1.0
60ea57c074a703877f04330b,1,1,1.0
60ea57c074a703877f04330b,1,1,1.0
60ea57c074a703877f04330b,-1,-1,1.0
60ea57c074a703877f04330b,-1,-1,1.0
60ea57c074a703877f04330b,-1,-1,1.0
60ea57c074a703877f04330b,-1,-1,1.0
60ea57c074a703877f04330b,-1,1,1.0
60ea57c074a703877f04330b,-1,-1,1.0
60ea57c074a703877f04330b,-1,-1,1.0
60ea57c074a703877f04330b,-1,-1,1.0
60ea57c074a703877f04330b,-1,1,1.0
60ea57c074a703877f04330b,-1,-1,1.0
60ea57c074a703877f04330b,-1,-1,1.0
60ea57c074a703877f04330b,-1,-1,1.0
60ea57c074a703877f04330b,0,1,1.0
60ea57c074a703877f04330b,0,-1,0.0
60ea57c074a703877f04330b,0,1,0.0
60ea57c074a703877f04330b,0,-1,0.0
60ea57c074a703877f04330b,0,-1,1.0
60ea57c074a703877f04330b,0,1,1.0
60ea57c074a703877f04330b,1,1,0.0
60ea57c074a703877f04330b,1,1,0.0
60ea57c074a703877f04330b,1,1,0.0
60ea57c074a703877f04330b,1,1,0.0
60ea57c074a703877f04330b,1,1,0.0
60ea57c074a703877f04330b,1,1,0.0
60ef2700e476748689a999f7,1,1,1.0
60ef2700e476748689a999f7,1,1,1.0
60ef2700e476748689a999f7,1,1,1.0
60ef2700e476748689a999f7,1,1,1.0
60ef2700e476748689a999f7,1,1,1.0
60ef2700e476748689a999f7,1,1,1.0
60ef2700e476748689a999f7,0,1,1.0
60ef2700e476748689a999f7,0,-1,1.0
60ef2700e476748689a999f7,0,1,1.0
60ef2700e476748689a999f7,0,-1,1.0
60ef2700e476748689a999f7,0,1,1.0
60ef2700e476748689a999f7,0,1,1.0
60ef2700e476748689a999f7,-1,-1,1.0
60ef2700e476748689a999f7,-1,-1,1.0
60ef2700e476748689a999f7,-1,1,1.0
60ef2700e476748689a999f7,-1,-1,1.0
60ef2700e476748689a999f7,-1,-1,1.0
60ef2700e476748689a999f7,-1,-1,1.0
60ef2700e476748689a999f7,-1,-1,1.0
60ef2700e476748689a999f7,-1,-1,1.0
60ef2700e476748689a999f7,-1,-1,1.0
60ef2700e476748689a999f7,-1,-1,999.0
60ef2700e476748689a999f7,-1,1,999.0
60ef2700e476748689a999f7,-1,1,0.0
60ef2700e476748689a999f7,1,1,1.0
60ef2700e476748689a999f7,1,1,999.0
60ef2700e476748689a999f7,1,-1,1.0
60ef2700e476748689a999f7,1,1,1.0
60ef2700e476748689a999f7,1,1,1.0
60ef2700e476748689a999f7,1,1,1.0
60f4e3ab507bbb123f866e88,1,1,999.0
60f4e3ab507bbb123f866e88,1,-1,1.0
60f4e3ab507bbb123f866e88,1,1,0.0
60f4e3ab507bbb123f866e88,1,1,1.0
60f4e3ab507bbb123f866e88,1,1,0.0
60f4e3ab507bbb123f866e88,1,1,0.0
60f4e3ab507bbb123f866e88,-1,-1,0.0
60f4e3ab507bbb123f866e88,-1,1,0.0
60f4e3ab507bbb123f866e88,-1,-1,0.0
60f4e3ab507bbb123f866e88,-1,1,0.0
60f4e3ab507bbb123f866e88,-1,-1,0.0
60f4e3ab507bbb123f866e88,-1,-1,0.0
60f4e3ab507bbb123f866e88,0,-1,0.0
60f4e3ab507bbb123f866e88,0,-1,0.0
60f4e3ab507bbb123f866e88,0,1,0.0
60f4e3ab507bbb123f866e88,0,-1,0.0
60f4e3ab507bbb123f866e88,0,1,0.0
60f4e3ab507bbb123f866e88,0,-1,0.0
60f4e3ab507bbb123f866e88,1,1,0.0
60f4e3ab507bbb123f866e88,1,-1,0.0
60f4e3ab507bbb123f866e88,1,1,0.0
60f4e3ab507bbb123f866e88,1,1,0.0
60f4e3ab507bbb123f866e88,1,1,0.0
60f4e3ab507bbb123f866e88,1,1,0.0
60f4e3ab507bbb123f866e88,-1,1,0.0
60f4e3ab507bbb123f866e88,-1,-1,0.0
60f4e3ab507bbb123f866e88,-1,-1,0.0
60f4e3ab507bbb123f866e88,-1,-1,0.0
60f4e3ab507bbb123f866e88,-1,-1,0.0
60f4e3ab507bbb123f866e88,-1,-1,0.0
60fcebba7345a976efc9c080,-1,-1,999.0
60fcebba7345a976efc9c080,-1,-1,1.0
60fcebba7345a976efc9c080,-1,-1,0.0
60fcebba7345a976efc9c080,-1,1,0.0
60fcebba7345a976efc9c080,-1,-1,1.0
60fcebba7345a976efc9c080,-1,-1,0.0
60fcebba7345a976efc9c080,1,1,0.0
60fcebba7345a976efc9c080,1,-1,0.0
60fcebba7345a976efc9c080,1,1,1.0
60fcebba7345a976efc9c080,1,1,0.0
60fcebba7345a976efc9c080,1,1,1.0
60fcebba7345a976efc9c080,1,1,0.0
60fcebba7345a976efc9c080,-1,1,1.0
60fcebba7345a976efc9c080,-1,-1,0.0
60fcebba7345a976efc9c080,-1,-1,0.0
60fcebba7345a976efc9c080,-1,-1,0.0
60fcebba7345a976efc9c080,-1,-1,0.0
60fcebba7345a976efc9c080,-1,-1,0.0
60fcebba7345a976efc9c080,0,-1,0.0
60fcebba7345a976efc9c080,0,-1,1.0
60fcebba7345a976efc9c080,0,1,0.0
60fcebba7345a976efc9c080,0,1,0.0
60fcebba7345a976efc9c080,0,-1,0.0
60fcebba7345a976efc9c080,0,-1,0.0
60fcebba7345a976efc9c080,1,1,0.0
60fcebba7345a976efc9c080,1,1,0.0
60fcebba7345a976efc9c080,1,1,0.0
60fcebba7345a976efc9c080,1,-1,0.0
60fcebba7345a976efc9c080,1,1,0.0
60fcebba7345a976efc9c080,1,1,999.0
60fd56db5fe37ebeca00bc83,0,-1,999.0
60fd56db5fe37ebeca00bc83,0,-1,1.0
60fd56db5fe37ebeca00bc83,0,-1,1.0
60fd56db5fe37ebeca00bc83,0,-1,1.0
60fd56db5fe37ebeca00bc83,0,1,1.0
60fd56db5fe37ebeca00bc83,0,1,1.0
60fd56db5fe37ebeca00bc83,-1,-1,1.0
60fd56db5fe37ebeca00bc83,-1,1,1.0
60fd56db5fe37ebeca00bc83,-1,-1,1.0
60fd56db5fe37ebeca00bc83,-1,-1,1.0
60fd56db5fe37ebeca00bc83,-1,-1,1.0
60fd56db5fe37ebeca00bc83,-1,1,1.0
60fd56db5fe37ebeca00bc83,1,-1,1.0
60fd56db5fe37ebeca00bc83,1,1,1.0
60fd56db5fe37ebeca00bc83,1,1,1.0
60fd56db5fe37ebeca00bc83,1,1,1.0
60fd56db5fe37ebeca00bc83,1,1,1.0
60fd56db5fe37ebeca00bc83,1,1,1.0
60fd56db5fe37ebeca00bc83,1,1,1.0
60fd56db5fe37ebeca00bc83,1,-1,0.0
60fd56db5fe37ebeca00bc83,1,1,1.0
60fd56db5fe37ebeca00bc83,1,1,1.0
60fd56db5fe37ebeca00bc83,1,1,1.0
60fd56db5fe37ebeca00bc83,1,1,1.0
60fd56db5fe37ebeca00bc83,-1,-1,1.0
60fd56db5fe37ebeca00bc83,-1,-1,1.0
60fd56db5fe37ebeca00bc83,-1,-1,1.0
60fd56db5fe37ebeca00bc83,-1,-1,1.0
60fd56db5fe37ebeca00bc83,-1,1,1.0
60fd56db5fe37ebeca00bc83,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,999.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,1,1.0
60fd5a99c4e4ead0c9a6fff4,-1,-1,1.0
60fd5a99c4e4ead0c9a6fff4,0,1,1.0
60fd5a99c4e4ead0c9a6fff4,0,-1,1.0
60fd5a99c4e4ead0c9a6fff4,0,-1,1.0
60fd5a99c4e4ead0c9a6fff4,0,-1,1.0
60fd5a99c4e4ead0c9a6fff4,0,1,1.0
60fd5a99c4e4ead0c9a6fff4,0,1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd5a99c4e4ead0c9a6fff4,1,1,1.0
60fd80b85dd6b22f66d16822,1,1,999.0
60fd80b85dd6b22f66d16822,1,1,0.0
60fd80b85dd6b22f66d16822,1,-1,1.0
60fd80b85dd6b22f66d16822,1,1,0.0
60fd80b85dd6b22f66d16822,1,1,0.0
60fd80b85dd6b22f66d16822,1,1,0.0
60fd80b85dd6b22f66d16822,1,1,0.0
60fd80b85dd6b22f66d16822,1,1,0.0
60fd80b85dd6b22f66d16822,1,1,0.0
60fd80b85dd6b22f66d16822,1,1,0.0
60fd80b85dd6b22f66d16822,1,1,0.0
60fd80b85dd6b22f66d16822,1,-1,0.0
60fd80b85dd6b22f66d16822,0,1,0.0
60fd80b85dd6b22f66d16822,0,1,0.0
60fd80b85dd6b22f66d16822,0,-1,0.0
60fd80b85dd6b22f66d16822,0,-1,0.0
60fd80b85dd6b22f66d16822,0,-1,0.0
60fd80b85dd6b22f66d16822,0,1,0.0
60fd80b85dd6b22f66d16822,-1,1,1.0
60fd80b85dd6b22f66d16822,-1,-1,0.0
60fd80b85dd6b22f66d16822,-1,-1,0.0
60fd80b85dd6b22f66d16822,-1,-1,0.0
60fd80b85dd6b22f66d16822,-1,-1,0.0
60fd80b85dd6b22f66d16822,-1,-1,0.0
60fd80b85dd6b22f66d16822,-1,-1,0.0
60fd80b85dd6b22f66d16822,-1,-1,999.0
60fd80b85dd6b22f66d16822,-1,-1,0.0
60fd80b85dd6b22f66d16822,-1,-1,0.0
60fd80b85dd6b22f66d16822,-1,-1,0.0
60fd80b85dd6b22f66d16822,-1,-1,0.0
60fd89617258b322c92fdd03,0,-1,0.0
60fd89617258b322c92fdd03,0,1,1.0
60fd89617258b322c92fdd03,0,-1,1.0
60fd89617258b322c92fdd03,0,1,1.0
60fd89617258b322c92fdd03,0,-1,1.0
60fd89617258b322c92fdd03,0,1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,-1,1.0
60fd89617258b322c92fdd03,-1,1,1.0
60fd89617258b322c92fdd03,1,1,1.0
60fd89617258b322c92fdd03,1,1,1.0
60fd89617258b322c92fdd03,1,-1,1.0
60fd89617258b322c92fdd03,1,1,1.0
60fd89617258b322c92fdd03,1,1,1.0
60fd89617258b322c92fdd03,1,1,1.0
60fd89617258b322c92fdd03,1,1,1.0
60fd89617258b322c92fdd03,1,1,1.0
