Prolific_id,choiceresponse,condition,salience,stress,choice_keysrt
5eef06510b94ad404d017b86,0,1,1,4,1.661
5eef06510b94ad404d017b86,1,1,1,4,1.478
5eef06510b94ad404d017b86,1,1,1,4,1.741
5eef06510b94ad404d017b86,1,1,1,4,1.757
5eef06510b94ad404d017b86,0,1,1,4,2.001
5eef06510b94ad404d017b86,,1,2,6,
5eef06510b94ad404d017b86,0,1,2,6,2.242
5eef06510b94ad404d017b86,0,1,2,6,1.996
5eef06510b94ad404d017b86,0,1,2,6,1.491
5eef06510b94ad404d017b86,1,1,2,6,2.244
5eef06510b94ad404d017b86,0,1,2,6,1.809
5a4636092f91e00001d0ba07,,1,2,6,
5a4636092f91e00001d0ba07,0,1,2,6,1.4358
5a4636092f91e00001d0ba07,1,1,2,6,1.7838
5a4636092f91e00001d0ba07,0,1,2,6,0.9998
5a4636092f91e00001d0ba07,0,1,2,6,0.9745
5a4636092f91e00001d0ba07,0,1,2,6,0.9504
5a4636092f91e00001d0ba07,0,0,3,6,0.7285
5a4636092f91e00001d0ba07,0,0,3,6,0.6978
5a4636092f91e00001d0ba07,0,0,3,6,1.1949
5a4636092f91e00001d0ba07,0,0,3,6,0.8819
5a4636092f91e00001d0ba07,0,0,3,6,1.569
5a4636092f91e00001d0ba07,0,0,3,6,0.6741
5a4636092f91e00001d0ba07,0,1,1,5,1.3785
5a4636092f91e00001d0ba07,0,1,1,5,1.002
5a4636092f91e00001d0ba07,0,1,1,5,0.7689
5a4636092f91e00001d0ba07,0,1,1,5,0.7144
5a4636092f91e00001d0ba07,0,1,1,5,1.5179
5a4636092f91e00001d0ba07,0,1,1,5,1.5597
5a4636092f91e00001d0ba07,0,2,3,5,0.7287
5a4636092f91e00001d0ba07,0,2,3,5,0.9863
5a4636092f91e00001d0ba07,0,2,3,5,2.3625
5a4636092f91e00001d0ba07,0,2,3,5,3.3536
5a4636092f91e00001d0ba07,0,2,3,5,1.2666
5a4636092f91e00001d0ba07,0,2,3,5,0.8312
5a4636092f91e00001d0ba07,0,2,3,5,1.6454
5a4636092f91e00001d0ba07,0,2,3,5,0.7643
5a4636092f91e00001d0ba07,0,2,3,5,0.8276
5a4636092f91e00001d0ba07,0,2,3,5,2.0677
5a4636092f91e00001d0ba07,0,2,3,5,0.6612
5a4636092f91e00001d0ba07,0,2,3,5,3.4156
5ff27bb4ad8fba79401b96fa,,2,3,5,
5ff27bb4ad8fba79401b96fa,0,2,3,5,1.3622
5ff27bb4ad8fba79401b96fa,0,2,3,5,1.1754
5ff27bb4ad8fba79401b96fa,0,2,3,5,1.3392
5ff27bb4ad8fba79401b96fa,0,2,3,5,2.0903
5ff27bb4ad8fba79401b96fa,0,2,3,5,1.2937
5ff27bb4ad8fba79401b96fa,0,1,1,7,1.3053
5ff27bb4ad8fba79401b96fa,0,1,1,7,1.1947
5ff27bb4ad8fba79401b96fa,0,1,1,7,1.3938
5ff27bb4ad8fba79401b96fa,0,1,1,7,1.5392
5ff27bb4ad8fba79401b96fa,0,1,1,7,1.3279
5ff27bb4ad8fba79401b96fa,0,1,1,7,1.5453
5ff27bb4ad8fba79401b96fa,0,0,2,7,1.3957
5ff27bb4ad8fba79401b96fa,0,0,2,7,1.4795
5ff27bb4ad8fba79401b96fa,0,0,2,7,1.3757
5ff27bb4ad8fba79401b96fa,0,0,2,7,0.9632
5ff27bb4ad8fba79401b96fa,0,0,2,7,0.7125
5ff27bb4ad8fba79401b96fa,0,0,2,7,1.3099
5ff27bb4ad8fba79401b96fa,0,1,2,7,0.9827
5ff27bb4ad8fba79401b96fa,0,1,2,7,0.7371
5ff27bb4ad8fba79401b96fa,0,1,2,7,0.8299
5ff27bb4ad8fba79401b96fa,0,1,2,7,0.8288
5ff27bb4ad8fba79401b96fa,0,1,2,7,0.8592
5ff27bb4ad8fba79401b96fa,0,1,2,7,0.8817
5ff27bb4ad8fba79401b96fa,0,2,2,7,0.9207
5ff27bb4ad8fba79401b96fa,0,2,2,7,0.7952
5ff27bb4ad8fba79401b96fa,0,2,2,7,0.6294
5ff27bb4ad8fba79401b96fa,0,2,2,7,0.8031
5ff27bb4ad8fba79401b96fa,0,2,2,7,0.656
5ff27bb4ad8fba79401b96fa,0,2,2,7,0.9605
5e075df0d799ae1011a81150,,1,2,4,
5e075df0d799ae1011a81150,1,1,2,4,2.1176
5e075df0d799ae1011a81150,1,1,2,4,1.7786
5e075df0d799ae1011a81150,0,1,2,4,1.4722
5e075df0d799ae1011a81150,0,1,2,4,1.5403
5e075df0d799ae1011a81150,0,1,2,4,1.4162
5e075df0d799ae1011a81150,0,2,2,3,1.7351
5e075df0d799ae1011a81150,0,2,2,3,1.7392
5e075df0d799ae1011a81150,0,2,2,3,1.9641
5e075df0d799ae1011a81150,0,2,2,3,1.638
5e075df0d799ae1011a81150,0,2,2,3,1.3598
5e075df0d799ae1011a81150,0,2,2,3,1.7583
5e075df0d799ae1011a81150,0,0,1,5,1.7357
5e075df0d799ae1011a81150,0,0,1,5,2.0774
5e075df0d799ae1011a81150,0,0,1,5,1.9414
5e075df0d799ae1011a81150,0,0,1,5,2.1695
5e075df0d799ae1011a81150,0,0,1,5,3.1781
5e075df0d799ae1011a81150,0,0,1,5,1.4903
5e075df0d799ae1011a81150,0,1,2,5,1.2693
5e075df0d799ae1011a81150,0,1,2,5,1.2432
5e075df0d799ae1011a81150,0,1,2,5,1.6959
5e075df0d799ae1011a81150,0,1,2,5,1.8898
5e075df0d799ae1011a81150,0,1,2,5,1.6218
5e075df0d799ae1011a81150,0,1,2,5,2.1533
5e075df0d799ae1011a81150,0,2,5,3,2.4087
5e075df0d799ae1011a81150,0,2,5,3,1.5239
5e075df0d799ae1011a81150,0,2,5,3,1.284
5e075df0d799ae1011a81150,0,2,5,3,1.4767
5e075df0d799ae1011a81150,0,2,5,3,1.7564
5e075df0d799ae1011a81150,0,2,5,3,1.7642
61338374e0ef87bfdfd107bb,0,0,3,6,3.2491
61338374e0ef87bfdfd107bb,0,0,3,6,1.6135
61338374e0ef87bfdfd107bb,0,0,3,6,1.5075
61338374e0ef87bfdfd107bb,0,0,3,6,1.4194
61338374e0ef87bfdfd107bb,0,0,3,6,1.1412
61338374e0ef87bfdfd107bb,0,0,3,6,1.6916
61338374e0ef87bfdfd107bb,0,1,3,6,2.417
61338374e0ef87bfdfd107bb,0,1,3,6,2.9697
61338374e0ef87bfdfd107bb,0,1,3,6,2.273
61338374e0ef87bfdfd107bb,0,1,3,6,1.9861
61338374e0ef87bfdfd107bb,0,1,3,6,1.5979
61338374e0ef87bfdfd107bb,0,1,3,6,1.7212
61338374e0ef87bfdfd107bb,0,2,3,7,3.3692
61338374e0ef87bfdfd107bb,0,2,3,7,1.29
61338374e0ef87bfdfd107bb,0,2,3,7,2.2223
61338374e0ef87bfdfd107bb,0,2,3,7,3.1673
61338374e0ef87bfdfd107bb,0,2,3,7,2.0478
61338374e0ef87bfdfd107bb,0,2,3,7,1.6794
61338374e0ef87bfdfd107bb,,2,2,8,
61338374e0ef87bfdfd107bb,0,2,2,8,2.9994
61338374e0ef87bfdfd107bb,0,2,2,8,3.877
61338374e0ef87bfdfd107bb,0,2,2,8,2.0943
61338374e0ef87bfdfd107bb,,2,2,8,
61338374e0ef87bfdfd107bb,,2,2,8,
61338374e0ef87bfdfd107bb,,1,2,7,
61338374e0ef87bfdfd107bb,,1,2,7,
61338374e0ef87bfdfd107bb,0,1,2,7,3.1999
61338374e0ef87bfdfd107bb,,1,2,7,
61338374e0ef87bfdfd107bb,0,1,2,7,1.691
61338374e0ef87bfdfd107bb,0,1,2,7,1.7322
610024bfd6e1038ba3b1601d,,1,1,2,
610024bfd6e1038ba3b1601d,1,1,1,2,3.1423
610024bfd6e1038ba3b1601d,1,1,1,2,1.3531
610024bfd6e1038ba3b1601d,1,1,1,2,1.0303
610024bfd6e1038ba3b1601d,1,1,1,2,0.9437
610024bfd6e1038ba3b1601d,1,1,1,2,1.8975
610024bfd6e1038ba3b1601d,1,2,4,2,1.6781
610024bfd6e1038ba3b1601d,1,2,4,2,1.6324
610024bfd6e1038ba3b1601d,1,2,4,2,1.499
610024bfd6e1038ba3b1601d,1,2,4,2,1.6328
610024bfd6e1038ba3b1601d,1,2,4,2,1.514
610024bfd6e1038ba3b1601d,1,2,4,2,1.368
610024bfd6e1038ba3b1601d,1,2,4,1,1.4422
610024bfd6e1038ba3b1601d,1,2,4,1,1.5713
610024bfd6e1038ba3b1601d,1,2,4,1,1.3337
610024bfd6e1038ba3b1601d,1,2,4,1,1.7165
610024bfd6e1038ba3b1601d,1,2,4,1,1.7364
610024bfd6e1038ba3b1601d,1,2,4,1,2.7167
610024bfd6e1038ba3b1601d,1,0,3,2,1.6552
610024bfd6e1038ba3b1601d,1,0,3,2,2.0346
610024bfd6e1038ba3b1601d,1,0,3,2,1.65
610024bfd6e1038ba3b1601d,1,0,3,2,1.8296
610024bfd6e1038ba3b1601d,1,0,3,2,1.6073
610024bfd6e1038ba3b1601d,1,0,3,2,1.739
610024bfd6e1038ba3b1601d,1,1,1,1,1.6425
610024bfd6e1038ba3b1601d,1,1,1,1,1.901
610024bfd6e1038ba3b1601d,1,1,1,1,1.9371
610024bfd6e1038ba3b1601d,1,1,1,1,1.3283
610024bfd6e1038ba3b1601d,1,1,1,1,1.3938
610024bfd6e1038ba3b1601d,1,1,1,1,1.5249
5dee8ee31255595293a9906b,,0,2,2,
5dee8ee31255595293a9906b,1,0,2,2,0.962
5dee8ee31255595293a9906b,0,0,2,2,1.3533
5dee8ee31255595293a9906b,0,0,2,2,0.8204
5dee8ee31255595293a9906b,0,0,2,2,1.4113
5dee8ee31255595293a9906b,0,0,2,2,0.8871
5dee8ee31255595293a9906b,0,2,3,2,1.3785
5dee8ee31255595293a9906b,0,2,3,2,0.7133
5dee8ee31255595293a9906b,0,2,3,2,0.7238
5dee8ee31255595293a9906b,0,2,3,2,2.1943
5dee8ee31255595293a9906b,0,2,3,2,0.7613
5dee8ee31255595293a9906b,0,2,3,2,0.6948
5dee8ee31255595293a9906b,0,1,1,2,2.1677
5dee8ee31255595293a9906b,0,1,1,2,2.0456
5dee8ee31255595293a9906b,0,1,1,2,1.3003
5dee8ee31255595293a9906b,0,1,1,2,0.8689
5dee8ee31255595293a9906b,0,1,1,2,1.4777
5dee8ee31255595293a9906b,0,1,1,2,0.732
5dee8ee31255595293a9906b,0,1,2,2,1.3266
5dee8ee31255595293a9906b,0,1,2,2,1.3571
5dee8ee31255595293a9906b,0,1,2,2,1.601
5dee8ee31255595293a9906b,,1,2,2,
5dee8ee31255595293a9906b,0,1,2,2,1.1721
5dee8ee31255595293a9906b,0,1,2,2,0.7908
5dee8ee31255595293a9906b,0,2,3,2,0.654
5dee8ee31255595293a9906b,0,2,3,2,0.988
5dee8ee31255595293a9906b,0,2,3,2,0.7818
5dee8ee31255595293a9906b,0,2,3,2,0.8576
5dee8ee31255595293a9906b,0,2,3,2,1.0825
5dee8ee31255595293a9906b,0,2,3,2,0.5558
60bff9298f56d5508e0d9adf,,2,3,2,
60bff9298f56d5508e0d9adf,0,2,3,2,1.8411
60bff9298f56d5508e0d9adf,0,2,3,2,1.6263
60bff9298f56d5508e0d9adf,0,2,3,2,1.4782
60bff9298f56d5508e0d9adf,0,2,3,2,1.5378
60bff9298f56d5508e0d9adf,0,2,3,2,1.2894
60bff9298f56d5508e0d9adf,1,1,1,2,1.7765
60bff9298f56d5508e0d9adf,0,1,1,2,1.6936
60bff9298f56d5508e0d9adf,0,1,1,2,1.7953
60bff9298f56d5508e0d9adf,1,1,1,2,1.8497
60bff9298f56d5508e0d9adf,1,1,1,2,1.661
60bff9298f56d5508e0d9adf,1,1,1,2,1.7056
60bff9298f56d5508e0d9adf,1,2,3,3,1.4177
60bff9298f56d5508e0d9adf,1,2,3,3,1.3771
60bff9298f56d5508e0d9adf,0,2,3,3,1.8447
60bff9298f56d5508e0d9adf,0,2,3,3,1.8597
60bff9298f56d5508e0d9adf,1,2,3,3,1.6164
60bff9298f56d5508e0d9adf,0,2,3,3,1.9471
60bff9298f56d5508e0d9adf,1,1,2,3,1.5649
60bff9298f56d5508e0d9adf,1,1,2,3,1.4488
60bff9298f56d5508e0d9adf,0,1,2,3,1.5976
60bff9298f56d5508e0d9adf,0,1,2,3,1.347
60bff9298f56d5508e0d9adf,1,1,2,3,1.4593
60bff9298f56d5508e0d9adf,1,1,2,3,1.4824
60bff9298f56d5508e0d9adf,1,0,1,3,1.4953
60bff9298f56d5508e0d9adf,1,0,1,3,1.3369
60bff9298f56d5508e0d9adf,1,0,1,3,1.314
60bff9298f56d5508e0d9adf,1,0,1,3,1.8393
60bff9298f56d5508e0d9adf,1,0,1,3,1.8856
60bff9298f56d5508e0d9adf,1,0,1,3,1.3579
6111234a080fa49e38a0bfb4,,1,1,2,
6111234a080fa49e38a0bfb4,0,1,1,2,1.7134
6111234a080fa49e38a0bfb4,1,1,1,2,1.5637
6111234a080fa49e38a0bfb4,0,1,1,2,0.8732
6111234a080fa49e38a0bfb4,0,1,1,2,1.1147
6111234a080fa49e38a0bfb4,0,1,1,2,0.9543
6111234a080fa49e38a0bfb4,0,2,4,1,0.9309
6111234a080fa49e38a0bfb4,0,2,4,1,0.9965
6111234a080fa49e38a0bfb4,0,2,4,1,1.1885
6111234a080fa49e38a0bfb4,0,2,4,1,1.4863
6111234a080fa49e38a0bfb4,0,2,4,1,1.163
6111234a080fa49e38a0bfb4,0,2,4,1,1.3386
6111234a080fa49e38a0bfb4,0,0,3,1,1.2618
6111234a080fa49e38a0bfb4,0,0,3,1,0.9121
6111234a080fa49e38a0bfb4,0,0,3,1,0.9879
6111234a080fa49e38a0bfb4,0,0,3,1,1.2076
6111234a080fa49e38a0bfb4,0,0,3,1,1.2132
6111234a080fa49e38a0bfb4,0,0,3,1,1.0039
6111234a080fa49e38a0bfb4,0,1,2,2,1.3257
6111234a080fa49e38a0bfb4,0,1,2,2,1.2622
6111234a080fa49e38a0bfb4,0,1,2,2,1.057
6111234a080fa49e38a0bfb4,0,1,2,2,1.0186
6111234a080fa49e38a0bfb4,0,1,2,2,1.1977
6111234a080fa49e38a0bfb4,0,1,2,2,0.957
6111234a080fa49e38a0bfb4,0,2,1,1,1.0973
6111234a080fa49e38a0bfb4,0,2,1,1,1.2392
6111234a080fa49e38a0bfb4,0,2,1,1,1.293
6111234a080fa49e38a0bfb4,0,2,1,1,0.841
6111234a080fa49e38a0bfb4,0,2,1,1,2.018
6111234a080fa49e38a0bfb4,0,2,1,1,1.1208
5f16f559325a640008bb9a07,,1,1,1,
5f16f559325a640008bb9a07,1,1,1,1,1.0155
5f16f559325a640008bb9a07,1,1,1,1,1.0101
5f16f559325a640008bb9a07,1,1,1,1,0.885
5f16f559325a640008bb9a07,1,1,1,1,0.5927
5f16f559325a640008bb9a07,1,1,1,1,0.6667
5f16f559325a640008bb9a07,1,2,3,1,0.7182
5f16f559325a640008bb9a07,1,2,3,1,0.6334
5f16f559325a640008bb9a07,1,2,3,1,0.7314
5f16f559325a640008bb9a07,1,2,3,1,0.6114
5f16f559325a640008bb9a07,1,2,3,1,0.648
5f16f559325a640008bb9a07,1,2,3,1,0.6676
5f16f559325a640008bb9a07,1,2,4,1,0.7003
5f16f559325a640008bb9a07,1,2,4,1,0.5986
5f16f559325a640008bb9a07,1,2,4,1,0.8176
5f16f559325a640008bb9a07,1,2,4,1,0.5093
5f16f559325a640008bb9a07,1,2,4,1,0.6178
5f16f559325a640008bb9a07,1,2,4,1,1.0604
5f16f559325a640008bb9a07,1,1,2,1,1.3334
5f16f559325a640008bb9a07,1,1,2,1,1.2506
5f16f559325a640008bb9a07,1,1,2,1,1.5024
5f16f559325a640008bb9a07,1,1,2,1,1.3387
5f16f559325a640008bb9a07,1,1,2,1,1.4559
5f16f559325a640008bb9a07,1,1,2,1,1.3732
5f16f559325a640008bb9a07,1,0,2,1,1.6834
5f16f559325a640008bb9a07,1,0,2,1,1.0838
5f16f559325a640008bb9a07,1,0,2,1,1.0267
5f16f559325a640008bb9a07,1,0,2,1,1.3703
5f16f559325a640008bb9a07,1,0,2,1,1.2612
5f16f559325a640008bb9a07,1,0,2,1,1.2317
60f0ebba7345a976ef090080,,2,3,5,
60f0ebba7345a976ef090080,1,2,3,5,2.1757
60f0ebba7345a976ef090080,0,2,3,5,1.646
60f0ebba7345a976ef090080,0,2,3,5,1.6478
60f0ebba7345a976ef090080,1,2,3,5,2.1995
60f0ebba7345a976ef090080,0,2,3,5,1.4406
60f0ebba7345a976ef090080,0,1,1,5,1.4103
60f0ebba7345a976ef090080,0,1,1,5,1.1962
60f0ebba7345a976ef090080,1,1,1,5,1.7726
60f0ebba7345a976ef090080,0,1,1,5,1.7002
60f0ebba7345a976ef090080,1,1,1,5,2.1588
60f0ebba7345a976ef090080,0,1,1,5,1.2452
60f0ebba7345a976ef090080,1,2,2,5,1.0785
60f0ebba7345a976ef090080,0,2,2,5,1.6776
60f0ebba7345a976ef090080,0,2,2,5,1.1707
60f0ebba7345a976ef090080,0,2,2,5,1.1806
60f0ebba7345a976ef090080,0,2,2,5,1.1431
60f0ebba7345a976ef090080,0,2,2,5,1.3757
60f0ebba7345a976ef090080,0,0,2,5,1.6805
60f0ebba7345a976ef090080,1,0,2,5,1.4764
60f0ebba7345a976ef090080,0,0,2,5,1.7103
60f0ebba7345a976ef090080,0,0,2,5,2.8116
60f0ebba7345a976ef090080,0,0,2,5,1.8091
60f0ebba7345a976ef090080,0,0,2,5,2.1018
60f0ebba7345a976ef090080,0,1,3,6,2.5923
60f0ebba7345a976ef090080,0,1,3,6,3.2551
60f0ebba7345a976ef090080,0,1,3,6,3.3118
60f0ebba7345a976ef090080,0,1,3,6,1.2456
60f0ebba7345a976ef090080,0,1,3,6,3.8015
60f0ebba7345a976ef090080,,1,3,6,
5adef850eb60400001539109,,2,3,6,
5adef850eb60400001539109,,2,3,6,
5adef850eb60400001539109,1,2,3,6,1.0452
5adef850eb60400001539109,1,2,3,6,2.0938
5adef850eb60400001539109,1,2,3,6,1.2024
5adef850eb60400001539109,1,2,3,6,1.4328
5adef850eb60400001539109,1,0,3,4,2.1506
5adef850eb60400001539109,1,0,3,4,2.5315
5adef850eb60400001539109,1,0,3,4,1.5206
5adef850eb60400001539109,1,0,3,4,1.5537
5adef850eb60400001539109,1,0,3,4,1.5414
5adef850eb60400001539109,1,0,3,4,1.3475
5adef850eb60400001539109,1,2,3,3,3.0733
5adef850eb60400001539109,1,2,3,3,1.6736
5adef850eb60400001539109,1,2,3,3,1.7639
5adef850eb60400001539109,1,2,3,3,0.8439
5adef850eb60400001539109,1,2,3,3,0.9306
5adef850eb60400001539109,1,2,3,3,0.8327
5adef850eb60400001539109,1,1,3,2,0.8935
5adef850eb60400001539109,1,1,3,2,0.8373
5adef850eb60400001539109,1,1,3,2,1.3691
5adef850eb60400001539109,1,1,3,2,0.9985
5adef850eb60400001539109,1,1,3,2,1.903
5adef850eb60400001539109,1,1,3,2,1.9162
5adef850eb60400001539109,1,1,3,2,1.905
5adef850eb60400001539109,,1,3,2,
5adef850eb60400001539109,1,1,3,2,1.4738
5adef850eb60400001539109,1,1,3,2,0.8198
5adef850eb60400001539109,1,1,3,2,1.867
5adef850eb60400001539109,1,1,3,2,2.1534
63d1b0363f9bd5a6062dfb10,,0,2,6,
63d1b0363f9bd5a6062dfb10,1,0,2,6,1.5893
63d1b0363f9bd5a6062dfb10,1,0,2,6,3.096
63d1b0363f9bd5a6062dfb10,,0,2,6,
63d1b0363f9bd5a6062dfb10,0,0,2,6,3.3341
63d1b0363f9bd5a6062dfb10,0,0,2,6,3.2542
63d1b0363f9bd5a6062dfb10,0,2,5,1,1.8054
63d1b0363f9bd5a6062dfb10,1,2,5,1,2.8804
63d1b0363f9bd5a6062dfb10,1,2,5,1,1.9226
63d1b0363f9bd5a6062dfb10,1,2,5,1,1.0164
63d1b0363f9bd5a6062dfb10,1,2,5,1,1.1098
63d1b0363f9bd5a6062dfb10,1,2,5,1,0.9451
63d1b0363f9bd5a6062dfb10,1,1,2,7,1.3575
63d1b0363f9bd5a6062dfb10,1,1,2,7,3.0133
63d1b0363f9bd5a6062dfb10,1,1,2,7,1.1298
63d1b0363f9bd5a6062dfb10,1,1,2,7,0.8363
63d1b0363f9bd5a6062dfb10,1,1,2,7,3.4962
63d1b0363f9bd5a6062dfb10,1,1,2,7,0.838
63d1b0363f9bd5a6062dfb10,1,1,2,7,0.9109
63d1b0363f9bd5a6062dfb10,1,1,2,7,1.5444
63d1b0363f9bd5a6062dfb10,1,1,2,7,1.2238
63d1b0363f9bd5a6062dfb10,1,1,2,7,0.93
63d1b0363f9bd5a6062dfb10,1,1,2,7,0.8767
63d1b0363f9bd5a6062dfb10,1,1,2,7,0.7726
63d1b0363f9bd5a6062dfb10,1,2,3,5,1.0879
63d1b0363f9bd5a6062dfb10,1,2,3,5,1.312
63d1b0363f9bd5a6062dfb10,,2,3,5,
63d1b0363f9bd5a6062dfb10,1,2,3,5,0.9593
63d1b0363f9bd5a6062dfb10,1,2,3,5,2.0002
63d1b0363f9bd5a6062dfb10,1,2,3,5,0.481
5ad208334d061300011b1985,,2,5,3,
5ad208334d061300011b1985,1,2,5,3,3.6227
5ad208334d061300011b1985,1,2,5,3,1.9145
5ad208334d061300011b1985,1,2,5,3,1.3628
5ad208334d061300011b1985,0,2,5,3,2.4883
5ad208334d061300011b1985,0,2,5,3,0.7816
5ad208334d061300011b1985,0,2,4,2,1.0907
5ad208334d061300011b1985,0,2,4,2,1.2047
5ad208334d061300011b1985,0,2,4,2,1.1345
5ad208334d061300011b1985,0,2,4,2,1.3269
5ad208334d061300011b1985,1,2,4,2,1.4757
5ad208334d061300011b1985,0,2,4,2,1.7614
5ad208334d061300011b1985,0,1,3,4,1.3134
5ad208334d061300011b1985,0,1,3,4,1.4437
5ad208334d061300011b1985,1,1,3,4,1.4145
5ad208334d061300011b1985,0,1,3,4,1.7706
5ad208334d061300011b1985,1,1,3,4,1.7471
5ad208334d061300011b1985,1,1,3,4,1.4232
5ad208334d061300011b1985,0,1,3,4,1.2579
5ad208334d061300011b1985,0,1,3,4,1.5246
5ad208334d061300011b1985,1,1,3,4,1.3254
5ad208334d061300011b1985,1,1,3,4,1.5935
5ad208334d061300011b1985,1,1,3,4,1.4967
5ad208334d061300011b1985,0,1,3,4,1.3253
5ad208334d061300011b1985,1,0,2,3,1.3264
5ad208334d061300011b1985,0,0,2,3,1.4005
5ad208334d061300011b1985,1,0,2,3,1.3282
5ad208334d061300011b1985,0,0,2,3,1.3628
5ad208334d061300011b1985,1,0,2,3,1.5136
5ad208334d061300011b1985,0,0,2,3,2.1863
5a4636092f91e00001d0ba07,,1,2,6,
5a4636092f91e00001d0ba07,0,1,2,6,1.4358
5a4636092f91e00001d0ba07,1,1,2,6,1.7838
5a4636092f91e00001d0ba07,0,1,2,6,0.9998
5a4636092f91e00001d0ba07,0,1,2,6,0.9745
5a4636092f91e00001d0ba07,0,1,2,6,0.9504
5a4636092f91e00001d0ba07,0,0,3,6,0.7285
5a4636092f91e00001d0ba07,0,0,3,6,0.6978
5a4636092f91e00001d0ba07,0,0,3,6,1.1949
5a4636092f91e00001d0ba07,0,0,3,6,0.8819
5a4636092f91e00001d0ba07,0,0,3,6,1.569
5a4636092f91e00001d0ba07,0,0,3,6,0.6741
5a4636092f91e00001d0ba07,0,1,1,5,1.3785
5a4636092f91e00001d0ba07,0,1,1,5,1.002
5a4636092f91e00001d0ba07,0,1,1,5,0.7689
5a4636092f91e00001d0ba07,0,1,1,5,0.7144
5a4636092f91e00001d0ba07,0,1,1,5,1.5179
5a4636092f91e00001d0ba07,0,1,1,5,1.5597
5a4636092f91e00001d0ba07,0,2,3,5,0.7287
5a4636092f91e00001d0ba07,0,2,3,5,0.9863
5a4636092f91e00001d0ba07,0,2,3,5,2.3625
5a4636092f91e00001d0ba07,0,2,3,5,3.3536
5a4636092f91e00001d0ba07,0,2,3,5,1.2666
5a4636092f91e00001d0ba07,0,2,3,5,0.8312
5a4636092f91e00001d0ba07,0,2,3,5,1.6454
5a4636092f91e00001d0ba07,0,2,3,5,0.7643
5a4636092f91e00001d0ba07,0,2,3,5,0.8276
5a4636092f91e00001d0ba07,0,2,3,5,2.0677
5a4636092f91e00001d0ba07,0,2,3,5,0.6612
5a4636092f91e00001d0ba07,0,2,3,5,3.4156
5d55d562e04e100001f5e682,,1,1,7,
5d55d562e04e100001f5e682,1,1,1,7,1.275
5d55d562e04e100001f5e682,0,1,1,7,1.3518
5d55d562e04e100001f5e682,0,1,1,7,1.2667
5d55d562e04e100001f5e682,0,1,1,7,1.7536
5d55d562e04e100001f5e682,0,1,1,7,1.2154
5d55d562e04e100001f5e682,0,2,2,6,1.8201
5d55d562e04e100001f5e682,0,2,2,6,1.2555
5d55d562e04e100001f5e682,0,2,2,6,1.4566
5d55d562e04e100001f5e682,0,2,2,6,1.8604
5d55d562e04e100001f5e682,0,2,2,6,1.7512
5d55d562e04e100001f5e682,0,2,2,6,1.3358
