PROLIFIC_ID,condition_recode,afterstresschange,salience_mean,stress_mean,recoded_stress,choice,rej-acc,ifnegvalue,choicertmean,timebetween,age,sex,order
63d3f9d0ab6c170778b0d3d1,2,1.0,4.5,8.5,8.5,0.0,-0.5,1,0.3333333333333333,1.0,21.0,0.0,12
63d4019999c9ab839156014c,0,1.0,3.0,8.0,8.0,1.0,0.0,0,0.0,17.0,19.0,0.0,12
63d4019999c9ab839156014c,1,1.0,1.5,8.0,8.0,1.0,0.0,0,0.6363636363636364,17.0,19.0,0.0,12
63d4019999c9ab839156014c,2,1.0,2.5,8.0,8.0,1.0,0.0,0,0.3333333333333333,17.0,19.0,0.0,12
63d40481d12fc9cc4c1adab0,0,1.0,2.0,4.0,4.0,0.2,-0.5,1,0.0,2.0,26.0,1.0,12
63d40481d12fc9cc4c1adab0,1,1.0,1.5,1.5,1.5,0.0,-0.5,1,0.2727272727272727,2.0,26.0,1.0,12
63d40481d12fc9cc4c1adab0,2,1.0,2.0,2.0,2.0,0.0,-0.5,1,1.1666666666666667,2.0,26.0,1.0,12
63d5bb0d1cc3800ad1e343dc,0,0.0,3.0,2.0,8,0.0,0.0,0,0.5,4.0,18.0,1.0,21
63d5bb0d1cc3800ad1e343dc,1,0.0,2.0,2.5,7.5,0.0,0.0,0,0.8333333333333334,4.0,18.0,1.0,21
63d5bb0d1cc3800ad1e343dc,2,0.0,4.0,2.5,7.5,0.18181818181818182,0.0,0,1.0,4.0,18.0,1.0,21
63d5e3bf4a739d1158b9ce64,0,1.0,1.0,1.0,1.0,0.0,-4.5,1,1.0,13.0,34.0,0.0,21
63d5e3bf4a739d1158b9ce64,1,1.0,1.0,1.0,1.0,0.08333333333333333,-4.5,1,1.0833333333333333,13.0,34.0,0.0,21
63d5e3bf4a739d1158b9ce64,2,1.0,3.5,5.5,5.5,0.2727272727272727,-4.5,1,1.0,13.0,34.0,0.0,21
63d7c5cbacd85e95302f3a62,0,1.0,1.0,4.0,4.0,1.0,0.0,0,1.3333333333333333,2.0,34.0,1.0,21
63d7c5cbacd85e95302f3a62,1,1.0,1.0,3.5,3.5,1.0,0.0,0,0.5833333333333334,2.0,34.0,1.0,21
63d7c5cbacd85e95302f3a62,2,1.0,1.0,3.5,3.5,1.0,0.0,0,0.9090909090909091,2.0,34.0,1.0,21
63d7ec164d40c184be89bf34,0,1.0,2.0,4.0,4.0,0.0,-2.0,1,1.3333333333333333,2.0,32.0,0.0,12
63d7ec164d40c184be89bf34,1,1.0,2.5,4.0,4.0,0.0,-2.0,1,0.5454545454545454,2.0,32.0,0.0,12
63d7ec164d40c184be89bf34,2,1.0,3.5,6.0,6.0,0.0,-2.0,1,0.75,2.0,32.0,0.0,12
63d7f2b15b4a5938642f3a7b,0,1.0,2.0,3.0,3.0,0.0,-4.5,1,1.0,43.0,32.0,0.0,21
63d7f2b15b4a5938642f3a7b,1,1.0,1.5,1.5,1.5,0.0,-4.5,1,1.0,43.0,32.0,0.0,21
63d7f2b15b4a5938642f3a7b,2,1.0,4.0,6.0,6.0,0.0,-4.5,1,1.0909090909090908,43.0,32.0,0.0,21
63ddc6baab6a2130b8a41bf7,0,1.0,3.0,4.0,4.0,0.0,-1.0,1,0.0,4.0,30.0,1.0,12
63ddc6baab6a2130b8a41bf7,1,1.0,1.5,2.5,2.5,0.0,-1.0,1,0.0,4.0,30.0,1.0,12
63ddc6baab6a2130b8a41bf7,2,1.0,2.5,3.5,3.5,0.0,-1.0,1,0.3333333333333333,4.0,30.0,1.0,12
63e51e528df11f83a1aacab8,0,0.0,3.0,3.0,7,0.0,1.5,0,0.4,3.0,27.0,1.0,21
63e51e528df11f83a1aacab8,1,0.0,3.0,2.5,7.5,0.7,1.5,0,2.1,3.0,27.0,1.0,21
63e51e528df11f83a1aacab8,2,0.0,3.5,4.0,6,0.5,1.5,0,1.2,3.0,27.0,1.0,21
63e52399159a69bf0ea848c6,0,0.0,2.0,6.0,4,0.0,0.0,0,1.0,5.0,28.0,1.0,12
63e52399159a69bf0ea848c6,1,0.0,1.0,6.5,3.5,0.09090909090909091,0.0,0,1.2727272727272727,5.0,28.0,1.0,12
63e52399159a69bf0ea848c6,2,0.0,2.5,6.5,3.5,0.0,0.0,0,1.0833333333333333,5.0,28.0,1.0,12
63ea4ab1ce4168cbe9f63775,0,1.0,1.0,1.0,1.0,0.0,2.0,0,0.6666666666666666,7.0,30.0,1.0,12
63ea4ab1ce4168cbe9f63775,1,1.0,1.0,5.0,5.0,0.18181818181818182,2.0,0,1.2727272727272727,7.0,30.0,1.0,12
63ea4ab1ce4168cbe9f63775,2,1.0,1.0,3.0,3.0,0.0,2.0,0,0.75,7.0,30.0,1.0,12
63eac31811a6da58d4f32d76,0,1.0,3.0,9.0,9.0,0.4,0.0,0,1.6,2.0,19.0,1.0,12
63eac31811a6da58d4f32d76,1,1.0,3.0,9.0,9.0,0.0,0.0,0,1.1818181818181819,2.0,19.0,1.0,12
63eac31811a6da58d4f32d76,2,1.0,3.0,9.0,9.0,0.0,0.0,0,0.8333333333333334,2.0,19.0,1.0,12
63fac97f0d4e8f6bfd753d90,0,1.0,1.0,5.0,5.0,0.0,0.0,0,1.75,2.0,28.0,1.0,12
63fac97f0d4e8f6bfd753d90,1,1.0,1.0,5.0,5.0,0.0,0.0,0,0.5,2.0,28.0,1.0,12
63fac97f0d4e8f6bfd753d90,2,1.0,1.0,5.0,5.0,0.0,0.0,0,0.16666666666666666,2.0,28.0,1.0,12
6400d8ca785ee04d9b02ae9c,0,1.0,3.0,4.0,4.0,0.0,-1.5,1,1.4,36.0,32.0,0.0,21
6400d8ca785ee04d9b02ae9c,1,1.0,1.0,2.5,2.5,0.5454545454545454,-1.5,1,1.0909090909090908,36.0,32.0,0.0,21
6400d8ca785ee04d9b02ae9c,2,1.0,3.5,4.0,4.0,0.3333333333333333,-1.5,1,1.3333333333333333,36.0,32.0,0.0,21
64023a98627b1116180dff0b,0,1.0,3.0,6.0,6.0,0.75,-4.0,1,1.75,7.0,28.0,0.0,21
64023a98627b1116180dff0b,1,1.0,1.5,2.0,2.0,0.6666666666666666,-4.0,1,1.5833333333333333,7.0,28.0,0.0,21
64023a98627b1116180dff0b,2,1.0,4.0,6.0,6.0,0.0,-4.0,1,0.8333333333333334,7.0,28.0,0.0,21
641361334c91a0c6ff4c5b79,0,1.0,1.0,9.0,9.0,1.0,0.0,0,0.5,2.0,26.0,1.0,12
641361334c91a0c6ff4c5b79,1,1.0,1.0,9.0,9.0,1.0,0.0,0,0.18181818181818182,2.0,26.0,1.0,12
641361334c91a0c6ff4c5b79,2,1.0,1.0,9.0,9.0,1.0,0.0,0,0.4166666666666667,2.0,26.0,1.0,12
641a3df3c874807a1a8734bc,0,1.0,3.0,6.0,6.0,0.5,-1.0,1,1.1666666666666667,2.0,30.0,1.0,21
641a3df3c874807a1a8734bc,1,1.0,3.0,6.0,6.0,0.16666666666666666,-1.0,1,1.0833333333333333,2.0,30.0,1.0,21
641a3df3c874807a1a8734bc,2,1.0,5.0,7.0,7.0,0.18181818181818182,-1.0,1,0.8181818181818182,2.0,30.0,1.0,21
