PROLIFIC_ID,TrialNumber,Partner,Condition,Photos,Feedback,sharenextphoto_key.rt,choice_keys.keys,playlottery,choice_keys.rt,resumeafterlottery_keys.rt,salience_rating,stress_level
63d1b0363f9bd5a6062dfb1c,56,Charlie,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_17.jpeg,liked,0.3946,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,57,Charlie,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_5.jpeg,liked,2.1528,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,58,Charlie,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_11.jpeg,liked,0.6954,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,59,Charlie,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_12.jpeg,liked,0.6791,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,0.9451,0.6491,,
63d1b0363f9bd5a6062dfb1c,60,Charlie,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_22.jpeg,liked,,,,,,5,1
63d1b0363f9bd5a6062dfb1c,61,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_30.jpeg,liked,1.3049,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,62,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_15.jpeg,liked,0.3699,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,63,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_10.jpeg,did not like,0.5612,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,64,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_25.jpeg,did not like,0.395,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,1.3575,0.6184,,
63d1b0363f9bd5a6062dfb1c,65,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_24.jpeg,did not like,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,66,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_28.jpeg,liked,1.8592,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,67,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_5.jpeg,liked,1.3033,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,68,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_8.jpeg,liked,0.4083,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,69,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_7.jpeg,did not like,0.9578,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,3.0133,0.6466,,
63d1b0363f9bd5a6062dfb1c,70,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_19.jpeg,did not like,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,71,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_18.jpeg,did not like,0.7652,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,72,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_1.jpeg,did not like,0.678,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,73,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_17.jpeg,did not like,0.5686,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,74,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_14.jpeg,liked,0.6913,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,1.1298,0.8756,,
63d1b0363f9bd5a6062dfb1c,75,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_12.jpeg,liked,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,76,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_13.jpeg,did not like,0.7928,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,77,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_27.jpeg,liked,0.6116,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,78,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_23.jpeg,did not like,0.9751,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,79,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_2.jpeg,did not like,0.7299,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,0.8363,0.6212,,
63d1b0363f9bd5a6062dfb1c,80,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_6.jpeg,did not like,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,81,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_16.jpeg,did not like,0.6541,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,82,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_22.jpeg,did not like,1.1537,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,83,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_21.jpeg,did not like,5.4697,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,84,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_29.jpeg,did not like,0.6785,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,3.4962,1.2943,,
63d1b0363f9bd5a6062dfb1c,85,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_11.jpeg,did not like,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,86,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_20.jpeg,did not like,1.2964,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,87,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_3.jpeg,did not like,1.9693,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,88,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_26.jpeg,did not like,1.5095,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,89,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_9.jpeg,did not like,0.4127,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,0.838,0.6786,,
63d1b0363f9bd5a6062dfb1c,90,Taylor,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_4.jpeg,liked,,,,,,2,7
63d1b0363f9bd5a6062dfb1c,91,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_15.jpeg,did not like,0.875,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,92,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_11.jpeg,liked,0.5416,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,93,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_23.jpeg,did not like,0.4303,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,94,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_16.jpeg,did not like,0.6259,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,0.9109,0.6257,,
63d1b0363f9bd5a6062dfb1c,95,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_29.jpeg,liked,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,96,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_6.jpeg,liked,1.3217,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,97,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_19.jpeg,did not like,0.6377,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,98,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_8.jpeg,did not like,0.7438,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,99,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_7.jpeg,did not like,7.5842,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,1.5444,0.6502,,
63d1b0363f9bd5a6062dfb1c,100,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_12.jpeg,did not like,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,101,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_21.jpeg,did not like,0.6957,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,102,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_4.jpeg,did not like,0.3615,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,103,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_3.jpeg,did not like,0.8056,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,104,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_20.jpeg,did not like,0.5535,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,1.2238,1.2874,,
63d1b0363f9bd5a6062dfb1c,105,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_22.jpeg,did not like,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,106,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_26.jpeg,did not like,0.9511,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,107,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_17.jpeg,did not like,5.619,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,108,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_9.jpeg,liked,0.8221,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,109,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_24.jpeg,did not like,0.7112,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,0.93,4.0652,,
63d1b0363f9bd5a6062dfb1c,110,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_13.jpeg,did not like,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,111,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_2.jpeg,liked,0.6323,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,112,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_14.jpeg,liked,0.4331,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,113,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_10.jpeg,did not like,0.4831,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,114,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_27.jpeg,did not like,0.7365,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,0.8767,0.6499,,
63d1b0363f9bd5a6062dfb1c,115,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_28.jpeg,liked,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,116,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_30.jpeg,did not like,0.9805,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,117,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_25.jpeg,did not like,1.0349,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,118,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_1.jpeg,liked,0.7408,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,119,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_18.jpeg,did not like,0.477,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,0.7726,0.4445,,
63d1b0363f9bd5a6062dfb1c,120,Alex,Rej,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_5.jpeg,liked,,,,,,2,7
63d1b0363f9bd5a6062dfb1c,121,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_20.jpeg,liked,7.9784,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,122,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_18.jpeg,did not like,1.2856,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,123,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_19.jpeg,did not like,0.4562,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,124,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_28.jpeg,liked,0.5059,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,1.0879,1.0324,,
63d1b0363f9bd5a6062dfb1c,125,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_4.jpeg,liked,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,126,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_12.jpeg,liked,2.767,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,127,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_13.jpeg,liked,1.8057,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,128,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_8.jpeg,liked,7.7107,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,129,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_17.jpeg,did not like,7.3942,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,1.312,2.0395,,
63d1b0363f9bd5a6062dfb1c,130,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_22.jpeg,liked,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,131,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_30.jpeg,liked,2.4159,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,132,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_5.jpeg,liked,0.8594,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,133,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_29.jpeg,did not like,3.5579,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,134,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_15.jpeg,liked,0.9973,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,,999,,6.3097,,
63d1b0363f9bd5a6062dfb1c,135,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_6.jpeg,liked,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,136,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_23.jpeg,liked,0.4123,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,137,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_24.jpeg,did not like,0.5529,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,138,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_2.jpeg,liked,0.6665,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,139,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_3.jpeg,did not like,0.9765,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,0.9593,0.6509,,
63d1b0363f9bd5a6062dfb1c,140,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_1.jpeg,did not like,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,141,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_21.jpeg,liked,0.6041,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,142,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_27.jpeg,liked,0.5023,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,143,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_10.jpeg,did not like,0.5708,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,144,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_25.jpeg,liked,0.4984,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,2.0002,1.1359,,
63d1b0363f9bd5a6062dfb1c,145,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_26.jpeg,liked,,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,146,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_9.jpeg,liked,0.6819,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,147,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_7.jpeg,liked,1.6979,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,148,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_16.jpeg,liked,0.3685,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,149,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_11.jpeg,liked,0.6094,,,,,NAN,NAN
63d1b0363f9bd5a6062dfb1c,,,,,,,s,1,0.481,5.0738,,
63d1b0363f9bd5a6062dfb1c,150,Riley,Acc,Participant_Images/63d1b0363f9bd5a6062dfb1c/63d1b0363f9bd5a6062dfb1c_Images/63d1b0363f9bd5a6062dfb1c_Image_14.jpeg,did not like,,,,,,3,5
63d1b0363f9bd5a6062dfb1c,,,,,,,,,,,,
5ad2c8334d061300011b1985,1,Taylor,Acc,Participant_Images/5ad2c8334d061300011b1985/5ad2c8334d061300011b1985_Images/5ad2c8334d061300011b1985_Image_8.jpeg,did not like,1.6812,,,,,NAN,NAN
5ad2c8334d061300011b1985,2,Taylor,Acc,Participant_Images/5ad2c8334d061300011b1985/5ad2c8334d061300011b1985_Images/5ad2c8334d061300011b1985_Image_4.jpeg,did not like,1.3323,,,,,NAN,NAN
5ad2c8334d061300011b1985,3,Taylor,Acc,Participant_Images/5ad2c8334d061300011b1985/5ad2c8334d061300011b1985_Images/5ad2c8334d061300011b1985_Image_23.jpeg,liked,1.6732,,,,,NAN,NAN
5ad2c8334d061300011b1985,4,Taylor,Acc,Participant_Images/5ad2c8334d061300011b1985/5ad2c8334d061300011b1985_Images/5ad2c8334d061300011b1985_Image_11.jpeg,did not like,1.0149,,,,,NAN,NAN
5ad2c8334d061300011b1985,,,,,,,,999,,3.042,,
5ad2c8334d061300011b1985,5,Taylor,Acc,Participant_Images/5ad2c8334d061300011b1985/5ad2c8334d061300011b1985_Images/5ad2c8334d061300011b1985_Image_17.jpeg,liked,,,,,,NAN,NAN
5ad2c8334d061300011b1985,6,Taylor,Acc,Participant_Images/5ad2c8334d061300011b1985/5ad2c8334d061300011b1985_Images/5ad2c8334d061300011b1985_Image_12.jpeg,did not like,1.1883,,,,,NAN,NAN
