PROLIFIC_ID,trialnumber,choice,condition,feedback_words,condition_recode,feedbackvalue,aggregated_value
608209b96e955ba5201eff25,61.0,1.0,Neutral,liked,0,-1,1.0
608209b96e955ba5201eff25,62.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,63.0,1.0,Neutral,liked,0,-1,1.0
608209b96e955ba5201eff25,64.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,65.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,66.0,1.0,Neutral,liked,0,-1,-1.0
608209b96e955ba5201eff25,67.0,1.0,Neutral,did not like,0,1,-1.0
608209b96e955ba5201eff25,68.0,1.0,Neutral,liked,0,-1,-1.0
608209b96e955ba5201eff25,69.0,1.0,Neutral,liked,0,-1,-1.0
608209b96e955ba5201eff25,70.0,1.0,Neutral,liked,0,-1,-1.0
608209b96e955ba5201eff25,71.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,72.0,1.0,Neutral,liked,0,-1,1.0
608209b96e955ba5201eff25,73.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,74.0,1.0,Neutral,liked,0,-1,1.0
608209b96e955ba5201eff25,75.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,76.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,77.0,1.0,Neutral,liked,0,-1,1.0
608209b96e955ba5201eff25,78.0,1.0,Neutral,liked,0,-1,1.0
608209b96e955ba5201eff25,79.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,80.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,81.0,1.0,Neutral,did not like,0,1,-1.0
608209b96e955ba5201eff25,82.0,1.0,Neutral,liked,0,-1,-1.0
608209b96e955ba5201eff25,83.0,1.0,Neutral,liked,0,-1,-1.0
608209b96e955ba5201eff25,84.0,1.0,Neutral,did not like,0,1,-1.0
608209b96e955ba5201eff25,85.0,1.0,Neutral,liked,0,-1,-1.0
608209b96e955ba5201eff25,86.0,1.0,Neutral,liked,0,-1,1.0
608209b96e955ba5201eff25,87.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,88.0,1.0,Neutral,liked,0,-1,1.0
608209b96e955ba5201eff25,89.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,90.0,1.0,Neutral,did not like,0,1,1.0
608209b96e955ba5201eff25,91.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,92.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,93.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,94.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,95.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,96.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,97.0,1.0,Rej,liked,1,-1,1.0
608209b96e955ba5201eff25,98.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,99.0,1.0,Rej,liked,1,-1,1.0
608209b96e955ba5201eff25,100.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,101.0,1.0,Rej,liked,1,-1,-1.0
608209b96e955ba5201eff25,102.0,1.0,Rej,liked,1,-1,-1.0
608209b96e955ba5201eff25,103.0,1.0,Rej,did not like,1,1,-1.0
608209b96e955ba5201eff25,104.0,1.0,Rej,liked,1,-1,-1.0
608209b96e955ba5201eff25,105.0,1.0,Rej,did not like,1,1,-1.0
608209b96e955ba5201eff25,106.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,107.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,108.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,109.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,110.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,111.0,1.0,Rej,liked,1,-1,1.0
608209b96e955ba5201eff25,112.0,1.0,Rej,liked,1,-1,1.0
608209b96e955ba5201eff25,113.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,114.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,115.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,116.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,117.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,118.0,1.0,Rej,did not like,1,1,1.0
608209b96e955ba5201eff25,119.0,1.0,Rej,liked,1,-1,1.0
608209b96e955ba5201eff25,120.0,1.0,Rej,liked,1,-1,1.0
608209b96e955ba5201eff25,121.0,1.0,Acc,did not like,-1,1,-1.0
608209b96e955ba5201eff25,122.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,123.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,124.0,1.0,Acc,did not like,-1,1,-1.0
608209b96e955ba5201eff25,125.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,126.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,127.0,1.0,Acc,did not like,-1,1,-1.0
608209b96e955ba5201eff25,128.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,129.0,1.0,Acc,did not like,-1,1,-1.0
608209b96e955ba5201eff25,130.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,131.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,132.0,1.0,Acc,did not like,-1,1,-1.0
608209b96e955ba5201eff25,133.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,134.0,1.0,Acc,did not like,-1,1,-1.0
608209b96e955ba5201eff25,135.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,136.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,137.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,138.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,139.0,1.0,Acc,did not like,-1,1,-1.0
608209b96e955ba5201eff25,140.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,141.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,142.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,143.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,144.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,145.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,146.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,147.0,1.0,Acc,did not like,-1,1,-1.0
608209b96e955ba5201eff25,148.0,1.0,Acc,did not like,-1,1,-1.0
608209b96e955ba5201eff25,149.0,1.0,Acc,liked,-1,-1,-1.0
608209b96e955ba5201eff25,150.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,1.0,999.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,2.0,999.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,3.0,999.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,4.0,999.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,5.0,999.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,6.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,7.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,8.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,9.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,10.0,1.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,11.0,1.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,12.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,13.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,14.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,15.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,16.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,17.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,18.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,19.0,1.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,20.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,21.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,22.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,23.0,1.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,24.0,1.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,25.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,26.0,0.0,Acc,did not like,-1,1,1.0
60bff9298f56d55c8ecd9adf,27.0,0.0,Acc,did not like,-1,1,1.0
60bff9298f56d55c8ecd9adf,28.0,0.0,Acc,liked,-1,-1,1.0
60bff9298f56d55c8ecd9adf,29.0,0.0,Acc,did not like,-1,1,1.0
60bff9298f56d55c8ecd9adf,30.0,0.0,Acc,liked,-1,-1,1.0
60bff9298f56d55c8ecd9adf,31.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,32.0,1.0,Rej,liked,1,-1,1.0
60bff9298f56d55c8ecd9adf,33.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,34.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,35.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,36.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,37.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,38.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,39.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,40.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,41.0,0.0,Rej,liked,1,-1,1.0
60bff9298f56d55c8ecd9adf,42.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,43.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,44.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,45.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,46.0,1.0,Rej,liked,1,-1,-1.0
60bff9298f56d55c8ecd9adf,47.0,1.0,Rej,did not like,1,1,-1.0
60bff9298f56d55c8ecd9adf,48.0,1.0,Rej,liked,1,-1,-1.0
60bff9298f56d55c8ecd9adf,49.0,1.0,Rej,liked,1,-1,-1.0
60bff9298f56d55c8ecd9adf,50.0,1.0,Rej,did not like,1,1,-1.0
60bff9298f56d55c8ecd9adf,51.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,52.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,53.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,54.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,55.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,56.0,1.0,Rej,liked,1,-1,-1.0
60bff9298f56d55c8ecd9adf,57.0,1.0,Rej,liked,1,-1,-1.0
60bff9298f56d55c8ecd9adf,58.0,1.0,Rej,liked,1,-1,-1.0
60bff9298f56d55c8ecd9adf,59.0,1.0,Rej,did not like,1,1,-1.0
60bff9298f56d55c8ecd9adf,60.0,1.0,Rej,liked,1,-1,-1.0
60bff9298f56d55c8ecd9adf,61.0,1.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,62.0,1.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,63.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,64.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,65.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,66.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,67.0,1.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,68.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,69.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,70.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,71.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,72.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,73.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,74.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,75.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,76.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,77.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,78.0,0.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,79.0,0.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,80.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,81.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,82.0,1.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,83.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,84.0,1.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,85.0,1.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,86.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,87.0,0.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,88.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,89.0,0.0,Acc,liked,-1,-1,-1.0
60bff9298f56d55c8ecd9adf,90.0,0.0,Acc,did not like,-1,1,-1.0
60bff9298f56d55c8ecd9adf,91.0,1.0,Rej,did not like,1,1,-1.0
60bff9298f56d55c8ecd9adf,92.0,1.0,Rej,liked,1,-1,-1.0
60bff9298f56d55c8ecd9adf,93.0,1.0,Rej,did not like,1,1,-1.0
60bff9298f56d55c8ecd9adf,94.0,1.0,Rej,liked,1,-1,-1.0
60bff9298f56d55c8ecd9adf,95.0,1.0,Rej,liked,1,-1,-1.0
60bff9298f56d55c8ecd9adf,96.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,97.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,98.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,99.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,100.0,1.0,Rej,liked,1,-1,1.0
60bff9298f56d55c8ecd9adf,101.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,102.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,103.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,104.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,105.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,106.0,0.0,Rej,liked,1,-1,1.0
60bff9298f56d55c8ecd9adf,107.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,108.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,109.0,0.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,110.0,0.0,Rej,liked,1,-1,1.0
60bff9298f56d55c8ecd9adf,111.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,112.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,113.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,114.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,115.0,1.0,Rej,liked,1,-1,1.0
60bff9298f56d55c8ecd9adf,116.0,1.0,Rej,liked,1,-1,1.0
60bff9298f56d55c8ecd9adf,117.0,1.0,Rej,liked,1,-1,1.0
60bff9298f56d55c8ecd9adf,118.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,119.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,120.0,1.0,Rej,did not like,1,1,1.0
60bff9298f56d55c8ecd9adf,121.0,1.0,Neutral,liked,0,-1,-1.0
60bff9298f56d55c8ecd9adf,122.0,1.0,Neutral,did not like,0,1,-1.0
60bff9298f56d55c8ecd9adf,123.0,1.0,Neutral,did not like,0,1,-1.0
60bff9298f56d55c8ecd9adf,124.0,1.0,Neutral,liked,0,-1,-1.0
60bff9298f56d55c8ecd9adf,125.0,1.0,Neutral,liked,0,-1,-1.0
60bff9298f56d55c8ecd9adf,126.0,1.0,Neutral,liked,0,-1,-1.0
60bff9298f56d55c8ecd9adf,127.0,1.0,Neutral,liked,0,-1,-1.0
60bff9298f56d55c8ecd9adf,128.0,1.0,Neutral,did not like,0,1,-1.0
60bff9298f56d55c8ecd9adf,129.0,1.0,Neutral,liked,0,-1,-1.0
60bff9298f56d55c8ecd9adf,130.0,1.0,Neutral,did not like,0,1,-1.0
60bff9298f56d55c8ecd9adf,131.0,1.0,Neutral,did not like,0,1,1.0
60bff9298f56d55c8ecd9adf,132.0,1.0,Neutral,liked,0,-1,1.0
60bff9298f56d55c8ecd9adf,133.0,1.0,Neutral,liked,0,-1,1.0
60bff9298f56d55c8ecd9adf,134.0,1.0,Neutral,did not like,0,1,1.0
60bff9298f56d55c8ecd9adf,135.0,1.0,Neutral,did not like,0,1,1.0
60bff9298f56d55c8ecd9adf,136.0,1.0,Neutral,did not like,0,1,1.0
60bff9298f56d55c8ecd9adf,137.0,1.0,Neutral,did not like,0,1,1.0
60bff9298f56d55c8ecd9adf,138.0,1.0,Neutral,did not like,0,1,1.0
60bff9298f56d55c8ecd9adf,139.0,1.0,Neutral,liked,0,-1,1.0
60bff9298f56d55c8ecd9adf,140.0,1.0,Neutral,liked,0,-1,1.0
60bff9298f56d55c8ecd9adf,141.0,1.0,Neutral,did not like,0,1,-1.0
60bff9298f56d55c8ecd9adf,142.0,1.0,Neutral,liked,0,-1,-1.0
60bff9298f56d55c8ecd9adf,143.0,1.0,Neutral,liked,0,-1,-1.0
60bff9298f56d55c8ecd9adf,144.0,1.0,Neutral,liked,0,-1,-1.0
60bff9298f56d55c8ecd9adf,145.0,1.0,Neutral,did not like,0,1,-1.0
60bff9298f56d55c8ecd9adf,146.0,1.0,Neutral,liked,0,-1,1.0
60bff9298f56d55c8ecd9adf,147.0,1.0,Neutral,did not like,0,1,1.0
60bff9298f56d55c8ecd9adf,148.0,1.0,Neutral,did not like,0,1,1.0
60bff9298f56d55c8ecd9adf,149.0,1.0,Neutral,liked,0,-1,1.0
60bff9298f56d55c8ecd9adf,150.0,1.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,1.0,999.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,2.0,999.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,3.0,999.0,Neutral,liked,0,-1,1.0
60d2b326161a622cd363268a,4.0,999.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,5.0,999.0,Neutral,liked,0,-1,1.0
60d2b326161a622cd363268a,6.0,1.0,Neutral,liked,0,-1,-1.0
60d2b326161a622cd363268a,7.0,1.0,Neutral,liked,0,-1,-1.0
60d2b326161a622cd363268a,8.0,1.0,Neutral,did not like,0,1,-1.0
60d2b326161a622cd363268a,9.0,1.0,Neutral,liked,0,-1,-1.0
60d2b326161a622cd363268a,10.0,1.0,Neutral,liked,0,-1,-1.0
60d2b326161a622cd363268a,11.0,0.0,Neutral,liked,0,-1,1.0
60d2b326161a622cd363268a,12.0,0.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,13.0,0.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,14.0,0.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,15.0,0.0,Neutral,liked,0,-1,1.0
60d2b326161a622cd363268a,16.0,0.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,17.0,0.0,Neutral,liked,0,-1,1.0
60d2b326161a622cd363268a,18.0,0.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,19.0,0.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,20.0,0.0,Neutral,liked,0,-1,1.0
60d2b326161a622cd363268a,21.0,1.0,Neutral,liked,0,-1,-1.0
60d2b326161a622cd363268a,22.0,1.0,Neutral,did not like,0,1,-1.0
60d2b326161a622cd363268a,23.0,1.0,Neutral,liked,0,-1,-1.0
60d2b326161a622cd363268a,24.0,1.0,Neutral,did not like,0,1,-1.0
60d2b326161a622cd363268a,25.0,1.0,Neutral,liked,0,-1,-1.0
60d2b326161a622cd363268a,26.0,0.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,27.0,0.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,28.0,0.0,Neutral,liked,0,-1,1.0
60d2b326161a622cd363268a,29.0,0.0,Neutral,liked,0,-1,1.0
60d2b326161a622cd363268a,30.0,0.0,Neutral,did not like,0,1,1.0
60d2b326161a622cd363268a,31.0,1.0,Rej,liked,1,-1,-1.0
60d2b326161a622cd363268a,32.0,1.0,Rej,liked,1,-1,-1.0
60d2b326161a622cd363268a,33.0,1.0,Rej,liked,1,-1,-1.0
60d2b326161a622cd363268a,34.0,1.0,Rej,liked,1,-1,-1.0
60d2b326161a622cd363268a,35.0,1.0,Rej,did not like,1,1,-1.0
60d2b326161a622cd363268a,36.0,0.0,Rej,liked,1,-1,1.0
60d2b326161a622cd363268a,37.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,38.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,39.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,40.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,41.0,0.0,Rej,liked,1,-1,1.0
60d2b326161a622cd363268a,42.0,0.0,Rej,liked,1,-1,1.0
60d2b326161a622cd363268a,43.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,44.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,45.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,46.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,47.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,48.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,49.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,50.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,51.0,1.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,52.0,1.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,53.0,1.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,54.0,1.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,55.0,1.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,56.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,57.0,0.0,Rej,liked,1,-1,1.0
60d2b326161a622cd363268a,58.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,59.0,0.0,Rej,liked,1,-1,1.0
60d2b326161a622cd363268a,60.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,61.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,62.0,0.0,Acc,did not like,-1,1,-1.0
60d2b326161a622cd363268a,63.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,64.0,0.0,Acc,did not like,-1,1,-1.0
60d2b326161a622cd363268a,65.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,66.0,1.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,67.0,1.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,68.0,1.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,69.0,1.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,70.0,1.0,Acc,did not like,-1,1,-1.0
60d2b326161a622cd363268a,71.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,72.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,73.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,74.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,75.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,76.0,1.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,77.0,1.0,Acc,did not like,-1,1,-1.0
60d2b326161a622cd363268a,78.0,1.0,Acc,did not like,-1,1,-1.0
60d2b326161a622cd363268a,79.0,1.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,80.0,1.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,81.0,,Acc,liked,-1,-1,1.0
60d2b326161a622cd363268a,82.0,,Acc,did not like,-1,1,1.0
60d2b326161a622cd363268a,83.0,,Acc,did not like,-1,1,1.0
60d2b326161a622cd363268a,84.0,,Acc,did not like,-1,1,1.0
60d2b326161a622cd363268a,85.0,,Acc,liked,-1,-1,1.0
60d2b326161a622cd363268a,86.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,87.0,0.0,Acc,did not like,-1,1,-1.0
60d2b326161a622cd363268a,88.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,89.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,90.0,0.0,Acc,liked,-1,-1,-1.0
60d2b326161a622cd363268a,91.0,0.0,Rej,did not like,1,1,-1.0
60d2b326161a622cd363268a,92.0,0.0,Rej,liked,1,-1,-1.0
60d2b326161a622cd363268a,93.0,0.0,Rej,liked,1,-1,-1.0
60d2b326161a622cd363268a,94.0,0.0,Rej,did not like,1,1,-1.0
60d2b326161a622cd363268a,95.0,0.0,Rej,liked,1,-1,-1.0
60d2b326161a622cd363268a,96.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,97.0,0.0,Rej,liked,1,-1,1.0
60d2b326161a622cd363268a,98.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,99.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,100.0,0.0,Rej,did not like,1,1,1.0
60d2b326161a622cd363268a,101.0,0.0,Rej,did not like,1,1,1.0
