TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_16.jpeg,did not like,3.613205605
2,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_13.jpeg,liked,4.988446431
3,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_5.jpeg,did not like,3.470791822
4,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_17.jpeg,did not like,3.820572462
5,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_6.jpeg,did not like,2.455989137
6,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_7.jpeg,did not like,3.79605092
7,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_3.jpeg,liked,3.562416326
8,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_10.jpeg,liked,2.843822497
9,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_26.jpeg,did not like,3.546495948
10,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_12.jpeg,did not like,1.672012706
11,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_11.jpeg,did not like,4.942172136
12,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_23.jpeg,liked,2.50187214
13,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_22.jpeg,did not like,2.071164779
14,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_28.jpeg,liked,5.336503566
15,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_20.jpeg,liked,2.642157193
16,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_15.jpeg,liked,4.456234322
17,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_1.jpeg,did not like,4.438512181
18,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_29.jpeg,did not like,2.682944783
19,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_30.jpeg,did not like,4.51984296
20,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_27.jpeg,did not like,3.195382774
21,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_21.jpeg,did not like,1.779333479
22,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_24.jpeg,did not like,4.312468682
23,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_19.jpeg,did not like,4.940433059
24,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_18.jpeg,liked,2.7105123
25,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_25.jpeg,did not like,3.602308302
26,Alex,Rej,Participant_Images/61084dbab48ab21fce452554/61084dbab48ab21fce452554_Images/61084dbab48ab21fce452554_Image_9.jpeg,did not like,4.106391878
