TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_12.jpeg,liked,3.613205605
2,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_19.jpeg,did not like,4.988446431
3,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_25.jpeg,did not like,3.470791822
4,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_4.jpeg,did not like,3.820572462
5,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_14.jpeg,liked,2.455989137
6,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_22.jpeg,did not like,3.79605092
7,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_13.jpeg,did not like,3.562416326
8,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_24.jpeg,did not like,2.843822497
9,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_29.jpeg,did not like,3.546495948
10,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_2.jpeg,did not like,1.672012706
11,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_1.jpeg,did not like,4.942172136
12,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_9.jpeg,did not like,2.50187214
13,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_26.jpeg,did not like,2.071164779
14,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_7.jpeg,liked,5.336503566
15,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_11.jpeg,did not like,2.642157193
16,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_16.jpeg,did not like,4.456234322
17,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_21.jpeg,did not like,4.438512181
18,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_8.jpeg,did not like,2.682944783
19,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_17.jpeg,did not like,4.51984296
20,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_27.jpeg,liked,3.195382774
21,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_28.jpeg,did not like,1.779333479
22,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_18.jpeg,liked,4.312468682
23,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_20.jpeg,did not like,4.940433059
24,Charlie,Rej,Participant_Images/6346da55c3bf67b0dbf06272/6346da55c3bf67b0dbf06272_Images/6346da55c3bf67b0dbf06272_Image_30.jpeg,liked,2.7105123
