TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_11.jpeg,did not like,3.613205605
2,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_5.jpeg,did not like,4.988446431
3,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_8.jpeg,liked,3.470791822
4,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_18.jpeg,did not like,3.820572462
5,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_21.jpeg,did not like,2.455989137
6,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_16.jpeg,liked,3.79605092
7,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_27.jpeg,liked,3.562416326
8,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_2.jpeg,did not like,2.843822497
9,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_4.jpeg,liked,3.546495948
10,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_9.jpeg,liked,1.672012706
11,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_6.jpeg,liked,4.942172136
12,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_1.jpeg,liked,2.50187214
13,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_10.jpeg,did not like,2.071164779
14,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_26.jpeg,did not like,5.336503566
15,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_13.jpeg,liked,2.642157193
16,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_7.jpeg,did not like,4.456234322
17,Taylor,Neutral,Participant_Images/5f982592be2ea910b23827ed/5f982592be2ea910b23827ed_Images/5f982592be2ea910b23827ed_Image_23.jpeg,did not like,4.438512181
