PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
60fdb9ec6c3006abe82e5182,space,6.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,8.7138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,1.77,space,0.8348,NAN,,NAN,,0,0,0,0,1,1,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_19.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,0.3848,NAN,,NAN,,0,1,1,1,1,2,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_23.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,0.4006,NAN,,NAN,,0,2,2,2,1,3,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_29.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,0.823,NAN,,NAN,,0,3,3,3,1,4,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_13.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,2.5298,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_12.jpeg,liked,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.3012,NAN,,NAN,,0,5,5,5,1,6,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_25.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,0.3762,NAN,,NAN,,0,6,6,6,1,7,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_2.jpeg,liked,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,0.0407,NAN,,NAN,,0,7,7,7,1,8,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_30.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.0005,NAN,,NAN,,0,8,8,8,1,9,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_7.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.6158,0,0,0,0,1,3.9739,l,2.5262,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_1.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,0.0831,NAN,,NAN,,0,10,10,10,1,11,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_24.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,0.0399,NAN,,NAN,,0,11,11,11,1,12,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_5.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,0.1055,NAN,,NAN,,0,12,12,12,1,13,Charlie,Rej,Participant_Images/60fdb9ec6c3006abe82e5182/60fdb9ec6c3006abe82e5182_Images/60fdb9ec6c3006abe82e5182_Image_11.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
