PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
608209b96e955ba5201eff25,space,13.4041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,16.3793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,1.8623,space,1.2706,NAN,,NAN,,0,0,0,0,1,1,Taylor,Rej,Participant_Images/608209b96e955ba5201eff25/608209b96e955ba5201eff25_Images/608209b96e955ba5201eff25_Image_22.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,1.2181,NAN,,NAN,,0,1,1,1,1,2,Taylor,Rej,Participant_Images/608209b96e955ba5201eff25/608209b96e955ba5201eff25_Images/608209b96e955ba5201eff25_Image_21.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,0.7557,NAN,,NAN,,0,2,2,2,1,3,Taylor,Rej,Participant_Images/608209b96e955ba5201eff25/608209b96e955ba5201eff25_Images/608209b96e955ba5201eff25_Image_8.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,0.7059,NAN,,NAN,,0,3,3,3,1,4,Taylor,Rej,Participant_Images/608209b96e955ba5201eff25/608209b96e955ba5201eff25_Images/608209b96e955ba5201eff25_Image_25.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,2.0985,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Taylor,Rej,Participant_Images/608209b96e955ba5201eff25/608209b96e955ba5201eff25_Images/608209b96e955ba5201eff25_Image_23.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.7219,NAN,,NAN,,0,5,5,5,1,6,Taylor,Rej,Participant_Images/608209b96e955ba5201eff25/608209b96e955ba5201eff25_Images/608209b96e955ba5201eff25_Image_30.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,0.3333,NAN,,NAN,,0,6,6,6,1,7,Taylor,Rej,Participant_Images/608209b96e955ba5201eff25/608209b96e955ba5201eff25_Images/608209b96e955ba5201eff25_Image_15.jpeg,liked,3.562416326,,,,,,,,,,,,,,
