PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,end_screen_keys.keys,end_screen_keys.rt
63d7f2b15b4a5938642f3a7b,space,13.5065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,13.2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,4.2453,space,1.9021,NAN,,NAN,,0,0,0,0,1,1,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_29.jpeg,liked,3.613205605,,,,,,,,,,,,
,,,,,,,space,0.8301,NAN,,NAN,,0,1,1,1,1,2,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_5.jpeg,liked,4.988446431,,,,,,,,,,,,
,,,,,,,space,0.7167,NAN,,NAN,,0,2,2,2,1,3,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_4.jpeg,liked,3.470791822,,,,,,,,,,,,
,,,,,,,space,1.0329,NAN,,NAN,,0,3,3,3,1,4,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_19.jpeg,liked,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,4.6195,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_10.jpeg,liked,2.455989137,,,,,,,,,,,,
,,,,,,,space,0.6501,NAN,,NAN,,0,5,5,5,1,6,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_3.jpeg,liked,3.79605092,,,,,,,,,,,,
,,,,,,,space,0.5527,NAN,,NAN,,0,6,6,6,1,7,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_25.jpeg,liked,3.562416326,,,,,,,,,,,,
,,,,,,,space,0.6798,NAN,,NAN,,0,7,7,7,1,8,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_30.jpeg,liked,2.843822497,,,,,,,,,,,,
,,,,,,,space,0.9666,NAN,,NAN,,0,8,8,8,1,9,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_12.jpeg,liked,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.377,0,0,0,0,1,2.332,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_9.jpeg,liked,1.672012706,,,,,,,,,,,,
,,,,,,,space,0.4196,NAN,,NAN,,0,10,10,10,1,11,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_1.jpeg,liked,4.942172136,,,,,,,,,,,,
,,,,,,,space,1.1357,NAN,,NAN,,0,11,11,11,1,12,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_16.jpeg,liked,2.50187214,,,,,,,,,,,,
,,,,,,,space,0.9667,NAN,,NAN,,0,12,12,12,1,13,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_18.jpeg,liked,2.071164779,,,,,,,,,,,,
,,,,,,,space,0.7167,NAN,,NAN,,0,13,13,13,1,14,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_23.jpeg,liked,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7171,0,0,0,0,1,1.3986,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_2.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,,space,1.0528,NAN,,NAN,,0,15,15,15,1,16,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_24.jpeg,did not like,4.456234322,,,,,,,,,,,,
,,,,,,,space,0.9966,NAN,,NAN,,0,16,16,16,1,17,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_7.jpeg,did not like,4.438512181,,,,,,,,,,,,
,,,,,,,space,0.8805,NAN,,NAN,,0,17,17,17,1,18,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_27.jpeg,did not like,2.682944783,,,,,,,,,,,,
,,,,,,,space,0.6501,NAN,,NAN,,0,18,18,18,1,19,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_17.jpeg,did not like,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7681,0,0,0,0,1,1.6142,,
,,,,,,,,,NAN,,NAN,,0,19,19,19,1,20,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_26.jpeg,liked,3.195382774,,,,,,,,,,,,
,,,,,,,space,0.7001,NAN,,NAN,,0,20,20,20,1,21,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_15.jpeg,did not like,1.779333479,,,,,,,,,,,,
,,,,,,,space,1.0852,NAN,,NAN,,0,21,21,21,1,22,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_6.jpeg,did not like,4.312468682,,,,,,,,,,,,
,,,,,,,space,0.6807,NAN,,NAN,,0,22,22,22,1,23,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_14.jpeg,did not like,4.940433059,,,,,,,,,,,,
,,,,,,,space,0.9333,NAN,,NAN,,0,23,23,23,1,24,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_11.jpeg,liked,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8161,0,0,0,0,1,1.1274,,
,,,,,,,,,NAN,,NAN,,0,24,24,24,1,25,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_22.jpeg,did not like,3.602308302,,,,,,,,,,,,
,,,,,,,space,0.4636,NAN,,NAN,,0,25,25,25,1,26,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_8.jpeg,liked,4.106391878,,,,,,,,,,,,
,,,,,,,space,0.6688,NAN,,NAN,,0,26,26,26,1,27,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_21.jpeg,liked,3.799433026,,,,,,,,,,,,
,,,,,,,space,0.9167,NAN,,NAN,,0,27,27,27,1,28,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_28.jpeg,did not like,5.246980764,,,,,,,,,,,,
,,,,,,,space,0.6,NAN,,NAN,,0,28,28,28,1,29,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_20.jpeg,liked,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8502,0,0,0,0,1,1.4626,,
,,,,,,,,,4,,5,,0,29,29,29,1,30,Charlie,Acc,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_13.jpeg,liked,1.661473164,,,,,,,,,,,,
,,,,,space,1.8353,space,1.1295,NAN,,NAN,,0,30,30,30,1,31,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_27.jpeg,did not like,3.613205605,,,,,,,,,,,,
,,,,,,,space,0.7133,NAN,,NAN,,0,31,31,31,1,32,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_9.jpeg,did not like,4.988446431,,,,,,,,,,,,
,,,,,,,space,0.4468,NAN,,NAN,,0,32,32,32,1,33,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_30.jpeg,liked,3.470791822,,,,,,,,,,,,
,,,,,,,space,0.9631,NAN,,NAN,,0,33,33,33,1,34,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_1.jpeg,liked,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.9001,0,0,0,0,1,1.2994,,
,,,,,,,,,NAN,,NAN,,0,34,34,34,1,35,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_20.jpeg,liked,2.455989137,,,,,,,,,,,,
,,,,,,,space,0.7465,NAN,,NAN,,0,35,35,35,1,36,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_25.jpeg,did not like,3.79605092,,,,,,,,,,,,
,,,,,,,space,1.0097,NAN,,NAN,,0,36,36,36,1,37,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_8.jpeg,did not like,3.562416326,,,,,,,,,,,,
