PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,,,,,,space,0.9497,NAN,,NAN,,0,37,37,37,1,38,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_15.jpeg,did not like,2.843822497,,,,,,,,,,,,
,,,,,,,space,0.6668,NAN,,NAN,,0,38,38,38,1,39,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_23.jpeg,did not like,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5028,0,0,0,0,1,1.4103,,
,,,,,,,,,NAN,,NAN,,0,39,39,39,1,40,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_3.jpeg,liked,1.672012706,,,,,,,,,,,,
,,,,,,,space,1.033,NAN,,NAN,,0,40,40,40,1,41,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_18.jpeg,liked,4.942172136,,,,,,,,,,,,
,,,,,,,space,1.0159,NAN,,NAN,,0,41,41,41,1,42,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_10.jpeg,did not like,2.50187214,,,,,,,,,,,,
,,,,,,,space,0.7802,NAN,,NAN,,0,42,42,42,1,43,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_21.jpeg,did not like,2.071164779,,,,,,,,,,,,
,,,,,,,space,0.6695,NAN,,NAN,,0,43,43,43,1,44,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_7.jpeg,did not like,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.9935,0,0,0,0,1,1.305,,
,,,,,,,,,NAN,,NAN,,0,44,44,44,1,45,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_22.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,,space,0.7849,NAN,,NAN,,0,45,45,45,1,46,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_24.jpeg,did not like,4.456234322,,,,,,,,,,,,
,,,,,,,space,0.7943,NAN,,NAN,,0,46,46,46,1,47,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_5.jpeg,liked,4.438512181,,,,,,,,,,,,
,,,,,,,space,0.9488,NAN,,NAN,,0,47,47,47,1,48,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_12.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,,space,0.9326,NAN,,NAN,,0,48,48,48,1,49,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_16.jpeg,liked,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6578,0,0,0,0,1,1.1161,,
,,,,,,,,,NAN,,NAN,,0,49,49,49,1,50,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_26.jpeg,liked,3.195382774,,,,,,,,,,,,
,,,,,,,space,0.5835,NAN,,NAN,,0,50,50,50,1,51,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_4.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,,space,0.6501,NAN,,NAN,,0,51,51,51,1,52,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_2.jpeg,liked,4.312468682,,,,,,,,,,,,
,,,,,,,space,0.8966,NAN,,NAN,,0,52,52,52,1,53,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_17.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,,space,0.7803,NAN,,NAN,,0,53,53,53,1,54,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_19.jpeg,did not like,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8166,0,0,0,0,1,1.2574,,
,,,,,,,,,NAN,,NAN,,0,54,54,54,1,55,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_6.jpeg,liked,3.602308302,,,,,,,,,,,,
,,,,,,,space,0.6501,NAN,,NAN,,0,55,55,55,1,56,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_13.jpeg,liked,4.106391878,,,,,,,,,,,,
,,,,,,,space,0.6993,NAN,,NAN,,0,56,56,56,1,57,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_29.jpeg,did not like,3.799433026,,,,,,,,,,,,
,,,,,,,space,0.78,NAN,,NAN,,0,57,57,57,1,58,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_14.jpeg,did not like,5.246980764,,,,,,,,,,,,
,,,,,,,space,0.9024,NAN,,NAN,,0,58,58,58,1,59,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_28.jpeg,did not like,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,2.1736,0,0,0,0,1,1.2325,,
,,,,,,,,,2,,3,,0,59,59,59,1,60,Sam,Neutral,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_11.jpeg,did not like,1.661473164,,,,,,,,,,,,
,,,,,space,1.4758,space,0.7035,NAN,,NAN,,0,60,60,60,1,61,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_27.jpeg,liked,3.613205605,,,,,,,,,,,,
,,,,,,,space,0.6004,NAN,,NAN,,0,61,61,61,1,62,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_4.jpeg,did not like,4.988446431,,,,,,,,,,,,
,,,,,,,space,0.7831,NAN,,NAN,,0,62,62,62,1,63,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_20.jpeg,did not like,3.470791822,,,,,,,,,,,,
,,,,,,,space,0.6194,NAN,,NAN,,0,63,63,63,1,64,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_21.jpeg,liked,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6527,0,0,0,0,1,1.2965,,
,,,,,,,,,NAN,,NAN,,0,64,64,64,1,65,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_18.jpeg,did not like,2.455989137,,,,,,,,,,,,
,,,,,,,space,0.647,NAN,,NAN,,0,65,65,65,1,66,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_25.jpeg,liked,3.79605092,,,,,,,,,,,,
,,,,,,,space,1.0023,NAN,,NAN,,0,66,66,66,1,67,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_6.jpeg,did not like,3.562416326,,,,,,,,,,,,
,,,,,,,space,0.7965,NAN,,NAN,,0,67,67,67,1,68,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_9.jpeg,did not like,2.843822497,,,,,,,,,,,,
,,,,,,,space,0.6503,NAN,,NAN,,0,68,68,68,1,69,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_19.jpeg,did not like,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6379,0,0,0,0,1,1.2295,,
,,,,,,,,,NAN,,NAN,,0,69,69,69,1,70,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_7.jpeg,liked,1.672012706,,,,,,,,,,,,
,,,,,,,space,0.7475,NAN,,NAN,,0,70,70,70,1,71,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_30.jpeg,did not like,4.942172136,,,,,,,,,,,,
,,,,,,,space,0.7669,NAN,,NAN,,0,71,71,71,1,72,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_2.jpeg,did not like,2.50187214,,,,,,,,,,,,
,,,,,,,space,0.8169,NAN,,NAN,,0,72,72,72,1,73,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_11.jpeg,liked,2.071164779,,,,,,,,,,,,
,,,,,,,space,1.0141,NAN,,NAN,,0,73,73,73,1,74,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_5.jpeg,did not like,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6579,0,0,0,0,1,1.2638,,
,,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_28.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,,space,0.704,NAN,,NAN,,0,75,75,75,1,76,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_22.jpeg,did not like,4.456234322,,,,,,,,,,,,
,,,,,,,space,0.8683,NAN,,NAN,,0,76,76,76,1,77,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_26.jpeg,liked,4.438512181,,,,,,,,,,,,
,,,,,,,space,0.7066,NAN,,NAN,,0,77,77,77,1,78,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_10.jpeg,did not like,2.682944783,,,,,,,,,,,,
,,,,,,,space,0.5199,NAN,,NAN,,0,78,78,78,1,79,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_1.jpeg,liked,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.0354,0,0,0,0,1,1.1994,,
,,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_8.jpeg,did not like,3.195382774,,,,,,,,,,,,
,,,,,,,space,0.7634,NAN,,NAN,,0,80,80,80,1,81,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_15.jpeg,did not like,1.779333479,,,,,,,,,,,,
,,,,,,,space,0.5997,NAN,,NAN,,0,81,81,81,1,82,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_12.jpeg,did not like,4.312468682,,,,,,,,,,,,
,,,,,,,space,0.7666,NAN,,NAN,,0,82,82,82,1,83,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_17.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,,space,0.6692,NAN,,NAN,,0,83,83,83,1,84,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_14.jpeg,did not like,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6946,0,0,0,0,1,1.1828,,
,,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Taylor,Rej,Participant_Images/63d7f2b15b4a5938642f3a7b/63d7f2b15b4a5938642f3a7b_Images/63d7f2b15b4a5938642f3a7b_Image_3.jpeg,did not like,3.602308302,,,,,,,,,,,,
