PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
61006f43a84b82fb439d7cba,space,7.3258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,19.1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,2.6577,space,0.7482,NAN,,NAN,,0,0,0,0,1,1,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_12.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,0.8838,NAN,,NAN,,0,1,1,1,1,2,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_28.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,0.3749,NAN,,NAN,,0,2,2,2,1,3,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_5.jpeg,liked,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,0.3401,NAN,,NAN,,0,3,3,3,1,4,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_29.jpeg,liked,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,2.0828,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_11.jpeg,liked,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.5308,NAN,,NAN,,0,5,5,5,1,6,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_22.jpeg,liked,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,0.4355,NAN,,NAN,,0,6,6,6,1,7,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_2.jpeg,liked,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,0.6905,NAN,,NAN,,0,7,7,7,1,8,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_20.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.6893,NAN,,NAN,,0,8,8,8,1,9,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_30.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7927,0,0,0,0,1,0.6511,,,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_9.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,1.4075,NAN,,NAN,,0,10,10,10,1,11,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_17.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,2.7066,NAN,,NAN,,0,11,11,11,1,12,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_27.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,4.3162,NAN,,NAN,,0,12,12,12,1,13,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_26.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,0.6033,NAN,,NAN,,0,13,13,13,1,14,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_25.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.8861,0,0,0,0,1,0.6381,h,2.7366,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_4.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,0.6671,NAN,,NAN,,0,15,15,15,1,16,Riley,Acc,Participant_Images/61006f43a84b82fb439d7cba/61006f43a84b82fb439d7cba_Images/61006f43a84b82fb439d7cba_Image_24.jpeg,liked,4.456234322,,,,,,,,,,,,,,
