PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,lotteryguess_keys.keys,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
60ef2700e476748689a999f7,space,10.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60ef2700e476748689a999f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60ef2700e476748689a999f7,,,space,10.3601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60ef2700e476748689a999f7,,,,,space,27.4995,space,1.1999,NAN,,NAN,,0.0,0.0,0.0,0.0,1.0,1.0,Riley,Rej,Participant_Images/60ef2700e476748689a999f7/60ef2700e476748689a999f7_Images/60ef2700e476748689a999f7_Image_15.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
60ef2700e476748689a999f7,,,,,,,space,1.2859,NAN,,NAN,,0.0,1.0,1.0,1.0,1.0,2.0,Riley,Rej,Participant_Images/60ef2700e476748689a999f7/60ef2700e476748689a999f7_Images/60ef2700e476748689a999f7_Image_25.jpeg,liked,4.988446431,,,,,,,,,,,,,,
60ef2700e476748689a999f7,,,,,,,space,1.4492,NAN,,NAN,,0.0,2.0,2.0,2.0,1.0,3.0,Riley,Rej,Participant_Images/60ef2700e476748689a999f7/60ef2700e476748689a999f7_Images/60ef2700e476748689a999f7_Image_11.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
60ef2700e476748689a999f7,,,,,,,space,0.7334,NAN,,NAN,,0.0,3.0,3.0,3.0,1.0,4.0,Riley,Rej,Participant_Images/60ef2700e476748689a999f7/60ef2700e476748689a999f7_Images/60ef2700e476748689a999f7_Image_30.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
60ef2700e476748689a999f7,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,3.6396,,space,1.9671,0.0,0.0,0.0,0.0,1.0,,,
60ef2700e476748689a999f7,,,,,,,,,NAN,,NAN,,0.0,4.0,4.0,4.0,1.0,5.0,Riley,Rej,Participant_Images/60ef2700e476748689a999f7/60ef2700e476748689a999f7_Images/60ef2700e476748689a999f7_Image_8.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
60ef2700e476748689a999f7,,,,,,,space,1.6656,NAN,,NAN,,0.0,5.0,5.0,5.0,1.0,6.0,Riley,Rej,Participant_Images/60ef2700e476748689a999f7/60ef2700e476748689a999f7_Images/60ef2700e476748689a999f7_Image_20.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
