PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
595727bd7c76640001aa8f6e,space,13.3163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,9.0379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,7.8186,space,1.0192,NAN,,NAN,,0,0,0,0,1,1,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_5.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,1.6514,NAN,,NAN,,0,1,1,1,1,2,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_3.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,1.612,NAN,,NAN,,0,2,2,2,1,3,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_25.jpeg,liked,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,1.6445,NAN,,NAN,,0,3,3,3,1,4,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_21.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,2.8087,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_28.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,1.6542,NAN,,NAN,,0,5,5,5,1,6,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_30.jpeg,liked,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,1.3209,NAN,,NAN,,0,6,6,6,1,7,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_1.jpeg,liked,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,0.9751,NAN,,NAN,,0,7,7,7,1,8,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_13.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,1.0211,NAN,,NAN,,0,8,8,8,1,9,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_14.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.3793,0,0,0,0,1,3.328,,,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_9.jpeg,liked,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,2.6924,NAN,,NAN,,0,10,10,10,1,11,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_26.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,1.9733,NAN,,NAN,,0,11,11,11,1,12,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_6.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,3.5696,NAN,,NAN,,0,12,12,12,1,13,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_8.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,1.9408,NAN,,NAN,,0,13,13,13,1,14,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_20.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,1.2763,0,0,0,0,1,1.6913,,,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Riley,Neutral,Participant_Images/595727bd7c76640001aa8f6e/595727bd7c76640001aa8f6e_Images/595727bd7c76640001aa8f6e_Image_2.jpeg,liked,2.642157193,,,,,,,,,,,,,,
