PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,end_screen_keys.keys,end_screen_keys.rt
63e52399159a69bf0ea848c6,space,15.4884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63e52399159a69bf0ea848c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63e52399159a69bf0ea848c6,,,space,12.4394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63e52399159a69bf0ea848c6,,,,,space,2.3819,space,1.1889,NAN,,NAN,,0.0,0.0,0.0,0.0,1.0,1.0,Riley,Rej,Participant_Images/63e52399159a69bf0ea848c6/63e52399159a69bf0ea848c6_Images/63e52399159a69bf0ea848c6_Image_21.jpeg,did not like,3.613205605,,,,,,,,,,,,,
63e52399159a69bf0ea848c6,,,,,,,space,1.1022,NAN,,NAN,,0.0,1.0,1.0,1.0,1.0,2.0,Riley,Rej,Participant_Images/63e52399159a69bf0ea848c6/63e52399159a69bf0ea848c6_Images/63e52399159a69bf0ea848c6_Image_30.jpeg,did not like,4.988446431,,,,,,,,,,,,,
63e52399159a69bf0ea848c6,,,,,,,space,1.1312,NAN,,NAN,,0.0,2.0,2.0,2.0,1.0,3.0,Riley,Rej,Participant_Images/63e52399159a69bf0ea848c6/63e52399159a69bf0ea848c6_Images/63e52399159a69bf0ea848c6_Image_11.jpeg,did not like,3.470791822,,,,,,,,,,,,,
63e52399159a69bf0ea848c6,,,,,,,space,1.2805,NAN,,NAN,,0.0,3.0,3.0,3.0,1.0,4.0,Riley,Rej,Participant_Images/63e52399159a69bf0ea848c6/63e52399159a69bf0ea848c6_Images/63e52399159a69bf0ea848c6_Image_29.jpeg,did not like,3.820572462,,,,,,,,,,,,,
63e52399159a69bf0ea848c6,,,,,,,,,,,,,,,,,,,,,,,,,999.0,space,2.4583,0.0,0.0,0.0,0.0,1.0,,,,
63e52399159a69bf0ea848c6,,,,,,,,,NAN,,NAN,,0.0,4.0,4.0,4.0,1.0,5.0,Riley,Rej,Participant_Images/63e52399159a69bf0ea848c6/63e52399159a69bf0ea848c6_Images/63e52399159a69bf0ea848c6_Image_22.jpeg,did not like,2.455989137,,,,,,,,,,,,,
63e52399159a69bf0ea848c6,,,,,,,space,0.9367,NAN,,NAN,,0.0,5.0,5.0,5.0,1.0,6.0,Riley,Rej,Participant_Images/63e52399159a69bf0ea848c6/63e52399159a69bf0ea848c6_Images/63e52399159a69bf0ea848c6_Image_14.jpeg,did not like,3.79605092,,,,,,,,,,,,,
