PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,end_screen_keys.keys,end_screen_keys.rt
5d55d562e04e1c0001f5e682,space,18.4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,space,11.8381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,space,1.6232,space,0.763,NAN,,NAN,,0.0,0.0,0.0,0.0,1.0,1.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_11.jpeg,did not like,3.613205605,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,1.028,NAN,,NAN,,0.0,1.0,1.0,1.0,1.0,2.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_13.jpeg,liked,4.988446431,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,0.556,NAN,,NAN,,0.0,2.0,2.0,2.0,1.0,3.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_25.jpeg,liked,3.470791822,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,0.5743,NAN,,NAN,,0.0,3.0,3.0,3.0,1.0,4.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_20.jpeg,did not like,3.820572462,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,,,,,,,,,,,,,,,,,,,999.0,space,3.3526,0.0,0.0,0.0,0.0,1.0,,,,
5d55d562e04e1c0001f5e682,,,,,,,,,NAN,,NAN,,0.0,4.0,4.0,4.0,1.0,5.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_3.jpeg,liked,2.455989137,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,0.602,NAN,,NAN,,0.0,5.0,5.0,5.0,1.0,6.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_28.jpeg,did not like,3.79605092,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,0.5691,NAN,,NAN,,0.0,6.0,6.0,6.0,1.0,7.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_5.jpeg,did not like,3.562416326,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,0.5976,NAN,,NAN,,0.0,7.0,7.0,7.0,1.0,8.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_23.jpeg,did not like,2.843822497,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,1.4008,NAN,,NAN,,0.0,8.0,8.0,8.0,1.0,9.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_12.jpeg,liked,3.546495948,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,space,1.2408,0.0,0.0,0.0,0.0,1.0,1.275,,,
5d55d562e04e1c0001f5e682,,,,,,,,,NAN,,NAN,,0.0,9.0,9.0,9.0,1.0,10.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_4.jpeg,did not like,1.672012706,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,0.7695,NAN,,NAN,,0.0,10.0,10.0,10.0,1.0,11.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_26.jpeg,did not like,4.942172136,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,0.6795,NAN,,NAN,,0.0,11.0,11.0,11.0,1.0,12.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_21.jpeg,did not like,2.50187214,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,0.6036,NAN,,NAN,,0.0,12.0,12.0,12.0,1.0,13.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_15.jpeg,did not like,2.071164779,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,space,0.5407,NAN,,NAN,,0.0,13.0,13.0,13.0,1.0,14.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_29.jpeg,did not like,5.336503566,,,,,,,,,,,,,
5d55d562e04e1c0001f5e682,,,,,,,,,,,,,,,,,,,,,,,,c,0.0,space,0.7747,0.0,0.0,0.0,0.0,1.0,1.3518,,,
5d55d562e04e1c0001f5e682,,,,,,,,,NAN,,NAN,,0.0,14.0,14.0,14.0,1.0,15.0,Alex,Rej,Participant_Images/5d55d562e04e1c0001f5e682/5d55d562e04e1c0001f5e682_Images/5d55d562e04e1c0001f5e682_Image_14.jpeg,did not like,2.642157193,,,,,,,,,,,,,
