PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,end_screen_keys.keys,end_screen_keys.rt
63d13e2a6dd3ec4a5f6bff7b,space,13.7601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,16.0651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,2.7675,space,1.1645,NAN,,NAN,,0,0,0,0,1,1,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_6.jpeg,liked,3.613205605,,,,,,,,,,,,,
,,,,,,,space,0.637,NAN,,NAN,,0,1,1,1,1,2,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_28.jpeg,liked,4.988446431,,,,,,,,,,,,,
,,,,,,,space,0.6885,NAN,,NAN,,0,2,2,2,1,3,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_20.jpeg,liked,3.470791822,,,,,,,,,,,,,
,,,,,,,space,1.148,NAN,,NAN,,0,3,3,3,1,4,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_2.jpeg,did not like,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,2.7522,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_29.jpeg,liked,2.455989137,,,,,,,,,,,,,
,,,,,,,space,1.1016,NAN,,NAN,,0,5,5,5,1,6,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_1.jpeg,did not like,3.79605092,,,,,,,,,,,,,
,,,,,,,space,0.6981,NAN,,NAN,,0,6,6,6,1,7,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_7.jpeg,did not like,3.562416326,,,,,,,,,,,,,
,,,,,,,space,0.6962,NAN,,NAN,,0,7,7,7,1,8,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_16.jpeg,did not like,2.843822497,,,,,,,,,,,,,
,,,,,,,space,0.8624,NAN,,NAN,,0,8,8,8,1,9,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_24.jpeg,liked,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.7239,0,0,0,0,1,3.1097,,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_12.jpeg,liked,1.672012706,,,,,,,,,,,,,
,,,,,,,space,0.4997,NAN,,NAN,,0,10,10,10,1,11,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_15.jpeg,liked,4.942172136,,,,,,,,,,,,,
,,,,,,,space,0.5153,NAN,,NAN,,0,11,11,11,1,12,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_8.jpeg,did not like,2.50187214,,,,,,,,,,,,,
,,,,,,,space,0.6018,NAN,,NAN,,0,12,12,12,1,13,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_19.jpeg,liked,2.071164779,,,,,,,,,,,,,
,,,,,,,space,0.6829,NAN,,NAN,,0,13,13,13,1,14,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_25.jpeg,did not like,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6336,0,0,0,0,1,3.1462,,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_18.jpeg,did not like,2.642157193,,,,,,,,,,,,,
,,,,,,,space,1.1205,NAN,,NAN,,0,15,15,15,1,16,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_14.jpeg,did not like,4.456234322,,,,,,,,,,,,,
,,,,,,,space,0.5485,NAN,,NAN,,0,16,16,16,1,17,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_3.jpeg,did not like,4.438512181,,,,,,,,,,,,,
,,,,,,,space,0.6669,NAN,,NAN,,0,17,17,17,1,18,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_11.jpeg,liked,2.682944783,,,,,,,,,,,,,
,,,,,,,space,0.431,NAN,,NAN,,0,18,18,18,1,19,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_22.jpeg,liked,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.4312,0,0,0,0,1,0.9169,,,
,,,,,,,,,NAN,,NAN,,0,19,19,19,1,20,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_13.jpeg,liked,3.195382774,,,,,,,,,,,,,
,,,,,,,space,0.6543,NAN,,NAN,,0,20,20,20,1,21,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_23.jpeg,did not like,1.779333479,,,,,,,,,,,,,
,,,,,,,space,0.5253,NAN,,NAN,,0,21,21,21,1,22,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_5.jpeg,liked,4.312468682,,,,,,,,,,,,,
,,,,,,,space,0.4542,NAN,,NAN,,0,22,22,22,1,23,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_27.jpeg,liked,4.940433059,,,,,,,,,,,,,
,,,,,,,space,0.6355,NAN,,NAN,,0,23,23,23,1,24,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_9.jpeg,liked,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5404,0,0,0,0,1,1.2845,,,
,,,,,,,,,NAN,,NAN,,0,24,24,24,1,25,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_10.jpeg,did not like,3.602308302,,,,,,,,,,,,,
,,,,,,,space,0.6281,NAN,,NAN,,0,25,25,25,1,26,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_17.jpeg,did not like,4.106391878,,,,,,,,,,,,,
,,,,,,,space,0.4852,NAN,,NAN,,0,26,26,26,1,27,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_4.jpeg,did not like,3.799433026,,,,,,,,,,,,,
,,,,,,,space,0.635,NAN,,NAN,,0,27,27,27,1,28,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_21.jpeg,liked,5.246980764,,,,,,,,,,,,,
,,,,,,,space,0.7207,NAN,,NAN,,0,28,28,28,1,29,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_30.jpeg,did not like,3.30081769,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6054,0,0,0,0,1,1.2165,,,
,,,,,,,,,4,,6,,0,29,29,29,1,30,Charlie,Neutral,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_26.jpeg,did not like,1.661473164,,,,,,,,,,,,,
,,,,,space,1.7436,space,0.5778,NAN,,NAN,,0,30,30,30,1,31,Sam,Acc,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_3.jpeg,liked,3.613205605,,,,,,,,,,,,,
,,,,,,,space,0.5538,NAN,,NAN,,0,31,31,31,1,32,Sam,Acc,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_2.jpeg,did not like,4.988446431,,,,,,,,,,,,,
,,,,,,,space,0.5539,NAN,,NAN,,0,32,32,32,1,33,Sam,Acc,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_17.jpeg,liked,3.470791822,,,,,,,,,,,,,
,,,,,,,space,0.6293,NAN,,NAN,,0,33,33,33,1,34,Sam,Acc,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_20.jpeg,did not like,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.9039,0,0,0,0,1,0.7,,,
,,,,,,,,,NAN,,NAN,,0,34,34,34,1,35,Sam,Acc,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_9.jpeg,did not like,2.455989137,,,,,,,,,,,,,
,,,,,,,space,0.5927,NAN,,NAN,,0,35,35,35,1,36,Sam,Acc,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_11.jpeg,liked,3.79605092,,,,,,,,,,,,,
,,,,,,,space,0.4402,NAN,,NAN,,0,36,36,36,1,37,Sam,Acc,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_23.jpeg,did not like,3.562416326,,,,,,,,,,,,,
,,,,,,,space,0.5108,NAN,,NAN,,0,37,37,37,1,38,Sam,Acc,Participant_Images/63d13e2a6dd3ec4a5f6bff7b/63d13e2a6dd3ec4a5f6bff7b_Images/63d13e2a6dd3ec4a5f6bff7b_Image_16.jpeg,did not like,2.843822497,,,,,,,,,,,,,
