PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
60ea57c074a703877f04330b,space,21.3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,16.6107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,3.6836,space,1.5692,NAN,,NAN,,0,0,0,0,1,1,Alex,Rej,Participant_Images/60ea57c074a703877f04330b/60ea57c074a703877f04330b_Images/60ea57c074a703877f04330b_Image_12.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,0.8341,NAN,,NAN,,0,1,1,1,1,2,Alex,Rej,Participant_Images/60ea57c074a703877f04330b/60ea57c074a703877f04330b_Images/60ea57c074a703877f04330b_Image_6.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,1.4145,NAN,,NAN,,0,2,2,2,1,3,Alex,Rej,Participant_Images/60ea57c074a703877f04330b/60ea57c074a703877f04330b_Images/60ea57c074a703877f04330b_Image_28.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,1.2977,NAN,,NAN,,0,3,3,3,1,4,Alex,Rej,Participant_Images/60ea57c074a703877f04330b/60ea57c074a703877f04330b_Images/60ea57c074a703877f04330b_Image_21.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,3.0916,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Alex,Rej,Participant_Images/60ea57c074a703877f04330b/60ea57c074a703877f04330b_Images/60ea57c074a703877f04330b_Image_30.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.9716,NAN,,NAN,,0,5,5,5,1,6,Alex,Rej,Participant_Images/60ea57c074a703877f04330b/60ea57c074a703877f04330b_Images/60ea57c074a703877f04330b_Image_14.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
