PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
612e6569f68929afb886fb5c,space,92.0975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,10.6972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,16.219,space,29.0815,NAN,,NAN,,0,0,0,0,1,1,Sam,Rej,Participant_Images/612e6569f68929afb886fb5c/612e6569f68929afb886fb5c_Images/612e6569f68929afb886fb5c_Image_16.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,22.9879,NAN,,NAN,,0,1,1,1,1,2,Sam,Rej,Participant_Images/612e6569f68929afb886fb5c/612e6569f68929afb886fb5c_Images/612e6569f68929afb886fb5c_Image_13.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,9.6803,NAN,,NAN,,0,2,2,2,1,3,Sam,Rej,Participant_Images/612e6569f68929afb886fb5c/612e6569f68929afb886fb5c_Images/612e6569f68929afb886fb5c_Image_21.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,1.8061,NAN,,NAN,,0,3,3,3,1,4,Sam,Rej,Participant_Images/612e6569f68929afb886fb5c/612e6569f68929afb886fb5c_Images/612e6569f68929afb886fb5c_Image_15.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,30.027,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Sam,Rej,Participant_Images/612e6569f68929afb886fb5c/612e6569f68929afb886fb5c_Images/612e6569f68929afb886fb5c_Image_30.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,1.1484,NAN,,NAN,,0,5,5,5,1,6,Sam,Rej,Participant_Images/612e6569f68929afb886fb5c/612e6569f68929afb886fb5c_Images/612e6569f68929afb886fb5c_Image_28.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,1.125,NAN,,NAN,,0,6,6,6,1,7,Sam,Rej,Participant_Images/612e6569f68929afb886fb5c/612e6569f68929afb886fb5c_Images/612e6569f68929afb886fb5c_Image_14.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,9.1816,NAN,,NAN,,0,7,7,7,1,8,Sam,Rej,Participant_Images/612e6569f68929afb886fb5c/612e6569f68929afb886fb5c_Images/612e6569f68929afb886fb5c_Image_6.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.5852,NAN,,NAN,,0,8,8,8,1,9,Sam,Rej,Participant_Images/612e6569f68929afb886fb5c/612e6569f68929afb886fb5c_Images/612e6569f68929afb886fb5c_Image_8.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,2.9588,0,0,0,0,1,3.7445,,,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Sam,Rej,Participant_Images/612e6569f68929afb886fb5c/612e6569f68929afb886fb5c_Images/612e6569f68929afb886fb5c_Image_23.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
