PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,end_screen_keys.keys,end_screen_keys.rt
63fac97f0d4e8f6bfd753d90,space,22.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,18.3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,2.6994,space,1.7498,NAN,,NAN,,0,0,0,0,1,1,Alex,Neutral,Participant_Images/63fac97f0d4e8f6bfd753d90/63fac97f0d4e8f6bfd753d90_Images/63fac97f0d4e8f6bfd753d90_Image_19.jpeg,did not like,3.613205605,,,,,,,,,,,,
,,,,,,,space,0.6985,NAN,,NAN,,0,1,1,1,1,2,Alex,Neutral,Participant_Images/63fac97f0d4e8f6bfd753d90/63fac97f0d4e8f6bfd753d90_Images/63fac97f0d4e8f6bfd753d90_Image_1.jpeg,liked,4.988446431,,,,,,,,,,,,
,,,,,,,space,0.6998,NAN,,NAN,,0,2,2,2,1,3,Alex,Neutral,Participant_Images/63fac97f0d4e8f6bfd753d90/63fac97f0d4e8f6bfd753d90_Images/63fac97f0d4e8f6bfd753d90_Image_14.jpeg,liked,3.470791822,,,,,,,,,,,,
,,,,,,,space,0.5164,NAN,,NAN,,0,3,3,3,1,4,Alex,Neutral,Participant_Images/63fac97f0d4e8f6bfd753d90/63fac97f0d4e8f6bfd753d90_Images/63fac97f0d4e8f6bfd753d90_Image_12.jpeg,did not like,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,4.0495,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Alex,Neutral,Participant_Images/63fac97f0d4e8f6bfd753d90/63fac97f0d4e8f6bfd753d90_Images/63fac97f0d4e8f6bfd753d90_Image_3.jpeg,did not like,2.455989137,,,,,,,,,,,,
,,,,,,,space,0.5818,NAN,,NAN,,0,5,5,5,1,6,Alex,Neutral,Participant_Images/63fac97f0d4e8f6bfd753d90/63fac97f0d4e8f6bfd753d90_Images/63fac97f0d4e8f6bfd753d90_Image_6.jpeg,liked,3.79605092,,,,,,,,,,,,
