endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,end_screen_keys.keys,end_screen_keys.rt
,,,,,,,,NAN,,NAN,,0,24,24,24,1,25,Taylor,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_20.jpeg,liked,3.602308302,,,,,,,,,,,,
,,,,,,space,2.9385,NAN,,NAN,,0,25,25,25,1,26,Taylor,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_12.jpeg,did not like,4.106391878,,,,,,,,,,,,
,,,,,,space,1.3612,NAN,,NAN,,0,26,26,26,1,27,Taylor,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_11.jpeg,did not like,3.799433026,,,,,,,,,,,,
,,,,,,space,0.823,NAN,,NAN,,0,27,27,27,1,28,Taylor,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_15.jpeg,did not like,5.246980764,,,,,,,,,,,,
,,,,,,space,1.2907,NAN,,NAN,,0,28,28,28,1,29,Taylor,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_3.jpeg,did not like,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4688,space,0.8937,0,0,0,0,1,,
,,,,,,,,1,,6,,0,29,29,29,1,30,Taylor,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_1.jpeg,did not like,1.661473164,,,,,,,,,,,,
,,,,space,1.9123,space,1.1936,NAN,,NAN,,0,30,30,30,1,31,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_6.jpeg,liked,3.613205605,,,,,,,,,,,,
,,,,,,space,1.2855,NAN,,NAN,,0,31,31,31,1,32,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_20.jpeg,liked,4.988446431,,,,,,,,,,,,
,,,,,,space,0.7827,NAN,,NAN,,0,32,32,32,1,33,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_4.jpeg,did not like,3.470791822,,,,,,,,,,,,
,,,,,,space,0.6616,NAN,,NAN,,0,33,33,33,1,34,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_12.jpeg,liked,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,2.5439,space,0.9651,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,34,34,34,1,35,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_11.jpeg,liked,2.455989137,,,,,,,,,,,,
,,,,,,space,0.4908,NAN,,NAN,,0,35,35,35,1,36,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_15.jpeg,liked,3.79605092,,,,,,,,,,,,
,,,,,,space,0.4911,NAN,,NAN,,0,36,36,36,1,37,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_21.jpeg,liked,3.562416326,,,,,,,,,,,,
,,,,,,space,0.3236,NAN,,NAN,,0,37,37,37,1,38,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_30.jpeg,liked,2.843822497,,,,,,,,,,,,
,,,,,,space,0.9227,NAN,,NAN,,0,38,38,38,1,39,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_19.jpeg,liked,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4431,space,6.506,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,39,39,39,1,40,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_25.jpeg,liked,1.672012706,,,,,,,,,,,,
,,,,,,space,4.5055,NAN,,NAN,,0,40,40,40,1,41,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_17.jpeg,liked,4.942172136,,,,,,,,,,,,
,,,,,,space,1.2729,NAN,,NAN,,0,41,41,41,1,42,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_10.jpeg,liked,2.50187214,,,,,,,,,,,,
,,,,,,space,2.232,NAN,,NAN,,0,42,42,42,1,43,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_5.jpeg,did not like,2.071164779,,,,,,,,,,,,
,,,,,,space,1.2728,NAN,,NAN,,0,43,43,43,1,44,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_13.jpeg,did not like,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.5139,space,1.2637,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,44,44,44,1,45,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_3.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,space,5.063,NAN,,NAN,,0,45,45,45,1,46,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_22.jpeg,liked,4.456234322,,,,,,,,,,,,
,,,,,,space,1.9397,NAN,,NAN,,0,46,46,46,1,47,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_8.jpeg,liked,4.438512181,,,,,,,,,,,,
,,,,,,space,1.473,NAN,,NAN,,0,47,47,47,1,48,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_16.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,space,3.687,NAN,,NAN,,0,48,48,48,1,49,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_1.jpeg,liked,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,2.1154,space,1.3147,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,49,49,49,1,50,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_9.jpeg,liked,3.195382774,,,,,,,,,,,,
,,,,,,space,0.6406,NAN,,NAN,,0,50,50,50,1,51,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_29.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,space,1.1734,NAN,,NAN,,0,51,51,51,1,52,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_2.jpeg,liked,4.312468682,,,,,,,,,,,,
,,,,,,space,0.4501,NAN,,NAN,,0,52,52,52,1,53,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_27.jpeg,did not like,4.940433059,,,,,,,,,,,,
,,,,,,space,1.8393,NAN,,NAN,,0,53,53,53,1,54,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_28.jpeg,liked,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.6495,space,3.996,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,54,54,54,1,55,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_26.jpeg,did not like,3.602308302,,,,,,,,,,,,
,,,,,,space,1.3778,NAN,,NAN,,0,55,55,55,1,56,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_14.jpeg,did not like,4.106391878,,,,,,,,,,,,
,,,,,,space,1.1561,NAN,,NAN,,0,56,56,56,1,57,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_24.jpeg,did not like,3.799433026,,,,,,,,,,,,
,,,,,,space,1.3161,NAN,,NAN,,0,57,57,57,1,58,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_18.jpeg,liked,5.246980764,,,,,,,,,,,,
,,,,,,space,4.4377,NAN,,NAN,,0,58,58,58,1,59,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_7.jpeg,did not like,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.8083,space,6.5082,0,0,0,0,1,,
,,,,,,,,1,,3,,0,59,59,59,1,60,Alex,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_23.jpeg,did not like,1.661473164,,,,,,,,,,,,
,,,,space,3.4829,space,1.1366,NAN,,NAN,,0,60,60,60,1,61,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_9.jpeg,did not like,3.613205605,,,,,,,,,,,,
,,,,,,space,0.374,NAN,,NAN,,0,61,61,61,1,62,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_1.jpeg,liked,4.988446431,,,,,,,,,,,,
,,,,,,space,1.6854,NAN,,NAN,,0,62,62,62,1,63,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_26.jpeg,liked,3.470791822,,,,,,,,,,,,
,,,,,,space,1.4732,NAN,,NAN,,0,63,63,63,1,64,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_2.jpeg,liked,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4164,space,2.014,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,64,64,64,1,65,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_25.jpeg,did not like,2.455989137,,,,,,,,,,,,
,,,,,,space,0.8946,NAN,,NAN,,0,65,65,65,1,66,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_4.jpeg,liked,3.79605092,,,,,,,,,,,,
,,,,,,space,5.4967,NAN,,NAN,,0,66,66,66,1,67,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_28.jpeg,did not like,3.562416326,,,,,,,,,,,,
,,,,,,space,1.5689,NAN,,NAN,,0,67,67,67,1,68,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_10.jpeg,did not like,2.843822497,,,,,,,,,,,,
,,,,,,space,0.5241,NAN,,NAN,,0,68,68,68,1,69,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_5.jpeg,did not like,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.7159,space,2.214,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,69,69,69,1,70,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_23.jpeg,did not like,1.672012706,,,,,,,,,,,,
,,,,,,space,0.3047,NAN,,NAN,,0,70,70,70,1,71,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_29.jpeg,liked,4.942172136,,,,,,,,,,,,
,,,,,,space,1.4425,NAN,,NAN,,0,71,71,71,1,72,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_3.jpeg,did not like,2.50187214,,,,,,,,,,,,
,,,,,,space,2.6095,NAN,,NAN,,0,72,72,72,1,73,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_7.jpeg,did not like,2.071164779,,,,,,,,,,,,
,,,,,,space,5.9076,NAN,,NAN,,0,73,73,73,1,74,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_13.jpeg,liked,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4825,space,2.9963,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_22.jpeg,did not like,2.642157193,,,,,,,,,,,,
,,,,,,space,0.6617,NAN,,NAN,,0,75,75,75,1,76,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_11.jpeg,did not like,4.456234322,,,,,,,,,,,,
,,,,,,space,2.3576,NAN,,NAN,,0,76,76,76,1,77,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_27.jpeg,did not like,4.438512181,,,,,,,,,,,,
,,,,,,space,0.3957,NAN,,NAN,,0,77,77,77,1,78,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_8.jpeg,did not like,2.682944783,,,,,,,,,,,,
,,,,,,space,0.5957,NAN,,NAN,,0,78,78,78,1,79,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_12.jpeg,did not like,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,2.442,space,3.0759,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_30.jpeg,did not like,3.195382774,,,,,,,,,,,,
,,,,,,space,4.059,NAN,,NAN,,0,80,80,80,1,81,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_18.jpeg,did not like,1.779333479,,,,,,,,,,,,
,,,,,,space,1.1679,NAN,,NAN,,0,81,81,81,1,82,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_21.jpeg,did not like,4.312468682,,,,,,,,,,,,
,,,,,,space,1.0164,NAN,,NAN,,0,82,82,82,1,83,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_15.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,space,1.466,NAN,,NAN,,0,83,83,83,1,84,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_6.jpeg,did not like,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4498,space,1.8482,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_16.jpeg,did not like,3.602308302,,,,,,,,,,,,
,,,,,,space,0.6082,NAN,,NAN,,0,85,85,85,1,86,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_24.jpeg,did not like,4.106391878,,,,,,,,,,,,
,,,,,,space,2.6769,NAN,,NAN,,0,86,86,86,1,87,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_14.jpeg,did not like,3.799433026,,,,,,,,,,,,
,,,,,,space,1.3832,NAN,,NAN,,0,87,87,87,1,88,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_17.jpeg,liked,5.246980764,,,,,,,,,,,,
,,,,,,space,1.4583,NAN,,NAN,,0,88,88,88,1,89,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_20.jpeg,liked,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.9347,space,0.8433,0,0,0,0,1,,
,,,,,,,,1,,1,,0,89,89,89,1,90,Charlie,Rej,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_19.jpeg,did not like,1.661473164,,,,,,,,,,,,
,,,,space,2.0144,space,0.8396,NAN,,NAN,,0,90,90,90,1,91,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_20.jpeg,liked,3.613205605,,,,,,,,,,,,
,,,,,,space,0.9334,NAN,,NAN,,0,91,91,91,1,92,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_3.jpeg,did not like,4.988446431,,,,,,,,,,,,
,,,,,,space,0.7067,NAN,,NAN,,0,92,92,92,1,93,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_11.jpeg,did not like,3.470791822,,,,,,,,,,,,
,,,,,,space,0.5455,NAN,,NAN,,0,93,93,93,1,94,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_26.jpeg,did not like,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,0.8323,space,2.0622,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,94,94,94,1,95,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_9.jpeg,liked,2.455989137,,,,,,,,,,,,
,,,,,,space,1.0531,NAN,,NAN,,0,95,95,95,1,96,Sam,Acc,Participant_Images/611118b967515e93dcf141f1/611118b967515e93dcf141f1_Images/611118b967515e93dcf141f1_Image_2.jpeg,liked,3.79605092,,,,,,,,,,,,
