PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
5c1edaeaafeeef00011588b3,space,16.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,12.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,1.771,space,1.204,NAN,,NAN,,0,0,0,0,1,1,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_8.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,1.04,NAN,,NAN,,0,1,1,1,1,2,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_4.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,1.097,NAN,,NAN,,0,2,2,2,1,3,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_14.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,0.912,NAN,,NAN,,0,3,3,3,1,4,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_3.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,2.314,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_22.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,2.734,NAN,,NAN,,0,5,5,5,1,6,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_23.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,0.593,NAN,,NAN,,0,6,6,6,1,7,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_26.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,0.609,NAN,,NAN,,0,7,7,7,1,8,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_28.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.556,NAN,,NAN,,0,8,8,8,1,9,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_9.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.767,0,0,0,0,1,0.897,,,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_29.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,1.007,NAN,,NAN,,0,10,10,10,1,11,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_11.jpeg,liked,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,0.607,NAN,,NAN,,0,11,11,11,1,12,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_18.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,0.769,NAN,,NAN,,0,12,12,12,1,13,Alex,Rej,Participant_Images/5c1edaeaafeeef00011588b3/5c1edaeaafeeef00011588b3_Images/5c1edaeaafeeef00011588b3_Image_2.jpeg,liked,2.071164779,,,,,,,,,,,,,,
