PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,,,,,,,,NAN,,NAN,,0,44,44,44,1,45,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_15.jpeg,did not like,2.642157193,,,,,,,,,,,,
,,,,,,,space,0.5506,NAN,,NAN,,0,45,45,45,1,46,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_4.jpeg,liked,4.456234322,,,,,,,,,,,,
,,,,,,,space,0.8378,NAN,,NAN,,0,46,46,46,1,47,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_3.jpeg,did not like,4.438512181,,,,,,,,,,,,
,,,,,,,space,0.753,NAN,,NAN,,0,47,47,47,1,48,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_13.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,,space,0.6003,NAN,,NAN,,0,48,48,48,1,49,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_27.jpeg,did not like,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7447,0,0,0,0,1,0.7864,,
,,,,,,,,,NAN,,NAN,,0,49,49,49,1,50,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_9.jpeg,did not like,3.195382774,,,,,,,,,,,,
,,,,,,,space,0.5666,NAN,,NAN,,0,50,50,50,1,51,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_20.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,,space,0.5501,NAN,,NAN,,0,51,51,51,1,52,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_19.jpeg,liked,4.312468682,,,,,,,,,,,,
,,,,,,,space,1.2843,NAN,,NAN,,0,52,52,52,1,53,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_5.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,,space,0.6686,NAN,,NAN,,0,53,53,53,1,54,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_18.jpeg,did not like,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6303,0,0,0,0,1,0.6791,,
,,,,,,,,,NAN,,NAN,,0,54,54,54,1,55,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_2.jpeg,did not like,3.602308302,,,,,,,,,,,,
,,,,,,,space,1.1193,NAN,,NAN,,0,55,55,55,1,56,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_6.jpeg,did not like,4.106391878,,,,,,,,,,,,
,,,,,,,space,0.7855,NAN,,NAN,,0,56,56,56,1,57,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_21.jpeg,did not like,3.799433026,,,,,,,,,,,,
,,,,,,,space,0.8503,NAN,,NAN,,0,57,57,57,1,58,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_10.jpeg,liked,5.246980764,,,,,,,,,,,,
,,,,,,,space,0.7867,NAN,,NAN,,0,58,58,58,1,59,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_30.jpeg,liked,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5952,0,0,0,0,1,0.8347,,
,,,,,,,,,3,,4,,0,59,59,59,1,60,Riley,Neutral,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_16.jpeg,did not like,1.661473164,,,,,,,,,,,,
,,,,,space,1.163,space,0.5406,NAN,,NAN,,0,60,60,60,1,61,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_21.jpeg,liked,3.613205605,,,,,,,,,,,,
,,,,,,,space,0.5062,NAN,,NAN,,0,61,61,61,1,62,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_27.jpeg,liked,4.988446431,,,,,,,,,,,,
,,,,,,,space,0.5174,NAN,,NAN,,0,62,62,62,1,63,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_23.jpeg,liked,3.470791822,,,,,,,,,,,,
,,,,,,,space,0.5695,NAN,,NAN,,0,63,63,63,1,64,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_16.jpeg,did not like,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.4976,0,0,0,0,1,0.6789,,
,,,,,,,,,NAN,,NAN,,0,64,64,64,1,65,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_20.jpeg,liked,2.455989137,,,,,,,,,,,,
,,,,,,,space,0.5397,NAN,,NAN,,0,65,65,65,1,66,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_22.jpeg,liked,3.79605092,,,,,,,,,,,,
,,,,,,,space,0.4509,NAN,,NAN,,0,66,66,66,1,67,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_14.jpeg,did not like,3.562416326,,,,,,,,,,,,
,,,,,,,space,0.5367,NAN,,NAN,,0,67,67,67,1,68,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_6.jpeg,liked,2.843822497,,,,,,,,,,,,
,,,,,,,space,0.5689,NAN,,NAN,,0,68,68,68,1,69,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_10.jpeg,liked,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5169,0,0,0,0,1,0.7036,,
,,,,,,,,,NAN,,NAN,,0,69,69,69,1,70,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_11.jpeg,liked,1.672012706,,,,,,,,,,,,
,,,,,,,space,0.536,NAN,,NAN,,0,70,70,70,1,71,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_30.jpeg,liked,4.942172136,,,,,,,,,,,,
,,,,,,,space,0.586,NAN,,NAN,,0,71,71,71,1,72,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_15.jpeg,liked,2.50187214,,,,,,,,,,,,
,,,,,,,space,0.7923,NAN,,NAN,,0,72,72,72,1,73,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_5.jpeg,did not like,2.071164779,,,,,,,,,,,,
,,,,,,,space,0.4742,NAN,,NAN,,0,73,73,73,1,74,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_7.jpeg,liked,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.664,0,0,0,0,1,0.6225,,
,,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_2.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,,space,0.517,NAN,,NAN,,0,75,75,75,1,76,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_17.jpeg,liked,4.456234322,,,,,,,,,,,,
,,,,,,,space,0.667,NAN,,NAN,,0,76,76,76,1,77,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_26.jpeg,liked,4.438512181,,,,,,,,,,,,
,,,,,,,space,0.4977,NAN,,NAN,,0,77,77,77,1,78,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_29.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,,space,0.5036,NAN,,NAN,,0,78,78,78,1,79,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_25.jpeg,did not like,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5568,0,0,0,0,1,0.6328,,
,,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_24.jpeg,liked,3.195382774,,,,,,,,,,,,
,,,,,,,space,0.5835,NAN,,NAN,,0,80,80,80,1,81,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_28.jpeg,did not like,1.779333479,,,,,,,,,,,,
,,,,,,,space,0.6172,NAN,,NAN,,0,81,81,81,1,82,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_1.jpeg,liked,4.312468682,,,,,,,,,,,,
,,,,,,,space,0.5843,NAN,,NAN,,0,82,82,82,1,83,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_3.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,,space,0.664,NAN,,NAN,,0,83,83,83,1,84,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_9.jpeg,did not like,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5669,0,0,0,0,1,0.8995,,
,,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Taylor,Acc,Participant_Images/63ddc6baab6a2130b8a41bf7/63ddc6baab6a2130b8a41bf7_Images/63ddc6baab6a2130b8a41bf7_Image_4.jpeg,liked,3.602308302,,,,,,,,,,,,
