PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,end_screen_keys.keys,end_screen_keys.rt
,,,,,,,space,0.968,NAN,,NAN,,0,63,63,63,1,64,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_8.jpeg,liked,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,2.006,0,0,0,0,1,1.33,,,
,,,,,,,,,NAN,,NAN,,0,64,64,64,1,65,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_11.jpeg,did not like,2.455989137,,,,,,,,,,,,,
,,,,,,,space,1.24,NAN,,NAN,,0,65,65,65,1,66,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_2.jpeg,liked,3.79605092,,,,,,,,,,,,,
,,,,,,,space,0.704,NAN,,NAN,,0,66,66,66,1,67,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_26.jpeg,did not like,3.562416326,,,,,,,,,,,,,
,,,,,,,space,0.605,NAN,,NAN,,0,67,67,67,1,68,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_3.jpeg,liked,2.843822497,,,,,,,,,,,,,
,,,,,,,space,0.604,NAN,,NAN,,0,68,68,68,1,69,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_29.jpeg,did not like,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,2.635,0,0,0,0,1,1.097,,,
,,,,,,,,,NAN,,NAN,,0,69,69,69,1,70,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_20.jpeg,did not like,1.672012706,,,,,,,,,,,,,
,,,,,,,space,1.306,NAN,,NAN,,0,70,70,70,1,71,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_1.jpeg,liked,4.942172136,,,,,,,,,,,,,
,,,,,,,space,0.935,NAN,,NAN,,0,71,71,71,1,72,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_28.jpeg,liked,2.50187214,,,,,,,,,,,,,
,,,,,,,space,0.875,NAN,,NAN,,0,72,72,72,1,73,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_9.jpeg,did not like,2.071164779,,,,,,,,,,,,,
,,,,,,,space,0.939,NAN,,NAN,,0,73,73,73,1,74,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_13.jpeg,liked,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.768,0,0,0,0,1,0.936,,,
,,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_19.jpeg,liked,2.642157193,,,,,,,,,,,,,
,,,,,,,space,1.35,NAN,,NAN,,0,75,75,75,1,76,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_21.jpeg,did not like,4.456234322,,,,,,,,,,,,,
,,,,,,,space,1.26,NAN,,NAN,,0,76,76,76,1,77,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_23.jpeg,did not like,4.438512181,,,,,,,,,,,,,
,,,,,,,space,1.116,NAN,,NAN,,0,77,77,77,1,78,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_12.jpeg,did not like,2.682944783,,,,,,,,,,,,,
,,,,,,,space,1.143,NAN,,NAN,,0,78,78,78,1,79,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_22.jpeg,did not like,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.819,0,0,0,0,1,2.297,,,
,,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_24.jpeg,did not like,3.195382774,,,,,,,,,,,,,
,,,,,,,space,0.869,NAN,,NAN,,0,80,80,80,1,81,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_16.jpeg,liked,1.779333479,,,,,,,,,,,,,
,,,,,,,space,0.716,NAN,,NAN,,0,81,81,81,1,82,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_27.jpeg,liked,4.312468682,,,,,,,,,,,,,
,,,,,,,space,1.187,NAN,,NAN,,0,82,82,82,1,83,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_15.jpeg,liked,4.940433059,,,,,,,,,,,,,
,,,,,,,space,0.636,NAN,,NAN,,0,83,83,83,1,84,Riley,Neutral,Participant_Images/63d3f9d0ab6c170778b0d3d1/63d3f9d0ab6c170778b0d3d1_Images/63d3f9d0ab6c170778b0d3d1_Image_6.jpeg,did not like,2.7105123,,,,,,,,,,,,,
