PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
5c3272172f0f3500010284c0,space,101.9456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,126.9913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,2.5823,space,1.4497,NAN,,NAN,,0,0,0,0,1,1,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_5.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,5.0732,NAN,,NAN,,0,1,1,1,1,2,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_22.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,1.9176,NAN,,NAN,,0,2,2,2,1,3,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_16.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,2.1891,NAN,,NAN,,0,3,3,3,1,4,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_19.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,3.0648,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_6.jpeg,liked,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,1.2652,NAN,,NAN,,0,5,5,5,1,6,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_17.jpeg,liked,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,2.0607,NAN,,NAN,,0,6,6,6,1,7,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_1.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,2.4309,NAN,,NAN,,0,7,7,7,1,8,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_18.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,1.1718,NAN,,NAN,,0,8,8,8,1,9,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_29.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,1.9878,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_26.jpeg,liked,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,2.4401,NAN,,NAN,,0,10,10,10,1,11,Charlie,Rej,Participant_Images/5c3272172f0f3500010284c0/5c3272172f0f3500010284c0_Images/5c3272172f0f3500010284c0_Image_9.jpeg,liked,4.942172136,,,,,,,,,,,,,,
