endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
space,8.8838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,space,3.6178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Taylor,Acc,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_8.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,space,0.8178,NAN,,NAN,,0,85,85,85,1,86,Taylor,Acc,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_21.jpeg,liked,4.106391878,,,,,,,,,,,,,,
,,,,,,space,0.739,NAN,,NAN,,0,86,86,86,1,87,Taylor,Acc,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_9.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,space,0.5379,NAN,,NAN,,0,87,87,87,1,88,Taylor,Acc,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_3.jpeg,liked,5.246980764,,,,,,,,,,,,,,
,,,,,,space,0.5693,NAN,,NAN,,0,88,88,88,1,89,Taylor,Acc,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_10.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.6257,0,0,0,0,1,0.8327,h,0.6267,,
,,,,,,,,3,,3,,0,89,89,89,1,90,Taylor,Acc,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_17.jpeg,liked,1.661473164,,,,,,,,,,,,,,
,,,,space,0.4836,space,6.417,NAN,,NAN,,0,90,90,90,1,91,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_17.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,space,0.8868,NAN,,NAN,,0,91,91,91,1,92,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_13.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,space,0.5137,NAN,,NAN,,0,92,92,92,1,93,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_18.jpeg,liked,3.470791822,,,,,,,,,,,,,,
,,,,,,space,0.5338,NAN,,NAN,,0,93,93,93,1,94,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_5.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.5738,0,0,0,0,1,0.8935,h,2.5202,,
,,,,,,,,NAN,,NAN,,0,94,94,94,1,95,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_19.jpeg,liked,2.455989137,,,,,,,,,,,,,,
,,,,,,space,0.6693,NAN,,NAN,,0,95,95,95,1,96,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_6.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,space,0.55,NAN,,NAN,,0,96,96,96,1,97,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_25.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,space,0.4344,NAN,,NAN,,0,97,97,97,1,98,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_7.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,space,0.5213,NAN,,NAN,,0,98,98,98,1,99,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_2.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.8051,0,0,0,0,1,0.8373,h,0.5325,,
,,,,,,,,NAN,,NAN,,0,99,99,99,1,100,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_3.jpeg,liked,1.672012706,,,,,,,,,,,,,,
,,,,,,space,0.9734,NAN,,NAN,,0,100,100,100,1,101,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_20.jpeg,liked,4.942172136,,,,,,,,,,,,,,
,,,,,,space,1.0837,NAN,,NAN,,0,101,101,101,1,102,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_27.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,space,1.0206,NAN,,NAN,,0,102,102,102,1,103,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_1.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
,,,,,,space,0.9738,NAN,,NAN,,0,103,103,103,1,104,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_24.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.7037,0,0,0,0,1,1.3691,h,0.5892,,
,,,,,,,,NAN,,NAN,,0,104,104,104,1,105,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_4.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,space,0.9636,NAN,,NAN,,0,105,105,105,1,106,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_10.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,space,0.883,NAN,,NAN,,0,106,106,106,1,107,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_9.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,space,2.5543,NAN,,NAN,,0,107,107,107,1,108,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_12.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
,,,,,,space,0.8683,NAN,,NAN,,0,108,108,108,1,109,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_30.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,1.2226,0,0,0,0,1,0.9985,h,2.9675,,
,,,,,,,,NAN,,NAN,,0,109,109,109,1,110,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_29.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,space,1.0795,NAN,,NAN,,0,110,110,110,1,111,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_15.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,space,0.7003,NAN,,NAN,,0,111,111,111,1,112,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_14.jpeg,liked,4.312468682,,,,,,,,,,,,,,
,,,,,,space,0.7209,NAN,,NAN,,0,112,112,112,1,113,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_11.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
,,,,,,space,0.7363,NAN,,NAN,,0,113,113,113,1,114,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_16.jpeg,did not like,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.7358,0,0,0,0,1,1.903,h,2.5091,,
,,,,,,,,NAN,,NAN,,0,114,114,114,1,115,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_22.jpeg,did not like,3.602308302,,,,,,,,,,,,,,
,,,,,,space,1.4003,NAN,,NAN,,0,115,115,115,1,116,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_26.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,space,1.5875,NAN,,NAN,,0,116,116,116,1,117,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_8.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,space,2.6046,NAN,,NAN,,0,117,117,117,1,118,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_28.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,space,2.0377,NAN,,NAN,,0,118,118,118,1,119,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_21.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.5736,0,0,0,0,1,1.9162,h,0.6401,,
,,,,,,,,3,,2,,0,119,119,119,1,120,Charlie,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_23.jpeg,liked,1.661473164,,,,,,,,,,,,,,
,,,,space,1.0633,space,0.8011,NAN,,NAN,,0,120,120,120,1,121,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_16.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,space,0.7037,NAN,,NAN,,0,121,121,121,1,122,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_4.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,space,0.5714,NAN,,NAN,,0,122,122,122,1,123,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_21.jpeg,liked,3.470791822,,,,,,,,,,,,,,
,,,,,,space,0.7052,NAN,,NAN,,0,123,123,123,1,124,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_26.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,1.1343,0,0,0,0,1,1.905,h,0.3678,,
,,,,,,,,NAN,,NAN,,0,124,124,124,1,125,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_6.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,space,0.4823,NAN,,NAN,,0,125,125,125,1,126,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_24.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,space,0.7186,NAN,,NAN,,0,126,126,126,1,127,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_27.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,space,0.9386,NAN,,NAN,,0,127,127,127,1,128,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_14.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,space,1.8293,NAN,,NAN,,0,128,128,128,1,129,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_23.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,999,space,2.3865,0,0,0,0,1,,,,,
,,,,,,,,NAN,,NAN,,0,129,129,129,1,130,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_25.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,space,7.789,NAN,,NAN,,0,130,130,130,1,131,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_11.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,space,1.4965,NAN,,NAN,,0,131,131,131,1,132,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_15.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,space,0.504,NAN,,NAN,,0,132,132,132,1,133,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_12.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,space,0.5534,NAN,,NAN,,0,133,133,133,1,134,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_28.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,4.9333,0,0,0,0,1,1.4738,h,1.7836,,
,,,,,,,,NAN,,NAN,,0,134,134,134,1,135,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_22.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,space,3.3218,NAN,,NAN,,0,135,135,135,1,136,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_13.jpeg,liked,4.456234322,,,,,,,,,,,,,,
,,,,,,space,2.1256,NAN,,NAN,,0,136,136,136,1,137,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_18.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,space,1.4304,NAN,,NAN,,0,137,137,137,1,138,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_30.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,space,3.7245,NAN,,NAN,,0,138,138,138,1,139,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_8.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.4945,0,0,0,0,1,0.8198,,,,
,,,,,,,,NAN,,NAN,,0,139,139,139,1,140,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_1.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,space,3.0373,NAN,,NAN,,0,140,140,140,1,141,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_7.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,space,2.1836,NAN,,NAN,,0,141,141,141,1,142,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_2.jpeg,liked,4.312468682,,,,,,,,,,,,,,
,,,,,,space,3.0707,NAN,,NAN,,0,142,142,142,1,143,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_3.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,space,1.2869,NAN,,NAN,,0,143,143,143,1,144,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_5.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,6.7624,0,0,0,0,1,1.867,,,,
,,,,,,,,NAN,,NAN,,0,144,144,144,1,145,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_10.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,space,2.5324,NAN,,NAN,,0,145,145,145,1,146,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_19.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,space,2.3391,NAN,,NAN,,0,146,146,146,1,147,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_9.jpeg,liked,3.799433026,,,,,,,,,,,,,,
,,,,,,space,1.8638,NAN,,NAN,,0,147,147,147,1,148,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_29.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,space,4.4116,NAN,,NAN,,0,148,148,148,1,149,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_20.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,1,space,5.1036,0,0,0,0,1,2.1534,h,1.1981,,
,,,,,,,,3,,2,,0,149,149,149,1,150,Sam,Rej,Participant_Images/5adef850eb60400001539109/5adef850eb60400001539109_Images/5adef850eb60400001539109_Image_17.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.4198
