PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
5d8e64ab4e055600157a3d90,space,14.0295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,37.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,2.9029,space,1.0011,NAN,,NAN,,0,0,0,0,1,1,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_25.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,0.6509,NAN,,NAN,,0,1,1,1,1,2,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_26.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,1.2846,NAN,,NAN,,0,2,2,2,1,3,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_15.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,0.5009,NAN,,NAN,,0,3,3,3,1,4,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_18.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,2.0355,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_27.jpeg,liked,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.534,NAN,,NAN,,0,5,5,5,1,6,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_22.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,0.9349,NAN,,NAN,,0,6,6,6,1,7,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_13.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,0.9,NAN,,NAN,,0,7,7,7,1,8,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_4.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.6663,NAN,,NAN,,0,8,8,8,1,9,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_5.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,1.9688,0,0,0,0,1,1.5672,,,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_3.jpeg,liked,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,1.5507,NAN,,NAN,,0,10,10,10,1,11,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_24.jpeg,liked,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,1.0179,NAN,,NAN,,0,11,11,11,1,12,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_11.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,1.2515,NAN,,NAN,,0,12,12,12,1,13,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_21.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,0.6835,NAN,,NAN,,0,13,13,13,1,14,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_23.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,4.2878,0,0,0,0,1,0.9678,h,0.9846,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_9.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,0.6001,NAN,,NAN,,0,15,15,15,1,16,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_19.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,2.9022,NAN,,NAN,,0,16,16,16,1,17,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_7.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,0.6667,NAN,,NAN,,0,17,17,17,1,18,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_16.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,0.8669,NAN,,NAN,,0,18,18,18,1,19,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_14.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.784,0,0,0,0,1,0.7843,h,0.7434,,
,,,,,,,,,NAN,,NAN,,0,19,19,19,1,20,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_30.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,0.7177,NAN,,NAN,,0,20,20,20,1,21,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_28.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,2.335,NAN,,NAN,,0,21,21,21,1,22,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_10.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,0.4667,NAN,,NAN,,0,22,22,22,1,23,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_2.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.4495,NAN,,NAN,,0,23,23,23,1,24,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_6.jpeg,did not like,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,0.5173,0,0,0,0,1,2.4194,l,0.2837,,
,,,,,,,,,NAN,,NAN,,0,24,24,24,1,25,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_8.jpeg,did not like,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,0.6666,NAN,,NAN,,0,25,25,25,1,26,Alex,Neutral,Participant_Images/5d8e64ab4e055600157a3d90/5d8e64ab4e055600157a3d90_Images/5d8e64ab4e055600157a3d90_Image_20.jpeg,liked,4.106391878,,,,,,,,,,,,,,
