PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
6400d8ca785ee04d9b02ae9c,space,10.5372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,6.5974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,space,0.403,NAN,,NAN,,0,72,72,72,1,73,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_27.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,0.418,NAN,,NAN,,0,73,73,73,1,74,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_9.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.2014,space,0.3828,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_14.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,0.4716,NAN,,NAN,,0,75,75,75,1,76,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_26.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,0.8923,NAN,,NAN,,0,76,76,76,1,77,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_16.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,0.4616,NAN,,NAN,,0,77,77,77,1,78,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_23.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,0.312,NAN,,NAN,,0,78,78,78,1,79,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_19.jpeg,liked,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.2672,space,1.0813,0,0,0,0,1,h,1.0864,,
,,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_29.jpeg,liked,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,0.7113,NAN,,NAN,,0,80,80,80,1,81,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_21.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,0.5119,NAN,,NAN,,0,81,81,81,1,82,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_25.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,0.9985,NAN,,NAN,,0,82,82,82,1,83,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_7.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.9004,NAN,,NAN,,0,83,83,83,1,84,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_10.jpeg,did not like,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.1586,space,1.0478,0,0,0,0,1,h,1.1511,,
,,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_18.jpeg,did not like,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,1.4197,NAN,,NAN,,0,85,85,85,1,86,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_17.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,0.6057,NAN,,NAN,,0,86,86,86,1,87,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_3.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,0.7333,NAN,,NAN,,0,87,87,87,1,88,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_11.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,1.0205,NAN,,NAN,,0,88,88,88,1,89,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_2.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,space,2.0732,0,0,0,0,1,,,,
,,,,,,,,,1,,2,,0,89,89,89,1,90,Alex,Rej,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_6.jpeg,liked,1.661473164,,,,,,,,,,,,,,
,,,,,space,0.9578,space,0.791,NAN,,NAN,,0,90,90,90,1,91,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_24.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,0.4499,NAN,,NAN,,0,91,91,91,1,92,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_27.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,0.415,NAN,,NAN,,0,92,92,92,1,93,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_28.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,0.33,NAN,,NAN,,0,93,93,93,1,94,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_14.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.4194,space,0.4954,0,0,0,0,1,h,0.3987,,
,,,,,,,,,NAN,,NAN,,0,94,94,94,1,95,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_15.jpeg,liked,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.3397,NAN,,NAN,,0,95,95,95,1,96,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_25.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,27.9899,NAN,,NAN,,0,96,96,96,1,97,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_26.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,0.5,NAN,,NAN,,0,97,97,97,1,98,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_10.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.951,NAN,,NAN,,0,98,98,98,1,99,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_30.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,space,5.4511,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,99,99,99,1,100,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_22.jpeg,liked,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,0.3901,NAN,,NAN,,0,100,100,100,1,101,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_7.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,0.6774,NAN,,NAN,,0,101,101,101,1,102,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_11.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,1.1806,NAN,,NAN,,0,102,102,102,1,103,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_4.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,0.3466,NAN,,NAN,,0,103,103,103,1,104,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_3.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,space,10.9533,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,104,104,104,1,105,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_20.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,0.6683,NAN,,NAN,,0,105,105,105,1,106,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_5.jpeg,liked,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,1.0708,NAN,,NAN,,0,106,106,106,1,107,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_16.jpeg,liked,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,0.7593,NAN,,NAN,,0,107,107,107,1,108,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_9.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,0.6988,NAN,,NAN,,0,108,108,108,1,109,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_8.jpeg,liked,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,space,0.748,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,109,109,109,1,110,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_21.jpeg,liked,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,1.2088,NAN,,NAN,,0,110,110,110,1,111,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_13.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,1.9124,NAN,,NAN,,0,111,111,111,1,112,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_12.jpeg,liked,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,0.7649,NAN,,NAN,,0,112,112,112,1,113,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_18.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.4447,NAN,,NAN,,0,113,113,113,1,114,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_23.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.3582,space,0.7156,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,114,114,114,1,115,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_2.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,0.6939,NAN,,NAN,,0,115,115,115,1,116,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_6.jpeg,liked,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,0.8016,NAN,,NAN,,0,116,116,116,1,117,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_17.jpeg,liked,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,0.5847,NAN,,NAN,,0,117,117,117,1,118,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_1.jpeg,liked,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,0.4208,NAN,,NAN,,0,118,118,118,1,119,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_29.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.1263,space,0.7985,0,0,0,0,1,,,,
,,,,,,,,,4,,4,,0,119,119,119,1,120,Charlie,Acc,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_19.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,space,0.5119,space,0.536,NAN,,NAN,,0,120,120,120,1,121,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_25.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,7.5567,NAN,,NAN,,0,121,121,121,1,122,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_22.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,0.4975,NAN,,NAN,,0,122,122,122,1,123,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_14.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,0.8258,NAN,,NAN,,0,123,123,123,1,124,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_16.jpeg,liked,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,space,0.4928,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,124,124,124,1,125,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_5.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,25.7258,NAN,,NAN,,0,125,125,125,1,126,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_10.jpeg,liked,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,24.7808,NAN,,NAN,,0,126,126,126,1,127,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_18.jpeg,liked,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,0.3164,NAN,,NAN,,0,127,127,127,1,128,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_3.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.4952,NAN,,NAN,,0,128,128,128,1,129,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_6.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,2.7429,space,0.8191,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,129,129,129,1,130,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_9.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,0.9808,NAN,,NAN,,0,130,130,130,1,131,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_4.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,1.2708,NAN,,NAN,,0,131,131,131,1,132,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_15.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,0.802,NAN,,NAN,,0,132,132,132,1,133,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_29.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,2.8872,NAN,,NAN,,0,133,133,133,1,134,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_13.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.3964,space,1.2528,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,134,134,134,1,135,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_21.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,1.596,NAN,,NAN,,0,135,135,135,1,136,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_7.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,14.4012,NAN,,NAN,,0,136,136,136,1,137,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_26.jpeg,liked,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,0.6952,NAN,,NAN,,0,137,137,137,1,138,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_19.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,1.034,NAN,,NAN,,0,138,138,138,1,139,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_8.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,0.753,space,0.8649,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,139,139,139,1,140,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_12.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,0.6647,NAN,,NAN,,0,140,140,140,1,141,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_17.jpeg,liked,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,0.4502,NAN,,NAN,,0,141,141,141,1,142,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_23.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,1.2356,NAN,,NAN,,0,142,142,142,1,143,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_24.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,2.0971,NAN,,NAN,,0,143,143,143,1,144,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_1.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,3.5407,space,2.4159,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,144,144,144,1,145,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_11.jpeg,did not like,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,0.6821,NAN,,NAN,,0,145,145,145,1,146,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_30.jpeg,liked,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,0.739,NAN,,NAN,,0,146,146,146,1,147,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_2.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,0.4257,NAN,,NAN,,0,147,147,147,1,148,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_27.jpeg,liked,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,0.7326,NAN,,NAN,,0,148,148,148,1,149,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_28.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.1771,space,0.3889,0,0,0,0,1,,,,
,,,,,,,,,3,,4,,0,149,149,149,1,150,Sam,Neutral,Participant_Images/6400d8ca785ee04d9b02ae9c/6400d8ca785ee04d9b02ae9c_Images/6400d8ca785ee04d9b02ae9c_Image_20.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5089
