endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,end_screen_keys.keys,end_screen_keys.rt
space,6.1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,space,6.2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,3.6792,NAN,,NAN,,0,77,77,77,1,78,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_3.jpeg,did not like,2.682944783,,,,,,,,,,,,
,,,,,,space,0.727,NAN,,NAN,,0,78,78,78,1,79,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_27.jpeg,did not like,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,3.1673,space,1.4013,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_14.jpeg,liked,3.195382774,,,,,,,,,,,,
,,,,,,space,1.8368,NAN,,NAN,,0,80,80,80,1,81,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_26.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,space,1.4147,NAN,,NAN,,0,81,81,81,1,82,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_17.jpeg,did not like,4.312468682,,,,,,,,,,,,
,,,,,,space,1.0686,NAN,,NAN,,0,82,82,82,1,83,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_24.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,space,1.6743,NAN,,NAN,,0,83,83,83,1,84,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_23.jpeg,did not like,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,2.0478,space,0.9059,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_18.jpeg,did not like,3.602308302,,,,,,,,,,,,
,,,,,,space,2.1583,NAN,,NAN,,0,85,85,85,1,86,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_10.jpeg,liked,4.106391878,,,,,,,,,,,,
,,,,,,space,1.1269,NAN,,NAN,,0,86,86,86,1,87,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_19.jpeg,liked,3.799433026,,,,,,,,,,,,
,,,,,,space,0.2422,NAN,,NAN,,0,87,87,87,1,88,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_6.jpeg,liked,5.246980764,,,,,,,,,,,,
,,,,,,space,1.0203,NAN,,NAN,,0,88,88,88,1,89,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_21.jpeg,did not like,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.6794,space,1.0363,0,0,0,0,1,,
,,,,,,,,3,,7,,0,89,89,89,1,90,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_11.jpeg,liked,1.661473164,,,,,,,,,,,,
,,,,space,1.1047,space,1.2131,NAN,,NAN,,0,90,90,90,1,91,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_20.jpeg,liked,3.613205605,,,,,,,,,,,,
,,,,,,space,3.7459,NAN,,NAN,,0,91,91,91,1,92,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_2.jpeg,liked,4.988446431,,,,,,,,,,,,
,,,,,,space,0.9466,NAN,,NAN,,0,92,92,92,1,93,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_5.jpeg,did not like,3.470791822,,,,,,,,,,,,
,,,,,,space,5.0989,NAN,,NAN,,0,93,93,93,1,94,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_26.jpeg,liked,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,999,,space,2.6876,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,94,94,94,1,95,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_25.jpeg,did not like,2.455989137,,,,,,,,,,,,
,,,,,,space,1.5869,NAN,,NAN,,0,95,95,95,1,96,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_12.jpeg,did not like,3.79605092,,,,,,,,,,,,
,,,,,,space,1.6358,NAN,,NAN,,0,96,96,96,1,97,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_19.jpeg,liked,3.562416326,,,,,,,,,,,,
,,,,,,space,0.3786,NAN,,NAN,,0,97,97,97,1,98,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_15.jpeg,liked,2.843822497,,,,,,,,,,,,
,,,,,,space,1.6947,NAN,,NAN,,0,98,98,98,1,99,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_4.jpeg,liked,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,2.9994,space,1.598,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,99,99,99,1,100,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_14.jpeg,did not like,1.672012706,,,,,,,,,,,,
,,,,,,space,0.7185,NAN,,NAN,,0,100,100,100,1,101,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_17.jpeg,liked,4.942172136,,,,,,,,,,,,
,,,,,,space,0.7199,NAN,,NAN,,0,101,101,101,1,102,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_28.jpeg,did not like,2.50187214,,,,,,,,,,,,
,,,,,,space,2.0021,NAN,,NAN,,0,102,102,102,1,103,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_3.jpeg,liked,2.071164779,,,,,,,,,,,,
,,,,,,space,0.905,NAN,,NAN,,0,103,103,103,1,104,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_30.jpeg,liked,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,3.877,space,1.2064,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,104,104,104,1,105,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_1.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,space,3.8128,NAN,,NAN,,0,105,105,105,1,106,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_16.jpeg,did not like,4.456234322,,,,,,,,,,,,
,,,,,,space,7.8549,NAN,,NAN,,0,106,106,106,1,107,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_11.jpeg,liked,4.438512181,,,,,,,,,,,,
,,,,,,space,3.31,NAN,,NAN,,0,107,107,107,1,108,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_7.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,space,5.3797,NAN,,NAN,,0,108,108,108,1,109,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_21.jpeg,liked,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,2.0943,space,0.7964,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,109,109,109,1,110,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_24.jpeg,liked,3.195382774,,,,,,,,,,,,
,,,,,,space,0.5302,NAN,,NAN,,0,110,110,110,1,111,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_13.jpeg,did not like,1.779333479,,,,,,,,,,,,
,,,,,,space,1.2265,NAN,,NAN,,0,111,111,111,1,112,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_23.jpeg,did not like,4.312468682,,,,,,,,,,,,
,,,,,,space,5.4925,NAN,,NAN,,0,112,112,112,1,113,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_22.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,space,9.279,NAN,,NAN,,0,113,113,113,1,114,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_6.jpeg,liked,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,999,,space,1.7957,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,114,114,114,1,115,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_27.jpeg,liked,3.602308302,,,,,,,,,,,,
,,,,,,space,9.9104,NAN,,NAN,,0,115,115,115,1,116,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_9.jpeg,liked,4.106391878,,,,,,,,,,,,
,,,,,,space,0.5202,NAN,,NAN,,0,116,116,116,1,117,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_8.jpeg,liked,3.799433026,,,,,,,,,,,,
,,,,,,space,1.9761,NAN,,NAN,,0,117,117,117,1,118,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_29.jpeg,did not like,5.246980764,,,,,,,,,,,,
,,,,,,space,12.4119,NAN,,NAN,,0,118,118,118,1,119,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_10.jpeg,liked,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,999,,space,6.3507,0,0,0,0,1,,
,,,,,,,,2,,8,,0,119,119,119,1,120,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_18.jpeg,liked,1.661473164,,,,,,,,,,,,
,,,,space,1.3234,space,0.7989,NAN,,NAN,,0,120,120,120,1,121,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_18.jpeg,liked,3.613205605,,,,,,,,,,,,
,,,,,,space,0.1796,NAN,,NAN,,0,121,121,121,1,122,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_10.jpeg,did not like,4.988446431,,,,,,,,,,,,
,,,,,,space,4.2976,NAN,,NAN,,0,122,122,122,1,123,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_1.jpeg,liked,3.470791822,,,,,,,,,,,,
,,,,,,space,4.2102,NAN,,NAN,,0,123,123,123,1,124,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_14.jpeg,did not like,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,999,,space,2.2903,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,124,124,124,1,125,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_19.jpeg,did not like,2.455989137,,,,,,,,,,,,
,,,,,,space,0.9755,NAN,,NAN,,0,125,125,125,1,126,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_8.jpeg,did not like,3.79605092,,,,,,,,,,,,
,,,,,,space,7.3328,NAN,,NAN,,0,126,126,126,1,127,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_17.jpeg,did not like,3.562416326,,,,,,,,,,,,
,,,,,,space,1.813,NAN,,NAN,,0,127,127,127,1,128,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_20.jpeg,did not like,2.843822497,,,,,,,,,,,,
,,,,,,space,4.9561,NAN,,NAN,,0,128,128,128,1,129,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_26.jpeg,did not like,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,999,,space,4.9956,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,129,129,129,1,130,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_24.jpeg,did not like,1.672012706,,,,,,,,,,,,
,,,,,,space,0.5568,NAN,,NAN,,0,130,130,130,1,131,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_6.jpeg,did not like,4.942172136,,,,,,,,,,,,
,,,,,,space,7.8509,NAN,,NAN,,0,131,131,131,1,132,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_5.jpeg,did not like,2.50187214,,,,,,,,,,,,
,,,,,,space,2.7039,NAN,,NAN,,0,132,132,132,1,133,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_30.jpeg,did not like,2.071164779,,,,,,,,,,,,
,,,,,,space,7.9866,NAN,,NAN,,0,133,133,133,1,134,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_29.jpeg,did not like,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,3.1999,space,1.0509,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,134,134,134,1,135,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_15.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,space,2.3167,NAN,,NAN,,0,135,135,135,1,136,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_27.jpeg,liked,4.456234322,,,,,,,,,,,,
,,,,,,space,0.5601,NAN,,NAN,,0,136,136,136,1,137,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_12.jpeg,did not like,4.438512181,,,,,,,,,,,,
,,,,,,space,0.3681,NAN,,NAN,,0,137,137,137,1,138,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_9.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,space,4.4759,NAN,,NAN,,0,138,138,138,1,139,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_3.jpeg,did not like,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,999,,space,0.7213,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,139,139,139,1,140,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_22.jpeg,did not like,3.195382774,,,,,,,,,,,,
,,,,,,space,0.7046,NAN,,NAN,,0,140,140,140,1,141,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_21.jpeg,did not like,1.779333479,,,,,,,,,,,,
,,,,,,space,0.72,NAN,,NAN,,0,141,141,141,1,142,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_13.jpeg,did not like,4.312468682,,,,,,,,,,,,
,,,,,,space,2.4825,NAN,,NAN,,0,142,142,142,1,143,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_25.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,space,3.801,NAN,,NAN,,0,143,143,143,1,144,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_2.jpeg,liked,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.691,space,0.5104,0,0,0,0,1,,
,,,,,,,,NAN,,NAN,,0,144,144,144,1,145,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_16.jpeg,did not like,3.602308302,,,,,,,,,,,,
,,,,,,space,4.5799,NAN,,NAN,,0,145,145,145,1,146,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_23.jpeg,did not like,4.106391878,,,,,,,,,,,,
,,,,,,space,2.5877,NAN,,NAN,,0,146,146,146,1,147,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_11.jpeg,liked,3.799433026,,,,,,,,,,,,
,,,,,,space,11.2063,NAN,,NAN,,0,147,147,147,1,148,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_28.jpeg,liked,5.246980764,,,,,,,,,,,,
,,,,,,space,0.679,NAN,,NAN,,0,148,148,148,1,149,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_4.jpeg,did not like,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.7322,space,1.9379,0,0,0,0,1,,
,,,,,,,,2,,7,,0,149,149,149,1,150,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_7.jpeg,did not like,1.661473164,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.1261
