PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,,,,,,space,0.6059,NAN,,NAN,,0,12,12,12,1,13,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_4.jpeg,did not like,2.071164779,,,,,,,,,,,,
,,,,,,,space,0.9102,NAN,,NAN,,0,13,13,13,1,14,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_10.jpeg,did not like,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7828,0,0,0,0,1,0.7424,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_16.jpeg,did not like,2.642157193,,,,,,,,,,,,
,,,,,,,space,0.6593,NAN,,NAN,,0,15,15,15,1,16,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_6.jpeg,did not like,4.456234322,,,,,,,,,,,,
,,,,,,,space,0.7797,NAN,,NAN,,0,16,16,16,1,17,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_24.jpeg,did not like,4.438512181,,,,,,,,,,,,
,,,,,,,space,0.6772,NAN,,NAN,,0,17,17,17,1,18,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_18.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,,space,0.7732,NAN,,NAN,,0,18,18,18,1,19,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_12.jpeg,did not like,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6192,0,0,0,0,1,1.055,,
,,,,,,,,,NAN,,NAN,,0,19,19,19,1,20,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_28.jpeg,did not like,3.195382774,,,,,,,,,,,,
,,,,,,,space,0.6226,NAN,,NAN,,0,20,20,20,1,21,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_25.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,,space,0.6279,NAN,,NAN,,0,21,21,21,1,22,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_26.jpeg,did not like,4.312468682,,,,,,,,,,,,
,,,,,,,space,0.7829,NAN,,NAN,,0,22,22,22,1,23,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_2.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,,space,0.6346,NAN,,NAN,,0,23,23,23,1,24,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_13.jpeg,liked,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.0504,0,0,0,0,1,0.89,,
,,,,,,,,,NAN,,NAN,,0,24,24,24,1,25,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_19.jpeg,liked,3.602308302,,,,,,,,,,,,
,,,,,,,space,0.9451,NAN,,NAN,,0,25,25,25,1,26,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_1.jpeg,did not like,4.106391878,,,,,,,,,,,,
,,,,,,,space,0.6939,NAN,,NAN,,0,26,26,26,1,27,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_7.jpeg,did not like,3.799433026,,,,,,,,,,,,
,,,,,,,space,0.7103,NAN,,NAN,,0,27,27,27,1,28,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_23.jpeg,did not like,5.246980764,,,,,,,,,,,,
,,,,,,,space,0.7816,NAN,,NAN,,0,28,28,28,1,29,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_8.jpeg,liked,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8656,0,0,0,0,1,0.7613,,
,,,,,,,,,2,,3,,0,29,29,29,1,30,Charlie,Rej,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_27.jpeg,did not like,1.661473164,,,,,,,,,,,,
,,,,,space,1.637,space,1.1643,NAN,,NAN,,0,30,30,30,1,31,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_23.jpeg,did not like,3.613205605,,,,,,,,,,,,
,,,,,,,space,0.6899,NAN,,NAN,,0,31,31,31,1,32,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_11.jpeg,did not like,4.988446431,,,,,,,,,,,,
,,,,,,,space,1.8801,NAN,,NAN,,0,32,32,32,1,33,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_13.jpeg,liked,3.470791822,,,,,,,,,,,,
,,,,,,,space,1.602,NAN,,NAN,,0,33,33,33,1,34,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_21.jpeg,did not like,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.0497,0,0,0,0,1,0.6159,,
,,,,,,,,,NAN,,NAN,,0,34,34,34,1,35,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_27.jpeg,liked,2.455989137,,,,,,,,,,,,
,,,,,,,space,0.7042,NAN,,NAN,,0,35,35,35,1,36,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_12.jpeg,did not like,3.79605092,,,,,,,,,,,,
,,,,,,,space,0.9765,NAN,,NAN,,0,36,36,36,1,37,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_1.jpeg,did not like,3.562416326,,,,,,,,,,,,
,,,,,,,space,1.0426,NAN,,NAN,,0,37,37,37,1,38,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_16.jpeg,liked,2.843822497,,,,,,,,,,,,
,,,,,,,space,0.6397,NAN,,NAN,,0,38,38,38,1,39,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_29.jpeg,liked,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8232,0,0,0,0,1,2.2106,,
,,,,,,,,,NAN,,NAN,,0,39,39,39,1,40,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_20.jpeg,liked,1.672012706,,,,,,,,,,,,
,,,,,,,space,0.584,NAN,,NAN,,0,40,40,40,1,41,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_3.jpeg,liked,4.942172136,,,,,,,,,,,,
,,,,,,,space,0.6394,NAN,,NAN,,0,41,41,41,1,42,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_30.jpeg,liked,2.50187214,,,,,,,,,,,,
,,,,,,,space,1.2077,NAN,,NAN,,0,42,42,42,1,43,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_2.jpeg,liked,2.071164779,,,,,,,,,,,,
,,,,,,,space,0.8578,NAN,,NAN,,0,43,43,43,1,44,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_6.jpeg,liked,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.1228,0,0,0,0,1,1.114,,
,,,,,,,,,NAN,,NAN,,0,44,44,44,1,45,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_24.jpeg,did not like,2.642157193,,,,,,,,,,,,
,,,,,,,space,0.7861,NAN,,NAN,,0,45,45,45,1,46,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_28.jpeg,did not like,4.456234322,,,,,,,,,,,,
,,,,,,,space,1.7275,NAN,,NAN,,0,46,46,46,1,47,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_9.jpeg,did not like,4.438512181,,,,,,,,,,,,
,,,,,,,space,2.4721,NAN,,NAN,,0,47,47,47,1,48,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_19.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,,space,1.2156,NAN,,NAN,,0,48,48,48,1,49,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_17.jpeg,liked,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8708,0,0,0,0,1,2.6356,,
,,,,,,,,,NAN,,NAN,,0,49,49,49,1,50,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_18.jpeg,did not like,3.195382774,,,,,,,,,,,,
,,,,,,,space,3.1454,NAN,,NAN,,0,50,50,50,1,51,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_22.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,,space,1.2185,NAN,,NAN,,0,51,51,51,1,52,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_7.jpeg,liked,4.312468682,,,,,,,,,,,,
,,,,,,,space,1.2243,NAN,,NAN,,0,52,52,52,1,53,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_15.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,,space,0.6713,NAN,,NAN,,0,53,53,53,1,54,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_8.jpeg,liked,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5919,0,0,0,0,1,0.695,,
,,,,,,,,,NAN,,NAN,,0,54,54,54,1,55,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_25.jpeg,liked,3.602308302,,,,,,,,,,,,
,,,,,,,space,1.1978,NAN,,NAN,,0,55,55,55,1,56,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_14.jpeg,liked,4.106391878,,,,,,,,,,,,
,,,,,,,space,0.6407,NAN,,NAN,,0,56,56,56,1,57,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_4.jpeg,liked,3.799433026,,,,,,,,,,,,
,,,,,,,space,1.6251,NAN,,NAN,,0,57,57,57,1,58,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_10.jpeg,liked,5.246980764,,,,,,,,,,,,
,,,,,,,space,0.8083,NAN,,NAN,,0,58,58,58,1,59,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_5.jpeg,liked,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7203,0,0,0,0,1,0.895,,
,,,,,,,,,4,,7,,0,59,59,59,1,60,Riley,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_26.jpeg,liked,1.661473164,,,,,,,,,,,,
,,,,,space,3.5809,space,1.8489,NAN,,NAN,,0,60,60,60,1,61,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_23.jpeg,liked,3.613205605,,,,,,,,,,,,
,,,,,,,space,0.6204,NAN,,NAN,,0,61,61,61,1,62,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_13.jpeg,liked,4.988446431,,,,,,,,,,,,
,,,,,,,space,1.5522,NAN,,NAN,,0,62,62,62,1,63,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_12.jpeg,liked,3.470791822,,,,,,,,,,,,
,,,,,,,space,2.2881,NAN,,NAN,,0,63,63,63,1,64,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_28.jpeg,liked,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,2.4927,0,0,0,0,1,0.8342,,
,,,,,,,,,NAN,,NAN,,0,64,64,64,1,65,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_29.jpeg,did not like,2.455989137,,,,,,,,,,,,
,,,,,,,space,0.9182,NAN,,NAN,,0,65,65,65,1,66,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_24.jpeg,did not like,3.79605092,,,,,,,,,,,,
,,,,,,,space,0.5867,NAN,,NAN,,0,66,66,66,1,67,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_30.jpeg,liked,3.562416326,,,,,,,,,,,,
,,,,,,,space,0.6041,NAN,,NAN,,0,67,67,67,1,68,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_7.jpeg,liked,2.843822497,,,,,,,,,,,,
,,,,,,,space,1.3389,NAN,,NAN,,0,68,68,68,1,69,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_18.jpeg,did not like,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.8472,0,0,0,0,1,0.9072,,
,,,,,,,,,NAN,,NAN,,0,69,69,69,1,70,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_3.jpeg,liked,1.672012706,,,,,,,,,,,,
,,,,,,,space,1.4354,NAN,,NAN,,0,70,70,70,1,71,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_15.jpeg,liked,4.942172136,,,,,,,,,,,,
,,,,,,,space,1.2516,NAN,,NAN,,0,71,71,71,1,72,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_11.jpeg,did not like,2.50187214,,,,,,,,,,,,
,,,,,,,space,2.3606,NAN,,NAN,,0,72,72,72,1,73,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_5.jpeg,liked,2.071164779,,,,,,,,,,,,
,,,,,,,space,1.5142,NAN,,NAN,,0,73,73,73,1,74,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_14.jpeg,liked,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8861,0,0,0,0,1,3.5388,,
,,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_16.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,,space,0.7869,NAN,,NAN,,0,75,75,75,1,76,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_20.jpeg,did not like,4.456234322,,,,,,,,,,,,
,,,,,,,space,0.7037,NAN,,NAN,,0,76,76,76,1,77,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_1.jpeg,liked,4.438512181,,,,,,,,,,,,
,,,,,,,space,0.8533,NAN,,NAN,,0,77,77,77,1,78,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_21.jpeg,liked,2.682944783,,,,,,,,,,,,
,,,,,,,space,0.6018,NAN,,NAN,,0,78,78,78,1,79,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_17.jpeg,liked,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,2.1593,0,0,0,0,1,0.7469,,
,,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_2.jpeg,did not like,3.195382774,,,,,,,,,,,,
,,,,,,,space,0.6484,NAN,,NAN,,0,80,80,80,1,81,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_27.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,,space,0.6029,NAN,,NAN,,0,81,81,81,1,82,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_4.jpeg,liked,4.312468682,,,,,,,,,,,,
,,,,,,,space,3.1572,NAN,,NAN,,0,82,82,82,1,83,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_10.jpeg,did not like,4.940433059,,,,,,,,,,,,
,,,,,,,space,0.6886,NAN,,NAN,,0,83,83,83,1,84,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_9.jpeg,liked,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6428,0,0,0,0,1,0.8753,,
,,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_25.jpeg,liked,3.602308302,,,,,,,,,,,,
,,,,,,,space,1.4059,NAN,,NAN,,0,85,85,85,1,86,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_22.jpeg,liked,4.106391878,,,,,,,,,,,,
,,,,,,,space,0.7492,NAN,,NAN,,0,86,86,86,1,87,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_26.jpeg,did not like,3.799433026,,,,,,,,,,,,
,,,,,,,space,0.84,NAN,,NAN,,0,87,87,87,1,88,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_6.jpeg,did not like,5.246980764,,,,,,,,,,,,
,,,,,,,space,0.6021,NAN,,NAN,,0,88,88,88,1,89,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_8.jpeg,liked,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8067,0,0,0,0,1,1.2894,,
,,,,,,,,,3,,5,,0,89,89,89,1,90,Sam,Acc,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_19.jpeg,liked,1.661473164,,,,,,,,,,,,
,,,,,space,2.3943,space,2.3762,NAN,,NAN,,0,90,90,90,1,91,Taylor,Neutral,Participant_Images/63d7ec164d40c184be89bf34/63d7ec164d40c184be89bf34_Images/63d7ec164d40c184be89bf34_Image_12.jpeg,liked,3.613205605,,,,,,,,,,,,
