PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
5f9873550513db147c9d2958,space,16.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,22.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,1.913,space,1.694,NAN,,NAN,,0,0,0,0,1,1,Charlie,Acc,Participant_Images/5f9873550513db147c9d2958/5f9873550513db147c9d2958_Images/5f9873550513db147c9d2958_Image_7.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,1.611,NAN,,NAN,,0,1,1,1,1,2,Charlie,Acc,Participant_Images/5f9873550513db147c9d2958/5f9873550513db147c9d2958_Images/5f9873550513db147c9d2958_Image_2.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,1.108,NAN,,NAN,,0,2,2,2,1,3,Charlie,Acc,Participant_Images/5f9873550513db147c9d2958/5f9873550513db147c9d2958_Images/5f9873550513db147c9d2958_Image_27.jpeg,liked,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,0.785,NAN,,NAN,,0,3,3,3,1,4,Charlie,Acc,Participant_Images/5f9873550513db147c9d2958/5f9873550513db147c9d2958_Images/5f9873550513db147c9d2958_Image_20.jpeg,liked,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,3.331,0,0,0,0,1,,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Charlie,Acc,Participant_Images/5f9873550513db147c9d2958/5f9873550513db147c9d2958_Images/5f9873550513db147c9d2958_Image_13.jpeg,liked,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,1.25,NAN,,NAN,,0,5,5,5,1,6,Charlie,Acc,Participant_Images/5f9873550513db147c9d2958/5f9873550513db147c9d2958_Images/5f9873550513db147c9d2958_Image_14.jpeg,liked,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,0.554,NAN,,NAN,,0,6,6,6,1,7,Charlie,Acc,Participant_Images/5f9873550513db147c9d2958/5f9873550513db147c9d2958_Images/5f9873550513db147c9d2958_Image_18.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,1.047,NAN,,NAN,,0,7,7,7,1,8,Charlie,Acc,Participant_Images/5f9873550513db147c9d2958/5f9873550513db147c9d2958_Images/5f9873550513db147c9d2958_Image_1.jpeg,liked,2.843822497,,,,,,,,,,,,,,
