endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,end_screen_keys.keys,end_screen_keys.rt
space,26.0353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,space,30.2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,space,0.707,NAN,,NAN,,0,76,76,76,1,77,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_8.jpeg,liked,4.438512181,,,,,,,,,,,,,
,,,,,,space,0.99,NAN,,NAN,,0,77,77,77,1,78,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_14.jpeg,did not like,2.682944783,,,,,,,,,,,,,
,,,,,,space,0.6664,NAN,,NAN,,0,78,78,78,1,79,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_25.jpeg,liked,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.9484,0,0,0,0,1,1.2076,,,
,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_22.jpeg,did not like,3.195382774,,,,,,,,,,,,,
,,,,,,space,0.7896,NAN,,NAN,,0,80,80,80,1,81,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_24.jpeg,did not like,1.779333479,,,,,,,,,,,,,
,,,,,,space,0.5568,NAN,,NAN,,0,81,81,81,1,82,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_9.jpeg,liked,4.312468682,,,,,,,,,,,,,
,,,,,,space,0.5253,NAN,,NAN,,0,82,82,82,1,83,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_30.jpeg,did not like,4.940433059,,,,,,,,,,,,,
,,,,,,space,0.4417,NAN,,NAN,,0,83,83,83,1,84,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_1.jpeg,liked,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5792,0,0,0,0,1,1.2132,,,
,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_12.jpeg,liked,3.602308302,,,,,,,,,,,,,
,,,,,,space,1.0082,NAN,,NAN,,0,85,85,85,1,86,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_18.jpeg,liked,4.106391878,,,,,,,,,,,,,
,,,,,,space,1.0189,NAN,,NAN,,0,86,86,86,1,87,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_2.jpeg,liked,3.799433026,,,,,,,,,,,,,
,,,,,,space,0.914,NAN,,NAN,,0,87,87,87,1,88,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_11.jpeg,did not like,5.246980764,,,,,,,,,,,,,
,,,,,,space,0.4434,NAN,,NAN,,0,88,88,88,1,89,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_6.jpeg,liked,3.30081769,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5226,0,0,0,0,1,1.0039,,,
,,,,,,,,3,,1,,0,89,89,89,1,90,Taylor,Neutral,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_20.jpeg,liked,1.661473164,,,,,,,,,,,,,
,,,,space,0.9219,space,0.6647,NAN,,NAN,,0,90,90,90,1,91,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_5.jpeg,did not like,3.613205605,,,,,,,,,,,,,
,,,,,,space,0.4675,NAN,,NAN,,0,91,91,91,1,92,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_26.jpeg,did not like,4.988446431,,,,,,,,,,,,,
,,,,,,space,0.5003,NAN,,NAN,,0,92,92,92,1,93,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_20.jpeg,did not like,3.470791822,,,,,,,,,,,,,
,,,,,,space,0.3999,NAN,,NAN,,0,93,93,93,1,94,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_17.jpeg,liked,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7143,0,0,0,0,1,1.3257,,,
,,,,,,,,NAN,,NAN,,0,94,94,94,1,95,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_1.jpeg,did not like,2.455989137,,,,,,,,,,,,,
,,,,,,space,0.6577,NAN,,NAN,,0,95,95,95,1,96,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_8.jpeg,liked,3.79605092,,,,,,,,,,,,,
,,,,,,space,1.0051,NAN,,NAN,,0,96,96,96,1,97,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_10.jpeg,did not like,3.562416326,,,,,,,,,,,,,
,,,,,,space,0.8201,NAN,,NAN,,0,97,97,97,1,98,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_18.jpeg,did not like,2.843822497,,,,,,,,,,,,,
,,,,,,space,0.4073,NAN,,NAN,,0,98,98,98,1,99,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_16.jpeg,liked,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.431,0,0,0,0,1,1.2622,,,
,,,,,,,,NAN,,NAN,,0,99,99,99,1,100,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_29.jpeg,did not like,1.672012706,,,,,,,,,,,,,
,,,,,,space,0.6575,NAN,,NAN,,0,100,100,100,1,101,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_11.jpeg,liked,4.942172136,,,,,,,,,,,,,
,,,,,,space,1.1192,NAN,,NAN,,0,101,101,101,1,102,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_15.jpeg,did not like,2.50187214,,,,,,,,,,,,,
,,,,,,space,0.7987,NAN,,NAN,,0,102,102,102,1,103,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_12.jpeg,did not like,2.071164779,,,,,,,,,,,,,
,,,,,,space,1.2007,NAN,,NAN,,0,103,103,103,1,104,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_9.jpeg,liked,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.0307,0,0,0,0,1,1.057,,,
,,,,,,,,NAN,,NAN,,0,104,104,104,1,105,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_23.jpeg,liked,2.642157193,,,,,,,,,,,,,
,,,,,,space,0.6767,NAN,,NAN,,0,105,105,105,1,106,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_14.jpeg,did not like,4.456234322,,,,,,,,,,,,,
,,,,,,space,1.6212,NAN,,NAN,,0,106,106,106,1,107,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_27.jpeg,did not like,4.438512181,,,,,,,,,,,,,
,,,,,,space,0.817,NAN,,NAN,,0,107,107,107,1,108,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_13.jpeg,did not like,2.682944783,,,,,,,,,,,,,
,,,,,,space,1.067,NAN,,NAN,,0,108,108,108,1,109,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_24.jpeg,did not like,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6159,0,0,0,0,1,1.0186,,,
,,,,,,,,NAN,,NAN,,0,109,109,109,1,110,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_3.jpeg,did not like,3.195382774,,,,,,,,,,,,,
,,,,,,space,0.4663,NAN,,NAN,,0,110,110,110,1,111,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_25.jpeg,did not like,1.779333479,,,,,,,,,,,,,
,,,,,,space,0.3917,NAN,,NAN,,0,111,111,111,1,112,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_28.jpeg,did not like,4.312468682,,,,,,,,,,,,,
,,,,,,space,0.825,NAN,,NAN,,0,112,112,112,1,113,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_22.jpeg,did not like,4.940433059,,,,,,,,,,,,,
,,,,,,space,0.7566,NAN,,NAN,,0,113,113,113,1,114,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_6.jpeg,liked,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5473,0,0,0,0,1,1.1977,,,
,,,,,,,,NAN,,NAN,,0,114,114,114,1,115,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_2.jpeg,liked,3.602308302,,,,,,,,,,,,,
,,,,,,space,0.59,NAN,,NAN,,0,115,115,115,1,116,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_21.jpeg,did not like,4.106391878,,,,,,,,,,,,,
,,,,,,space,0.939,NAN,,NAN,,0,116,116,116,1,117,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_30.jpeg,did not like,3.799433026,,,,,,,,,,,,,
,,,,,,space,0.9817,NAN,,NAN,,0,117,117,117,1,118,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_19.jpeg,did not like,5.246980764,,,,,,,,,,,,,
,,,,,,space,0.4228,NAN,,NAN,,0,118,118,118,1,119,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_7.jpeg,liked,3.30081769,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.4408,0,0,0,0,1,0.957,,,
,,,,,,,,2,,2,,0,119,119,119,1,120,Alex,Rej,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_4.jpeg,did not like,1.661473164,,,,,,,,,,,,,
,,,,space,0.8432,space,1.3569,NAN,,NAN,,0,120,120,120,1,121,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_9.jpeg,did not like,3.613205605,,,,,,,,,,,,,
,,,,,,space,1.2413,NAN,,NAN,,0,121,121,121,1,122,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_2.jpeg,liked,4.988446431,,,,,,,,,,,,,
,,,,,,space,1.2506,NAN,,NAN,,0,122,122,122,1,123,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_21.jpeg,liked,3.470791822,,,,,,,,,,,,,
,,,,,,space,1.0313,NAN,,NAN,,0,123,123,123,1,124,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_17.jpeg,did not like,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5078,0,0,0,0,1,1.0973,,,
,,,,,,,,NAN,,NAN,,0,124,124,124,1,125,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_29.jpeg,liked,2.455989137,,,,,,,,,,,,,
,,,,,,space,0.8408,NAN,,NAN,,0,125,125,125,1,126,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_5.jpeg,liked,3.79605092,,,,,,,,,,,,,
,,,,,,space,0.6607,NAN,,NAN,,0,126,126,126,1,127,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_20.jpeg,liked,3.562416326,,,,,,,,,,,,,
,,,,,,space,0.4892,NAN,,NAN,,0,127,127,127,1,128,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_8.jpeg,liked,2.843822497,,,,,,,,,,,,,
,,,,,,space,1.8906,NAN,,NAN,,0,128,128,128,1,129,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_4.jpeg,liked,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.1406,0,0,0,0,1,1.2392,,,
,,,,,,,,NAN,,NAN,,0,129,129,129,1,130,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_28.jpeg,liked,1.672012706,,,,,,,,,,,,,
,,,,,,space,0.4576,NAN,,NAN,,0,130,130,130,1,131,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_22.jpeg,did not like,4.942172136,,,,,,,,,,,,,
,,,,,,space,0.5662,NAN,,NAN,,0,131,131,131,1,132,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_18.jpeg,did not like,2.50187214,,,,,,,,,,,,,
,,,,,,space,0.4504,NAN,,NAN,,0,132,132,132,1,133,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_26.jpeg,liked,2.071164779,,,,,,,,,,,,,
,,,,,,space,0.3339,NAN,,NAN,,0,133,133,133,1,134,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_3.jpeg,liked,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.6577,0,0,0,0,1,1.293,,,
,,,,,,,,NAN,,NAN,,0,134,134,134,1,135,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_6.jpeg,liked,2.642157193,,,,,,,,,,,,,
,,,,,,space,0.7496,NAN,,NAN,,0,135,135,135,1,136,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_12.jpeg,liked,4.456234322,,,,,,,,,,,,,
,,,,,,space,0.8829,NAN,,NAN,,0,136,136,136,1,137,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_23.jpeg,liked,4.438512181,,,,,,,,,,,,,
,,,,,,space,0.5333,NAN,,NAN,,0,137,137,137,1,138,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_19.jpeg,did not like,2.682944783,,,,,,,,,,,,,
,,,,,,space,0.885,NAN,,NAN,,0,138,138,138,1,139,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_7.jpeg,liked,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5061,0,0,0,0,1,0.841,,,
,,,,,,,,NAN,,NAN,,0,139,139,139,1,140,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_15.jpeg,liked,3.195382774,,,,,,,,,,,,,
,,,,,,space,0.3753,NAN,,NAN,,0,140,140,140,1,141,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_27.jpeg,liked,1.779333479,,,,,,,,,,,,,
,,,,,,space,0.356,NAN,,NAN,,0,141,141,141,1,142,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_24.jpeg,liked,4.312468682,,,,,,,,,,,,,
,,,,,,space,0.4723,NAN,,NAN,,0,142,142,142,1,143,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_25.jpeg,did not like,4.940433059,,,,,,,,,,,,,
,,,,,,space,0.5401,NAN,,NAN,,0,143,143,143,1,144,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_13.jpeg,liked,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,4.4826,0,0,0,0,1,2.018,,,
,,,,,,,,NAN,,NAN,,0,144,144,144,1,145,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_30.jpeg,liked,3.602308302,,,,,,,,,,,,,
,,,,,,space,0.5992,NAN,,NAN,,0,145,145,145,1,146,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_14.jpeg,liked,4.106391878,,,,,,,,,,,,,
,,,,,,space,0.4653,NAN,,NAN,,0,146,146,146,1,147,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_1.jpeg,did not like,3.799433026,,,,,,,,,,,,,
,,,,,,space,0.5057,NAN,,NAN,,0,147,147,147,1,148,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_16.jpeg,did not like,5.246980764,,,,,,,,,,,,,
,,,,,,space,0.8666,NAN,,NAN,,0,148,148,148,1,149,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_10.jpeg,did not like,3.30081769,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,space,2.0577,0,0,0,0,1,1.1208,,,
,,,,,,,,1,,1,,0,149,149,149,1,150,Charlie,Acc,Participant_Images/6111234ac8cfa49e38acbfb4/6111234ac8cfa49e38acbfb4_Images/6111234ac8cfa49e38acbfb4_Image_11.jpeg,liked,1.661473164,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.3525
