PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,end_screen_keys.keys,end_screen_keys.rt
,,,,,,,space,1.8907,NAN,,NAN,,0,11,11,11,1,12,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_26.jpeg,did not like,2.50187214,,,,,,,,,,,,,
,,,,,,,space,1.1629,NAN,,NAN,,0,12,12,12,1,13,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_29.jpeg,did not like,2.071164779,,,,,,,,,,,,,
,,,,,,,space,0.5066,NAN,,NAN,,0,13,13,13,1,14,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_5.jpeg,did not like,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.745,0,0,0,0,1,2.9918,,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_18.jpeg,did not like,2.642157193,,,,,,,,,,,,,
,,,,,,,space,0.9645,NAN,,NAN,,0,15,15,15,1,16,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_10.jpeg,did not like,4.456234322,,,,,,,,,,,,,
,,,,,,,space,0.6571,NAN,,NAN,,0,16,16,16,1,17,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_27.jpeg,liked,4.438512181,,,,,,,,,,,,,
,,,,,,,space,0.6379,NAN,,NAN,,0,17,17,17,1,18,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_22.jpeg,did not like,2.682944783,,,,,,,,,,,,,
,,,,,,,space,1.0572,NAN,,NAN,,0,18,18,18,1,19,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_9.jpeg,did not like,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,2.5313,0,0,0,0,1,2.8589,,,
,,,,,,,,,NAN,,NAN,,0,19,19,19,1,20,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_11.jpeg,did not like,3.195382774,,,,,,,,,,,,,
,,,,,,,space,0.423,NAN,,NAN,,0,20,20,20,1,21,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_28.jpeg,liked,1.779333479,,,,,,,,,,,,,
,,,,,,,space,0.8062,NAN,,NAN,,0,21,21,21,1,22,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_4.jpeg,did not like,4.312468682,,,,,,,,,,,,,
,,,,,,,space,0.9829,NAN,,NAN,,0,22,22,22,1,23,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_6.jpeg,did not like,4.940433059,,,,,,,,,,,,,
,,,,,,,space,0.5174,NAN,,NAN,,0,23,23,23,1,24,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_14.jpeg,did not like,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.5802,0,0,0,0,1,2.0542,,,
,,,,,,,,,NAN,,NAN,,0,24,24,24,1,25,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_19.jpeg,did not like,3.602308302,,,,,,,,,,,,,
,,,,,,,space,0.987,NAN,,NAN,,0,25,25,25,1,26,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_17.jpeg,liked,4.106391878,,,,,,,,,,,,,
,,,,,,,space,0.5997,NAN,,NAN,,0,26,26,26,1,27,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_23.jpeg,did not like,3.799433026,,,,,,,,,,,,,
,,,,,,,space,0.9847,NAN,,NAN,,0,27,27,27,1,28,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_2.jpeg,did not like,5.246980764,,,,,,,,,,,,,
,,,,,,,space,1.2421,NAN,,NAN,,0,28,28,28,1,29,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_15.jpeg,did not like,3.30081769,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.41,0,0,0,0,1,1.7843,,,
,,,,,,,,,2,,5,,0,29,29,29,1,30,Charlie,Rej,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_3.jpeg,liked,1.661473164,,,,,,,,,,,,,
,,,,,space,2.1725,space,0.6226,NAN,,NAN,,0,30,30,30,1,31,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_10.jpeg,did not like,3.613205605,,,,,,,,,,,,,
,,,,,,,space,0.5472,NAN,,NAN,,0,31,31,31,1,32,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_5.jpeg,liked,4.988446431,,,,,,,,,,,,,
,,,,,,,space,0.677,NAN,,NAN,,0,32,32,32,1,33,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_27.jpeg,liked,3.470791822,,,,,,,,,,,,,
,,,,,,,space,0.8246,NAN,,NAN,,0,33,33,33,1,34,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_24.jpeg,liked,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8861,0,0,0,0,1,1.7896,,,
,,,,,,,,,NAN,,NAN,,0,34,34,34,1,35,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_4.jpeg,liked,2.455989137,,,,,,,,,,,,,
,,,,,,,space,0.4132,NAN,,NAN,,0,35,35,35,1,36,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_11.jpeg,liked,3.79605092,,,,,,,,,,,,,
,,,,,,,space,0.5602,NAN,,NAN,,0,36,36,36,1,37,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_6.jpeg,liked,3.562416326,,,,,,,,,,,,,
,,,,,,,space,0.3672,NAN,,NAN,,0,37,37,37,1,38,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_16.jpeg,did not like,2.843822497,,,,,,,,,,,,,
,,,,,,,space,0.5187,NAN,,NAN,,0,38,38,38,1,39,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_19.jpeg,did not like,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.4619,0,0,0,0,1,2.1641,,,
,,,,,,,,,NAN,,NAN,,0,39,39,39,1,40,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_20.jpeg,did not like,1.672012706,,,,,,,,,,,,,
,,,,,,,space,1.8388,NAN,,NAN,,0,40,40,40,1,41,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_29.jpeg,liked,4.942172136,,,,,,,,,,,,,
,,,,,,,space,1.2414,NAN,,NAN,,0,41,41,41,1,42,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_21.jpeg,liked,2.50187214,,,,,,,,,,,,,
,,,,,,,space,0.8881,NAN,,NAN,,0,42,42,42,1,43,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_2.jpeg,liked,2.071164779,,,,,,,,,,,,,
,,,,,,,space,1.0911,NAN,,NAN,,0,43,43,43,1,44,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_9.jpeg,liked,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.1822,0,0,0,0,1,1.8962,,,
,,,,,,,,,NAN,,NAN,,0,44,44,44,1,45,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_26.jpeg,liked,2.642157193,,,,,,,,,,,,,
,,,,,,,space,0.607,NAN,,NAN,,0,45,45,45,1,46,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_30.jpeg,did not like,4.456234322,,,,,,,,,,,,,
,,,,,,,space,1.3483,NAN,,NAN,,0,46,46,46,1,47,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_7.jpeg,did not like,4.438512181,,,,,,,,,,,,,
,,,,,,,space,1.7055,NAN,,NAN,,0,47,47,47,1,48,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_13.jpeg,liked,2.682944783,,,,,,,,,,,,,
,,,,,,,space,2.4434,NAN,,NAN,,0,48,48,48,1,49,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_23.jpeg,did not like,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8961,0,0,0,0,1,1.671,,,
,,,,,,,,,NAN,,NAN,,0,49,49,49,1,50,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_15.jpeg,liked,3.195382774,,,,,,,,,,,,,
,,,,,,,space,0.991,NAN,,NAN,,0,50,50,50,1,51,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_22.jpeg,did not like,1.779333479,,,,,,,,,,,,,
,,,,,,,space,1.3273,NAN,,NAN,,0,51,51,51,1,52,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_18.jpeg,liked,4.312468682,,,,,,,,,,,,,
,,,,,,,space,1.2526,NAN,,NAN,,0,52,52,52,1,53,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_1.jpeg,liked,4.940433059,,,,,,,,,,,,,
,,,,,,,space,0.9978,NAN,,NAN,,0,53,53,53,1,54,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_25.jpeg,did not like,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.6883,0,0,0,0,1,1.5465,,,
,,,,,,,,,NAN,,NAN,,0,54,54,54,1,55,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_14.jpeg,liked,3.602308302,,,,,,,,,,,,,
,,,,,,,space,0.4901,NAN,,NAN,,0,55,55,55,1,56,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_12.jpeg,liked,4.106391878,,,,,,,,,,,,,
,,,,,,,space,1.5834,NAN,,NAN,,0,56,56,56,1,57,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_3.jpeg,liked,3.799433026,,,,,,,,,,,,,
,,,,,,,space,0.9294,NAN,,NAN,,0,57,57,57,1,58,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_28.jpeg,liked,5.246980764,,,,,,,,,,,,,
,,,,,,,space,1.4874,NAN,,NAN,,0,58,58,58,1,59,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_8.jpeg,liked,3.30081769,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.434,0,0,0,0,1,1.4214,,,
,,,,,,,,,4,,6,,0,59,59,59,1,60,Taylor,Acc,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_17.jpeg,liked,1.661473164,,,,,,,,,,,,,
,,,,,space,1.9457,space,1.0892,NAN,,NAN,,0,60,60,60,1,61,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_5.jpeg,liked,3.613205605,,,,,,,,,,,,,
,,,,,,,space,1.0168,NAN,,NAN,,0,61,61,61,1,62,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_18.jpeg,did not like,4.988446431,,,,,,,,,,,,,
,,,,,,,space,0.8823,NAN,,NAN,,0,62,62,62,1,63,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_16.jpeg,did not like,3.470791822,,,,,,,,,,,,,
,,,,,,,space,0.6662,NAN,,NAN,,0,63,63,63,1,64,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_3.jpeg,liked,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.0182,0,0,0,0,1,1.7252,,,
,,,,,,,,,NAN,,NAN,,0,64,64,64,1,65,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_2.jpeg,liked,2.455989137,,,,,,,,,,,,,
,,,,,,,space,2.2897,NAN,,NAN,,0,65,65,65,1,66,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_21.jpeg,liked,3.79605092,,,,,,,,,,,,,
,,,,,,,space,1.2178,NAN,,NAN,,0,66,66,66,1,67,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_12.jpeg,liked,3.562416326,,,,,,,,,,,,,
,,,,,,,space,0.8787,NAN,,NAN,,0,67,67,67,1,68,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_19.jpeg,liked,2.843822497,,,,,,,,,,,,,
,,,,,,,space,1.2884,NAN,,NAN,,0,68,68,68,1,69,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_25.jpeg,did not like,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.0729,0,0,0,0,1,1.6002,,,
,,,,,,,,,NAN,,NAN,,0,69,69,69,1,70,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_9.jpeg,did not like,1.672012706,,,,,,,,,,,,,
,,,,,,,space,1.3513,NAN,,NAN,,0,70,70,70,1,71,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_13.jpeg,did not like,4.942172136,,,,,,,,,,,,,
,,,,,,,space,0.9033,NAN,,NAN,,0,71,71,71,1,72,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_1.jpeg,did not like,2.50187214,,,,,,,,,,,,,
,,,,,,,space,1.6702,NAN,,NAN,,0,72,72,72,1,73,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_17.jpeg,liked,2.071164779,,,,,,,,,,,,,
,,,,,,,space,1.1898,NAN,,NAN,,0,73,73,73,1,74,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_28.jpeg,did not like,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7831,0,0,0,0,1,1.948,,,
,,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_4.jpeg,did not like,2.642157193,,,,,,,,,,,,,
,,,,,,,space,1.5565,NAN,,NAN,,0,75,75,75,1,76,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_14.jpeg,did not like,4.456234322,,,,,,,,,,,,,
,,,,,,,space,0.9254,NAN,,NAN,,0,76,76,76,1,77,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_6.jpeg,liked,4.438512181,,,,,,,,,,,,,
,,,,,,,space,1.5246,NAN,,NAN,,0,77,77,77,1,78,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_22.jpeg,did not like,2.682944783,,,,,,,,,,,,,
,,,,,,,space,0.8234,NAN,,NAN,,0,78,78,78,1,79,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_11.jpeg,liked,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.6033,0,0,0,0,1,1.5569,,,
,,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_27.jpeg,liked,3.195382774,,,,,,,,,,,,,
,,,,,,,space,2.0612,NAN,,NAN,,0,80,80,80,1,81,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_29.jpeg,liked,1.779333479,,,,,,,,,,,,,
,,,,,,,space,0.7033,NAN,,NAN,,0,81,81,81,1,82,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_20.jpeg,did not like,4.312468682,,,,,,,,,,,,,
,,,,,,,space,0.5074,NAN,,NAN,,0,82,82,82,1,83,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_10.jpeg,did not like,4.940433059,,,,,,,,,,,,,
,,,,,,,space,1.4909,NAN,,NAN,,0,83,83,83,1,84,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_24.jpeg,did not like,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,5.8234,0,0,0,0,1,1.7888,,,
,,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_7.jpeg,liked,3.602308302,,,,,,,,,,,,,
,,,,,,,space,1.5518,NAN,,NAN,,0,85,85,85,1,86,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_30.jpeg,liked,4.106391878,,,,,,,,,,,,,
,,,,,,,space,0.628,NAN,,NAN,,0,86,86,86,1,87,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_15.jpeg,liked,3.799433026,,,,,,,,,,,,,
,,,,,,,space,1.449,NAN,,NAN,,0,87,87,87,1,88,Sam,Neutral,Participant_Images/60f4e3ab507bbb123f866e88/60f4e3ab507bbb123f866e88_Images/60f4e3ab507bbb123f866e88_Image_26.jpeg,did not like,5.246980764,,,,,,,,,,,,,
