PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,lotteryguess_keys.keys,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
6154a88b71a7f4347658b0f7,,,,,,,space,0.5128,NAN,,NAN,,0.0,6.0,6.0,6.0,1.0,7.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_13.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.0843,NAN,,NAN,,0.0,7.0,7.0,7.0,1.0,8.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_17.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.4706,NAN,,NAN,,0.0,8.0,8.0,8.0,1.0,9.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_28.jpeg,liked,3.546495948,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,2.9503,,space,0.5997,0.0,0.0,0.0,0.0,1.0,,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,9.0,9.0,9.0,1.0,10.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_25.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.271,NAN,,NAN,,0.0,10.0,10.0,10.0,1.0,11.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_23.jpeg,liked,4.942172136,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.0692,NAN,,NAN,,0.0,11.0,11.0,11.0,1.0,12.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_29.jpeg,liked,2.50187214,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.2871,NAN,,NAN,,0.0,12.0,12.0,12.0,1.0,13.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_4.jpeg,liked,2.071164779,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.4065,NAN,,NAN,,0.0,13.0,13.0,13.0,1.0,14.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_18.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,c,0.0,2.0673,,space,0.5157,0.0,0.0,0.0,0.0,1.0,,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,14.0,14.0,14.0,1.0,15.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_16.jpeg,liked,2.642157193,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.4205,NAN,,NAN,,0.0,15.0,15.0,15.0,1.0,16.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_6.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.3397,NAN,,NAN,,0.0,16.0,16.0,16.0,1.0,17.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_9.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.2704,NAN,,NAN,,0.0,17.0,17.0,17.0,1.0,18.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_11.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.3009,NAN,,NAN,,0.0,18.0,18.0,18.0,1.0,19.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_14.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,c,0.0,1.2228,,space,0.5328,0.0,0.0,0.0,0.0,1.0,,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,19.0,19.0,19.0,1.0,20.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_5.jpeg,liked,3.195382774,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.3011,NAN,,NAN,,0.0,20.0,20.0,20.0,1.0,21.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_7.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.2371,NAN,,NAN,,0.0,21.0,21.0,21.0,1.0,22.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_21.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.2573,NAN,,NAN,,0.0,22.0,22.0,22.0,1.0,23.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_27.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.2295,NAN,,NAN,,0.0,23.0,23.0,23.0,1.0,24.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_30.jpeg,did not like,2.7105123,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,1.3901,h,space,0.7196,0.0,0.0,0.0,0.0,1.0,1.8009,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,24.0,24.0,24.0,1.0,25.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_2.jpeg,did not like,3.602308302,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.3352,NAN,,NAN,,0.0,25.0,25.0,25.0,1.0,26.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_26.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.2875,NAN,,NAN,,0.0,26.0,26.0,26.0,1.0,27.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_10.jpeg,liked,3.799433026,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.3293,NAN,,NAN,,0.0,27.0,27.0,27.0,1.0,28.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_12.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.238,NAN,,NAN,,0.0,28.0,28.0,28.0,1.0,29.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_3.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,1.4673,h,space,0.5113,0.0,0.0,0.0,0.0,1.0,1.6139,,
6154a88b71a7f4347658b0f7,,,,,,,,,2,,1,,0.0,29.0,29.0,29.0,1.0,30.0,Charlie,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_20.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,space,1.0784,space,0.4034,NAN,,NAN,,0.0,30.0,30.0,30.0,1.0,31.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_17.jpeg,liked,3.613205605,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.3361,NAN,,NAN,,0.0,31.0,31.0,31.0,1.0,32.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_3.jpeg,liked,4.988446431,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.62,NAN,,NAN,,0.0,32.0,32.0,32.0,1.0,33.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_15.jpeg,liked,3.470791822,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.3176,NAN,,NAN,,0.0,33.0,33.0,33.0,1.0,34.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_14.jpeg,liked,3.820572462,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,1.4364,h,space,2.0705,0.0,0.0,0.0,0.0,1.0,1.3705,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,34.0,34.0,34.0,1.0,35.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_10.jpeg,liked,2.455989137,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.299,NAN,,NAN,,0.0,35.0,35.0,35.0,1.0,36.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_16.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.37,NAN,,NAN,,0.0,36.0,36.0,36.0,1.0,37.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_21.jpeg,liked,3.562416326,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.3503,NAN,,NAN,,0.0,37.0,37.0,37.0,1.0,38.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_1.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.6006,NAN,,NAN,,0.0,38.0,38.0,38.0,1.0,39.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_19.jpeg,liked,3.546495948,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,c,0.0,2.5297,,space,0.6832,0.0,0.0,0.0,0.0,1.0,,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,39.0,39.0,39.0,1.0,40.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_27.jpeg,liked,1.672012706,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.8341,NAN,,NAN,,0.0,40.0,40.0,40.0,1.0,41.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_22.jpeg,liked,4.942172136,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,3.325,NAN,,NAN,,0.0,41.0,41.0,41.0,1.0,42.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_29.jpeg,liked,2.50187214,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.5374,NAN,,NAN,,0.0,42.0,42.0,42.0,1.0,43.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_13.jpeg,liked,2.071164779,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.2172,NAN,,NAN,,0.0,43.0,43.0,43.0,1.0,44.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_24.jpeg,liked,5.336503566,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,1.617,h,space,0.4841,0.0,0.0,0.0,0.0,1.0,0.431,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,44.0,44.0,44.0,1.0,45.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_30.jpeg,liked,2.642157193,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.2631,NAN,,NAN,,0.0,45.0,45.0,45.0,1.0,46.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_12.jpeg,liked,4.456234322,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,2.0008,NAN,,NAN,,0.0,46.0,46.0,46.0,1.0,47.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_2.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.1371,NAN,,NAN,,0.0,47.0,47.0,47.0,1.0,48.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_23.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.8384,NAN,,NAN,,0.0,48.0,48.0,48.0,1.0,49.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_28.jpeg,liked,4.51984296,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,3.7903,h,space,0.9363,0.0,0.0,0.0,0.0,1.0,1.0093,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,49.0,49.0,49.0,1.0,50.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_18.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.163,NAN,,NAN,,0.0,50.0,50.0,50.0,1.0,51.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_26.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.3707,NAN,,NAN,,0.0,51.0,51.0,51.0,1.0,52.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_9.jpeg,liked,4.312468682,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.854,NAN,,NAN,,0.0,52.0,52.0,52.0,1.0,53.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_4.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.8539,NAN,,NAN,,0.0,53.0,53.0,53.0,1.0,54.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_20.jpeg,liked,2.7105123,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,c,0.0,1.5505,,space,0.9005,0.0,0.0,0.0,0.0,1.0,,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,54.0,54.0,54.0,1.0,55.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_25.jpeg,liked,3.602308302,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.8673,NAN,,NAN,,0.0,55.0,55.0,55.0,1.0,56.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_8.jpeg,liked,4.106391878,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,6.3701,NAN,,NAN,,0.0,56.0,56.0,56.0,1.0,57.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_5.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,2.1673,NAN,,NAN,,0.0,57.0,57.0,57.0,1.0,58.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_6.jpeg,liked,5.246980764,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.6702,NAN,,NAN,,0.0,58.0,58.0,58.0,1.0,59.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_11.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,2.8512,h,space,4.2312,0.0,0.0,0.0,0.0,1.0,0.3253,,
6154a88b71a7f4347658b0f7,,,,,,,,,4,,1,,0.0,59.0,59.0,59.0,1.0,60.0,Alex,Acc,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_7.jpeg,liked,1.661473164,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,space,0.9795,space,0.5841,NAN,,NAN,,0.0,60.0,60.0,60.0,1.0,61.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_13.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.1535,NAN,,NAN,,0.0,61.0,61.0,61.0,1.0,62.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_15.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,2.0672,NAN,,NAN,,0.0,62.0,62.0,62.0,1.0,63.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_19.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.7959,NAN,,NAN,,0.0,63.0,63.0,63.0,1.0,64.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_18.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,s,1.0,1.7492,h,space,0.5671,0.0,0.0,0.0,0.0,1.0,0.4343,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,64.0,64.0,64.0,1.0,65.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_28.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,0.9892,NAN,,NAN,,0.0,65.0,65.0,65.0,1.0,66.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_8.jpeg,liked,3.79605092,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.0628,NAN,,NAN,,0.0,66.0,66.0,66.0,1.0,67.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_14.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.3792,NAN,,NAN,,0.0,67.0,67.0,67.0,1.0,68.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_20.jpeg,liked,2.843822497,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.1176,NAN,,NAN,,0.0,68.0,68.0,68.0,1.0,69.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_11.jpeg,liked,3.546495948,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,,,,,,,,,,,,,,,,,,c,0.0,1.9748,,space,1.2917,0.0,0.0,0.0,0.0,1.0,,,
6154a88b71a7f4347658b0f7,,,,,,,,,NAN,,NAN,,0.0,69.0,69.0,69.0,1.0,70.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_2.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
6154a88b71a7f4347658b0f7,,,,,,,space,1.6537,NAN,,NAN,,0.0,70.0,70.0,70.0,1.0,71.0,Riley,Rej,Participant_Images/6154a88b71a7f4347658b0f7/6154a88b71a7f4347658b0f7_Images/6154a88b71a7f4347658b0f7_Image_29.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
