PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,end_screen_keys.keys,end_screen_keys.rt
60ff33eea57872b7188f12e2,space,7.8247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,10.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,1.6408,space,0.9857,NAN,,NAN,,0,0,0,0,1,1,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_7.jpeg,did not like,3.613205605,,,,,,,,,,,,
,,,,,,,space,0.5271,NAN,,NAN,,0,1,1,1,1,2,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_6.jpeg,did not like,4.988446431,,,,,,,,,,,,
,,,,,,,space,0.5038,NAN,,NAN,,0,2,2,2,1,3,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_19.jpeg,liked,3.470791822,,,,,,,,,,,,
,,,,,,,space,7.4979,NAN,,NAN,,0,3,3,3,1,4,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_12.jpeg,did not like,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,5.127,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_24.jpeg,did not like,2.455989137,,,,,,,,,,,,
,,,,,,,space,0.7106,NAN,,NAN,,0,5,5,5,1,6,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_8.jpeg,did not like,3.79605092,,,,,,,,,,,,
,,,,,,,space,0.5119,NAN,,NAN,,0,6,6,6,1,7,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_13.jpeg,liked,3.562416326,,,,,,,,,,,,
,,,,,,,space,0.4244,NAN,,NAN,,0,7,7,7,1,8,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_27.jpeg,did not like,2.843822497,,,,,,,,,,,,
,,,,,,,space,0.5925,NAN,,NAN,,0,8,8,8,1,9,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_14.jpeg,liked,3.546495948,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6251,0,0,0,0,1,2.6526,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_15.jpeg,did not like,1.672012706,,,,,,,,,,,,
,,,,,,,space,0.5102,NAN,,NAN,,0,10,10,10,1,11,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_1.jpeg,did not like,4.942172136,,,,,,,,,,,,
,,,,,,,space,0.5731,NAN,,NAN,,0,11,11,11,1,12,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_11.jpeg,did not like,2.50187214,,,,,,,,,,,,
,,,,,,,space,0.4894,NAN,,NAN,,0,12,12,12,1,13,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_29.jpeg,did not like,2.071164779,,,,,,,,,,,,
,,,,,,,space,0.5866,NAN,,NAN,,0,13,13,13,1,14,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_17.jpeg,did not like,5.336503566,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.7982,0,0,0,0,1,1.4165,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_26.jpeg,liked,2.642157193,,,,,,,,,,,,
,,,,,,,space,0.4799,NAN,,NAN,,0,15,15,15,1,16,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_21.jpeg,liked,4.456234322,,,,,,,,,,,,
,,,,,,,space,1.0512,NAN,,NAN,,0,16,16,16,1,17,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_3.jpeg,did not like,4.438512181,,,,,,,,,,,,
,,,,,,,space,0.4942,NAN,,NAN,,0,17,17,17,1,18,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_2.jpeg,did not like,2.682944783,,,,,,,,,,,,
,,,,,,,space,0.5326,NAN,,NAN,,0,18,18,18,1,19,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_30.jpeg,liked,4.51984296,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6575,0,0,0,0,1,1.6521,,
,,,,,,,,,NAN,,NAN,,0,19,19,19,1,20,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_28.jpeg,did not like,3.195382774,,,,,,,,,,,,
,,,,,,,space,0.5027,NAN,,NAN,,0,20,20,20,1,21,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_22.jpeg,liked,1.779333479,,,,,,,,,,,,
,,,,,,,space,0.5828,NAN,,NAN,,0,21,21,21,1,22,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_9.jpeg,did not like,4.312468682,,,,,,,,,,,,
,,,,,,,space,0.4999,NAN,,NAN,,0,22,22,22,1,23,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_23.jpeg,liked,4.940433059,,,,,,,,,,,,
,,,,,,,space,0.5,NAN,,NAN,,0,23,23,23,1,24,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_16.jpeg,did not like,2.7105123,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.0644,0,0,0,0,1,1.0492,,
,,,,,,,,,NAN,,NAN,,0,24,24,24,1,25,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_4.jpeg,did not like,3.602308302,,,,,,,,,,,,
,,,,,,,space,0.5437,NAN,,NAN,,0,25,25,25,1,26,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_18.jpeg,did not like,4.106391878,,,,,,,,,,,,
,,,,,,,space,0.3859,NAN,,NAN,,0,26,26,26,1,27,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_20.jpeg,liked,3.799433026,,,,,,,,,,,,
,,,,,,,space,1.4832,NAN,,NAN,,0,27,27,27,1,28,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_10.jpeg,did not like,5.246980764,,,,,,,,,,,,
,,,,,,,space,0.5633,NAN,,NAN,,0,28,28,28,1,29,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_25.jpeg,did not like,3.30081769,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6807,0,0,0,0,1,1.0657,,
,,,,,,,,,1,,4,,0,29,29,29,1,30,Charlie,Rej,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_5.jpeg,did not like,1.661473164,,,,,,,,,,,,
,,,,,space,1.8794,space,1.0572,NAN,,NAN,,0,30,30,30,1,31,Riley,Acc,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_10.jpeg,liked,3.613205605,,,,,,,,,,,,
,,,,,,,space,0.649,NAN,,NAN,,0,31,31,31,1,32,Riley,Acc,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_21.jpeg,did not like,4.988446431,,,,,,,,,,,,
,,,,,,,space,0.7172,NAN,,NAN,,0,32,32,32,1,33,Riley,Acc,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_23.jpeg,liked,3.470791822,,,,,,,,,,,,
,,,,,,,space,3.7959,NAN,,NAN,,0,33,33,33,1,34,Riley,Acc,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_20.jpeg,liked,3.820572462,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7334,0,0,0,0,1,1.2237,,
,,,,,,,,,NAN,,NAN,,0,34,34,34,1,35,Riley,Acc,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_14.jpeg,liked,2.455989137,,,,,,,,,,,,
,,,,,,,space,0.548,NAN,,NAN,,0,35,35,35,1,36,Riley,Acc,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_17.jpeg,liked,3.79605092,,,,,,,,,,,,
,,,,,,,space,0.652,NAN,,NAN,,0,36,36,36,1,37,Riley,Acc,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_24.jpeg,liked,3.562416326,,,,,,,,,,,,
,,,,,,,space,0.5112,NAN,,NAN,,0,37,37,37,1,38,Riley,Acc,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_4.jpeg,liked,2.843822497,,,,,,,,,,,,
,,,,,,,space,0.5158,NAN,,NAN,,0,38,38,38,1,39,Riley,Acc,Participant_Images/60ff33eea57872b7188f12e2/60ff33eea57872b7188f12e2_Images/60ff33eea57872b7188f12e2_Image_25.jpeg,did not like,3.546495948,,,,,,,,,,,,
