PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,lotteryguess_keys.keys,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
615a084387075364a7462335,space,13.7783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,16.8092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,space,0.7148,NAN,,NAN,,0,86,86,86,1,87,Sam,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_6.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,2.9729,NAN,,NAN,,0,87,87,87,1,88,Sam,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_10.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,1.0405,NAN,,NAN,,0,88,88,88,1,89,Sam,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_2.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,2.1982,,space,1.6673,0,0,0,0,1,,,
,,,,,,,,,1,,2,,0,89,89,89,1,90,Sam,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_29.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,space,2.1027,space,1.2004,NAN,,NAN,,0,90,90,90,1,91,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_2.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,1.8283,NAN,,NAN,,0,91,91,91,1,92,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_25.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,0.7054,NAN,,NAN,,0,92,92,92,1,93,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_30.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,2.4166,NAN,,NAN,,0,93,93,93,1,94,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_12.jpeg,liked,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4465,,space,0.5142,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,94,94,94,1,95,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_10.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.7165,NAN,,NAN,,0,95,95,95,1,96,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_19.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,1.0591,NAN,,NAN,,0,96,96,96,1,97,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_4.jpeg,liked,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,1.2061,NAN,,NAN,,0,97,97,97,1,98,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_29.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.9517,NAN,,NAN,,0,98,98,98,1,99,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_1.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4782,,space,0.5114,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,99,99,99,1,100,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_18.jpeg,liked,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,1.7278,NAN,,NAN,,0,100,100,100,1,101,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_17.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,0.6534,NAN,,NAN,,0,101,101,101,1,102,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_23.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,0.5498,NAN,,NAN,,0,102,102,102,1,103,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_13.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,0.5496,NAN,,NAN,,0,103,103,103,1,104,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_24.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.6653,,space,0.5432,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,104,104,104,1,105,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_9.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,0.4371,NAN,,NAN,,0,105,105,105,1,106,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_15.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,0.5072,NAN,,NAN,,0,106,106,106,1,107,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_8.jpeg,liked,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,0.737,NAN,,NAN,,0,107,107,107,1,108,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_26.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,0.7592,NAN,,NAN,,0,108,108,108,1,109,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_27.jpeg,liked,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.627,,space,0.5779,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,109,109,109,1,110,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_21.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,0.5258,NAN,,NAN,,0,110,110,110,1,111,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_28.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,0.5052,NAN,,NAN,,0,111,111,111,1,112,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_11.jpeg,liked,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,0.7512,NAN,,NAN,,0,112,112,112,1,113,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_20.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.5407,NAN,,NAN,,0,113,113,113,1,114,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_14.jpeg,did not like,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.6302,,space,0.845,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,114,114,114,1,115,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_5.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,0.8585,NAN,,NAN,,0,115,115,115,1,116,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_22.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,0.4945,NAN,,NAN,,0,116,116,116,1,117,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_3.jpeg,liked,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,2.0072,NAN,,NAN,,0,117,117,117,1,118,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_6.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,0.6228,NAN,,NAN,,0,118,118,118,1,119,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_16.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.3797,,space,0.7336,0,0,0,0,1,,,
,,,,,,,,,1,,2,,0,119,119,119,1,120,Alex,Neutral,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_7.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,space,1.435,space,0.7637,NAN,,NAN,,0,120,120,120,1,121,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_14.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,0.5174,NAN,,NAN,,0,121,121,121,1,122,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_15.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,0.574,NAN,,NAN,,0,122,122,122,1,123,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_20.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,0.4055,NAN,,NAN,,0,123,123,123,1,124,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_9.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.5676,,space,0.6786,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,124,124,124,1,125,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_22.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.4854,NAN,,NAN,,0,125,125,125,1,126,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_17.jpeg,liked,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,1.9939,NAN,,NAN,,0,126,126,126,1,127,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_26.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,1.977,NAN,,NAN,,0,127,127,127,1,128,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_2.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,2.2782,NAN,,NAN,,0,128,128,128,1,129,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_16.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,3.2917,,space,6.6725,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,129,129,129,1,130,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_4.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,0.9394,NAN,,NAN,,0,130,130,130,1,131,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_12.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,1.0173,NAN,,NAN,,0,131,131,131,1,132,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_6.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,4.1176,NAN,,NAN,,0,132,132,132,1,133,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_7.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,16.6045,NAN,,NAN,,0,133,133,133,1,134,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_11.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.5001,,space,4.2115,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,134,134,134,1,135,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_28.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,2.0361,NAN,,NAN,,0,135,135,135,1,136,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_25.jpeg,liked,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,3.1408,NAN,,NAN,,0,136,136,136,1,137,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_3.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,3.8482,NAN,,NAN,,0,137,137,137,1,138,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_1.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,1.4174,NAN,,NAN,,0,138,138,138,1,139,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_5.jpeg,liked,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,,space,2.7711,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,139,139,139,1,140,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_27.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,1.7185,NAN,,NAN,,0,140,140,140,1,141,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_24.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,2.5732,NAN,,NAN,,0,141,141,141,1,142,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_13.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,6.2817,NAN,,NAN,,0,142,142,142,1,143,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_30.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,6.2371,NAN,,NAN,,0,143,143,143,1,144,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_19.jpeg,did not like,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.2723,,space,5.7428,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,144,144,144,1,145,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_18.jpeg,did not like,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,1.4619,NAN,,NAN,,0,145,145,145,1,146,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_10.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,3.3697,NAN,,NAN,,0,146,146,146,1,147,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_21.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,0.673,NAN,,NAN,,0,147,147,147,1,148,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_8.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,6.3106,NAN,,NAN,,0,148,148,148,1,149,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_29.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,1.3466,,space,0.4456,0,0,0,0,1,,,
,,,,,,,,,2,,3,,0,149,149,149,1,150,Charlie,Rej,Participant_Images/615a084387075364a7462335/615a084387075364a7462335_Images/615a084387075364a7462335_Image_23.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.4021
