PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,end_screen_keys.keys,end_screen_keys.rt
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,1.1091,0,0,0,0,1,0.8164,,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_1.jpeg,did not like,2.642157193,,,,,,,,,,,,,
,,,,,,,space,1.3023,NAN,,NAN,,0,15,15,15,1,16,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_23.jpeg,did not like,4.456234322,,,,,,,,,,,,,
,,,,,,,space,2.3046,NAN,,NAN,,0,16,16,16,1,17,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_15.jpeg,liked,4.438512181,,,,,,,,,,,,,
,,,,,,,space,5.1355,NAN,,NAN,,0,17,17,17,1,18,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_2.jpeg,liked,2.682944783,,,,,,,,,,,,,
,,,,,,,space,1.7475,NAN,,NAN,,0,18,18,18,1,19,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_20.jpeg,did not like,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.1163,0,0,0,0,1,0.8003,,,
,,,,,,,,,NAN,,NAN,,0,19,19,19,1,20,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_5.jpeg,did not like,3.195382774,,,,,,,,,,,,,
,,,,,,,space,1.4817,NAN,,NAN,,0,20,20,20,1,21,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_18.jpeg,liked,1.779333479,,,,,,,,,,,,,
,,,,,,,space,0.9146,NAN,,NAN,,0,21,21,21,1,22,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_28.jpeg,liked,4.312468682,,,,,,,,,,,,,
,,,,,,,space,0.6981,NAN,,NAN,,0,22,22,22,1,23,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_9.jpeg,did not like,4.940433059,,,,,,,,,,,,,
,,,,,,,space,0.7643,NAN,,NAN,,0,23,23,23,1,24,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_3.jpeg,liked,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.3363,0,0,0,0,1,0.9841,,,
,,,,,,,,,NAN,,NAN,,0,24,24,24,1,25,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_30.jpeg,liked,3.602308302,,,,,,,,,,,,,
,,,,,,,space,1.3302,NAN,,NAN,,0,25,25,25,1,26,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_10.jpeg,liked,4.106391878,,,,,,,,,,,,,
,,,,,,,space,1.4642,NAN,,NAN,,0,26,26,26,1,27,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_17.jpeg,liked,3.799433026,,,,,,,,,,,,,
,,,,,,,space,1.0311,NAN,,NAN,,0,27,27,27,1,28,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_14.jpeg,did not like,5.246980764,,,,,,,,,,,,,
,,,,,,,space,0.9481,NAN,,NAN,,0,28,28,28,1,29,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_25.jpeg,did not like,3.30081769,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7667,0,0,0,0,1,0.7344,,,
,,,,,,,,,2,,4,,0,29,29,29,1,30,Riley,Neutral,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_21.jpeg,did not like,1.661473164,,,,,,,,,,,,,
,,,,,space,1.6454,space,2.25,NAN,,NAN,,0,30,30,30,1,31,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_3.jpeg,did not like,3.613205605,,,,,,,,,,,,,
,,,,,,,space,2.7642,NAN,,NAN,,0,31,31,31,1,32,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_13.jpeg,did not like,4.988446431,,,,,,,,,,,,,
,,,,,,,space,11.0817,NAN,,NAN,,0,32,32,32,1,33,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_7.jpeg,did not like,3.470791822,,,,,,,,,,,,,
,,,,,,,space,0.9309,NAN,,NAN,,0,33,33,33,1,34,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_19.jpeg,liked,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,8.8184,0,0,0,0,1,0.7181,,,
,,,,,,,,,NAN,,NAN,,0,34,34,34,1,35,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_25.jpeg,did not like,2.455989137,,,,,,,,,,,,,
,,,,,,,space,7.8647,NAN,,NAN,,0,35,35,35,1,36,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_22.jpeg,liked,3.79605092,,,,,,,,,,,,,
,,,,,,,space,4.6475,NAN,,NAN,,0,36,36,36,1,37,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_6.jpeg,did not like,3.562416326,,,,,,,,,,,,,
,,,,,,,space,1.249,NAN,,NAN,,0,37,37,37,1,38,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_16.jpeg,did not like,2.843822497,,,,,,,,,,,,,
,,,,,,,space,2.7834,NAN,,NAN,,0,38,38,38,1,39,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_23.jpeg,did not like,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,2.535,0,0,0,0,1,1.0838,,,
,,,,,,,,,NAN,,NAN,,0,39,39,39,1,40,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_27.jpeg,did not like,1.672012706,,,,,,,,,,,,,
,,,,,,,space,0.8809,NAN,,NAN,,0,40,40,40,1,41,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_26.jpeg,did not like,4.942172136,,,,,,,,,,,,,
,,,,,,,space,0.8984,NAN,,NAN,,0,41,41,41,1,42,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_29.jpeg,did not like,2.50187214,,,,,,,,,,,,,
,,,,,,,space,0.6464,NAN,,NAN,,0,42,42,42,1,43,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_24.jpeg,did not like,2.071164779,,,,,,,,,,,,,
,,,,,,,space,5.0813,NAN,,NAN,,0,43,43,43,1,44,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_10.jpeg,did not like,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.3187,0,0,0,0,1,0.8178,,,
,,,,,,,,,NAN,,NAN,,0,44,44,44,1,45,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_30.jpeg,did not like,2.642157193,,,,,,,,,,,,,
,,,,,,,space,8.5654,NAN,,NAN,,0,45,45,45,1,46,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_12.jpeg,did not like,4.456234322,,,,,,,,,,,,,
,,,,,,,space,2.7153,NAN,,NAN,,0,46,46,46,1,47,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_2.jpeg,did not like,4.438512181,,,,,,,,,,,,,
,,,,,,,space,0.7797,NAN,,NAN,,0,47,47,47,1,48,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_18.jpeg,did not like,2.682944783,,,,,,,,,,,,,
,,,,,,,space,1.9978,NAN,,NAN,,0,48,48,48,1,49,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_28.jpeg,liked,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.5836,0,0,0,0,1,0.6843,,,
,,,,,,,,,NAN,,NAN,,0,49,49,49,1,50,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_8.jpeg,did not like,3.195382774,,,,,,,,,,,,,
,,,,,,,space,5.8475,NAN,,NAN,,0,50,50,50,1,51,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_20.jpeg,liked,1.779333479,,,,,,,,,,,,,
,,,,,,,space,2.6654,NAN,,NAN,,0,51,51,51,1,52,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_1.jpeg,liked,4.312468682,,,,,,,,,,,,,
,,,,,,,space,3.9328,NAN,,NAN,,0,52,52,52,1,53,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_11.jpeg,did not like,4.940433059,,,,,,,,,,,,,
,,,,,,,space,3.9804,NAN,,NAN,,0,53,53,53,1,54,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_21.jpeg,did not like,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6008,0,0,0,0,1,0.8177,,,
,,,,,,,,,NAN,,NAN,,0,54,54,54,1,55,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_15.jpeg,liked,3.602308302,,,,,,,,,,,,,
,,,,,,,space,4.367,NAN,,NAN,,0,55,55,55,1,56,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_5.jpeg,liked,4.106391878,,,,,,,,,,,,,
,,,,,,,space,0.9318,NAN,,NAN,,0,56,56,56,1,57,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_9.jpeg,did not like,3.799433026,,,,,,,,,,,,,
,,,,,,,space,7.1646,NAN,,NAN,,0,57,57,57,1,58,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_14.jpeg,did not like,5.246980764,,,,,,,,,,,,,
,,,,,,,space,10.0471,NAN,,NAN,,0,58,58,58,1,59,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_17.jpeg,liked,3.30081769,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.9012,0,0,0,0,1,1.4345,,,
,,,,,,,,,1,,1,,0,59,59,59,1,60,Taylor,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_4.jpeg,liked,1.661473164,,,,,,,,,,,,,
,,,,,space,195.3844,space,3.5966,NAN,,NAN,,0,60,60,60,1,61,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_3.jpeg,did not like,3.613205605,,,,,,,,,,,,,
,,,,,,,space,17.4658,NAN,,NAN,,0,61,61,61,1,62,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_12.jpeg,did not like,4.988446431,,,,,,,,,,,,,
,,,,,,,space,3.2321,NAN,,NAN,,0,62,62,62,1,63,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_2.jpeg,liked,3.470791822,,,,,,,,,,,,,
,,,,,,,space,1.2981,NAN,,NAN,,0,63,63,63,1,64,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_1.jpeg,did not like,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,3.4673,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,64,64,64,1,65,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_8.jpeg,did not like,2.455989137,,,,,,,,,,,,,
,,,,,,,space,7.019,NAN,,NAN,,0,65,65,65,1,66,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_22.jpeg,liked,3.79605092,,,,,,,,,,,,,
,,,,,,,space,2.3857,NAN,,NAN,,0,66,66,66,1,67,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_21.jpeg,did not like,3.562416326,,,,,,,,,,,,,
,,,,,,,space,2.275,NAN,,NAN,,0,67,67,67,1,68,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_11.jpeg,did not like,2.843822497,,,,,,,,,,,,,
,,,,,,,space,1.34,NAN,,NAN,,0,68,68,68,1,69,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_16.jpeg,did not like,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,2.8249,0,0,0,0,1,1.0678,,,
,,,,,,,,,NAN,,NAN,,0,69,69,69,1,70,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_5.jpeg,did not like,1.672012706,,,,,,,,,,,,,
,,,,,,,space,1.6927,NAN,,NAN,,0,70,70,70,1,71,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_27.jpeg,did not like,4.942172136,,,,,,,,,,,,,
,,,,,,,space,5.1343,NAN,,NAN,,0,71,71,71,1,72,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_26.jpeg,liked,2.50187214,,,,,,,,,,,,,
,,,,,,,space,0.9676,NAN,,NAN,,0,72,72,72,1,73,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_19.jpeg,did not like,2.071164779,,,,,,,,,,,,,
,,,,,,,space,1.0806,NAN,,NAN,,0,73,73,73,1,74,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_23.jpeg,liked,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,43.4834,0,0,0,0,1,0.6672,,,
,,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_18.jpeg,did not like,2.642157193,,,,,,,,,,,,,
,,,,,,,space,1.1618,NAN,,NAN,,0,75,75,75,1,76,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_24.jpeg,liked,4.456234322,,,,,,,,,,,,,
,,,,,,,space,1.5314,NAN,,NAN,,0,76,76,76,1,77,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_6.jpeg,liked,4.438512181,,,,,,,,,,,,,
,,,,,,,space,1.0807,NAN,,NAN,,0,77,77,77,1,78,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_13.jpeg,liked,2.682944783,,,,,,,,,,,,,
,,,,,,,space,1.531,NAN,,NAN,,0,78,78,78,1,79,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_7.jpeg,did not like,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8831,0,0,0,0,1,0.9178,,,
,,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_30.jpeg,did not like,3.195382774,,,,,,,,,,,,,
,,,,,,,space,7.548,NAN,,NAN,,0,80,80,80,1,81,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_25.jpeg,did not like,1.779333479,,,,,,,,,,,,,
,,,,,,,space,9.4812,NAN,,NAN,,0,81,81,81,1,82,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_17.jpeg,did not like,4.312468682,,,,,,,,,,,,,
,,,,,,,space,1.5635,NAN,,NAN,,0,82,82,82,1,83,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_10.jpeg,did not like,4.940433059,,,,,,,,,,,,,
,,,,,,,space,1.1318,NAN,,NAN,,0,83,83,83,1,84,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_28.jpeg,did not like,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.683,0,0,0,0,1,0.7198,,,
,,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_29.jpeg,liked,3.602308302,,,,,,,,,,,,,
,,,,,,,space,0.817,NAN,,NAN,,0,85,85,85,1,86,Alex,Rej,Participant_Images/63d40481d12fc9cc4c1adab0/63d40481d12fc9cc4c1adab0_Images/63d40481d12fc9cc4c1adab0_Image_9.jpeg,did not like,4.106391878,,,,,,,,,,,,,
