TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_26.jpeg,did not like,3.613205605
2,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_17.jpeg,did not like,4.988446431
3,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_28.jpeg,did not like,3.470791822
4,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_4.jpeg,liked,3.820572462
5,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_12.jpeg,did not like,2.455989137
6,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_30.jpeg,did not like,3.79605092
7,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_29.jpeg,did not like,3.562416326
8,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_21.jpeg,did not like,2.843822497
9,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_1.jpeg,did not like,3.546495948
10,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_11.jpeg,did not like,1.672012706
11,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_23.jpeg,liked,4.942172136
12,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_25.jpeg,did not like,2.50187214
13,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_5.jpeg,liked,2.071164779
14,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_24.jpeg,did not like,5.336503566
15,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_22.jpeg,liked,2.642157193
16,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_15.jpeg,did not like,4.456234322
17,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_19.jpeg,did not like,4.438512181
18,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_14.jpeg,did not like,2.682944783
19,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_10.jpeg,liked,4.51984296
20,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_20.jpeg,liked,3.195382774
21,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_13.jpeg,did not like,1.779333479
22,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_3.jpeg,did not like,4.312468682
23,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_2.jpeg,did not like,4.940433059
24,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_8.jpeg,did not like,2.7105123
25,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_9.jpeg,did not like,3.602308302
26,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_27.jpeg,liked,4.106391878
27,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_6.jpeg,liked,3.799433026
28,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_16.jpeg,did not like,5.246980764
29,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_7.jpeg,did not like,3.30081769
30,Riley,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_18.jpeg,liked,1.661473164
31,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_11.jpeg,liked,3.613205605
32,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_14.jpeg,liked,4.988446431
33,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_17.jpeg,liked,3.470791822
34,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_3.jpeg,did not like,3.820572462
35,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_29.jpeg,liked,2.455989137
36,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_23.jpeg,did not like,3.79605092
37,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_7.jpeg,did not like,3.562416326
38,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_13.jpeg,liked,2.843822497
39,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_25.jpeg,liked,3.546495948
40,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_5.jpeg,did not like,1.672012706
41,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_19.jpeg,liked,4.942172136
42,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_9.jpeg,liked,2.50187214
43,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_1.jpeg,liked,2.071164779
44,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_8.jpeg,did not like,5.336503566
45,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_20.jpeg,liked,2.642157193
46,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_28.jpeg,did not like,4.456234322
47,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_30.jpeg,liked,4.438512181
48,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_22.jpeg,liked,2.682944783
49,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_6.jpeg,liked,4.51984296
50,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_26.jpeg,liked,3.195382774
51,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_24.jpeg,liked,1.779333479
52,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_12.jpeg,liked,4.312468682
53,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_27.jpeg,did not like,4.940433059
54,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_15.jpeg,liked,2.7105123
55,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_2.jpeg,liked,3.602308302
56,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_18.jpeg,liked,4.106391878
57,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_10.jpeg,liked,3.799433026
58,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_4.jpeg,liked,5.246980764
59,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_21.jpeg,did not like,3.30081769
60,Taylor,Acc,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_16.jpeg,did not like,1.661473164
61,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_21.jpeg,liked,3.613205605
62,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_12.jpeg,did not like,4.988446431
63,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_5.jpeg,did not like,3.470791822
64,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_30.jpeg,did not like,3.820572462
65,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_3.jpeg,did not like,2.455989137
66,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_26.jpeg,did not like,3.79605092
67,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_20.jpeg,did not like,3.562416326
68,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_15.jpeg,did not like,2.843822497
69,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_7.jpeg,did not like,3.546495948
70,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_13.jpeg,liked,1.672012706
71,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_14.jpeg,did not like,4.942172136
72,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_11.jpeg,did not like,2.50187214
73,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_8.jpeg,did not like,2.071164779
74,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_4.jpeg,did not like,5.336503566
75,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_10.jpeg,liked,2.642157193
76,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_24.jpeg,liked,4.456234322
77,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_9.jpeg,did not like,4.438512181
78,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_28.jpeg,did not like,2.682944783
79,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_19.jpeg,liked,4.51984296
80,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_1.jpeg,did not like,3.195382774
81,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_16.jpeg,liked,1.779333479
82,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_23.jpeg,did not like,4.312468682
83,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_22.jpeg,did not like,4.940433059
84,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_18.jpeg,did not like,2.7105123
85,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_29.jpeg,did not like,3.602308302
86,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_27.jpeg,liked,4.106391878
87,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_17.jpeg,liked,3.799433026
88,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_25.jpeg,liked,5.246980764
89,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_6.jpeg,did not like,3.30081769
90,Alex,Rej,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_2.jpeg,did not like,1.661473164
91,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_18.jpeg,liked,3.613205605
92,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_1.jpeg,did not like,4.988446431
93,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_7.jpeg,did not like,3.470791822
94,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_20.jpeg,liked,3.820572462
95,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_16.jpeg,liked,2.455989137
96,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_5.jpeg,did not like,3.79605092
97,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_24.jpeg,did not like,3.562416326
98,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_25.jpeg,liked,2.843822497
99,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_4.jpeg,did not like,3.546495948
100,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_17.jpeg,liked,1.672012706
101,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_6.jpeg,did not like,4.942172136
102,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_19.jpeg,liked,2.50187214
103,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_23.jpeg,did not like,2.071164779
104,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_21.jpeg,liked,5.336503566
105,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_29.jpeg,did not like,2.642157193
106,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_27.jpeg,did not like,4.456234322
107,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_10.jpeg,did not like,4.438512181
108,Sam,Neutral,Participant_Images/63d4d112aa36fa1b09ce7c50/63d4d112aa36fa1b09ce7c50_Images/63d4d112aa36fa1b09ce7c50_Image_3.jpeg,did not like,2.682944783
