TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_4.jpeg,did not like,3.613205605
2,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_15.jpeg,did not like,4.988446431
3,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_26.jpeg,did not like,3.470791822
4,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_18.jpeg,liked,3.820572462
5,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_10.jpeg,liked,2.455989137
6,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_12.jpeg,did not like,3.79605092
7,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_8.jpeg,did not like,3.562416326
8,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_25.jpeg,liked,2.843822497
9,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_23.jpeg,did not like,3.546495948
10,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_5.jpeg,did not like,1.672012706
11,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_13.jpeg,did not like,4.942172136
12,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_6.jpeg,did not like,2.50187214
13,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_27.jpeg,liked,2.071164779
14,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_29.jpeg,liked,5.336503566
15,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_2.jpeg,did not like,2.642157193
16,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_24.jpeg,liked,4.456234322
17,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_1.jpeg,did not like,4.438512181
18,Alex,Neutral,Participant_Images/63eac31811a6da58d4f32d76/63eac31811a6da58d4f32d76_Images/63eac31811a6da58d4f32d76_Image_28.jpeg,liked,2.682944783
