TrialNumber,Partner,Condition,Photos,Feedback,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,Welcome.started,endwelcomescreen_keys.started,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,FirstInstructions.started,endinstructionscreen_keys.started,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,Match_text.started,Match_text.stopped,syncing_text.started,text_0.started,Transparent.started,text_0.stopped,Loading_25.started,text_25.started,Loading_50.started,text_50.started,Loading_25.stopped,text_25.stopped,Loading_75.started,text_75.started,Loading_50.stopped,text_50.stopped,Loading_75.stopped,text_75.stopped,Loading_100.started,text_100.started,syncing_text.stopped,Transparent.stopped,Loading_100.stopped,text_100.stopped,Youhavematched.started,partneremoji_image.started,endpartnermatch_keys.started,PressToContinue.started,endpartnermatch_keys.keys,endpartnermatch_keys.rt,photobeingshared_text.started,waitforfeedback_text.started,participantimage_image.started,waiting_text.started,displayfeedback_text.started,fdbkimage_image.started,presstosharenextphoto_text.started,sharenextphoto_key.started,sharenextphoto_key.keys,sharenextphoto_key.rt,key_resp.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,24.666780500032473,24.666780500032473,space,0.17041287501342595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jblj,001,2022-07-06_11h51.45.232,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,24.85744212497957,24.85744212497957,space,0.38174174999585375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jblj,001,2022-07-06_11h51.45.232,RejectionTask_OneLoop,2022.2.1,None,
1,Sam,Neutral,Participant_Images/101_Image_17.jpg,liked,0,0,0,0,,,,,,,,,,,,,25.27066504198592,28.27266299998155,28.27266299998155,28.27266299998155,28.27266299998155,29.524867209023796,29.524867209023796,29.524867209023796,30.774953834014013,30.774953834014013,30.791541124985088,30.791541124985088,32.02326470898697,32.02326470898697,32.041592542023864,32.041592542023864,33.27325341699179,33.27325341699179,33.27325341699179,33.27325341699179,34.539921167015564,34.539921167015564,34.539921167015564,34.539921167015564,34.539921167015564,34.539921167015564,34.539921167015564,34.539921167015564,space,0.9638077089912258,35.89624600001844,35.89624600001844,35.89624600001844,38.54001720901579,43.55515525001101,43.55515525001101,46.54230966698378,46.54230966698378,space,0.38615470798686147,None,jblj,001,2022-07-06_11h51.45.232,RejectionTask_OneLoop,2022.2.1,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,47.27725429198472,47.27725429198472,47.27725429198472,50.02473370899679,55.02602237497922,55.02602237497922,58.025519541988615,58.025519541988615,,,,,,,,,,
